Orthogroup	Duplications (all)	Duplications (50% support)
OG0001384	0	0
OG0001385	0	0
OG0001386	1	0
OG0001387	2	2
OG0001388	0	0
OG0001389	1	0
OG0001390	2	2
OG0001391	2	2
OG0001392	1	1
OG0001393	3	3
OG0001394	1	1
OG0001395	0	0
OG0001396	2	2
OG0001397	1	1
OG0001398	1	1
OG0001399	2	2
OG0001400	2	2
OG0001401	3	3
OG0001402	1	1
OG0001403	1	1
OG0001404	3	3
OG0001405	0	0
OG0001406	0	0
OG0001407	0	0
OG0001408	4	4
OG0001409	3	3
OG0001410	4	4
OG0001411	3	3
OG0001412	3	3
OG0001413	2	2
OG0001414	4	4
OG0001415	1	1
OG0001416	4	4
OG0001417	2	2
OG0001418	4	4
OG0001419	3	3
OG0001420	3	3
OG0001421	3	3
OG0001422	3	3
OG0001423	3	3
OG0001424	2	2
OG0001425	3	3
OG0001426	4	4
OG0001427	4	4
OG0001428	4	4
OG0001429	4	4
OG0001430	3	3
OG0001431	4	4
OG0001432	4	4
OG0001433	4	4
OG0001434	4	4
OG0001435	4	4
OG0001436	4	4
OG0001437	4	4
OG0001438	4	4
OG0001439	4	4
OG0001440	0	0
OG0001441	0	0
OG0001442	0	0
OG0001443	0	0
OG0001444	1	1
OG0001445	1	1
OG0001446	0	0
OG0001447	2	2
OG0001448	0	0
OG0001449	1	1
OG0001450	1	1
OG0001451	3	3
OG0001452	1	1
OG0001453	0	0
OG0001454	0	0
OG0001455	0	0
OG0001456	1	1
OG0001457	1	1
OG0001458	0	0
OG0001459	0	0
OG0001460	0	0
OG0001461	0	0
OG0001462	0	0
OG0001463	1	1
OG0001464	3	3
OG0001465	2	2
OG0001466	0	0
OG0001467	0	0
OG0001468	1	1
OG0001469	0	0
OG0001470	1	1
OG0001471	2	2
OG0001472	0	0
OG0001473	1	1
OG0001474	0	0
OG0001475	0	0
OG0001476	0	0
OG0001477	0	0
OG0001478	0	0
OG0001479	0	0
OG0001480	1	1
OG0001481	1	1
OG0001482	2	2
OG0001483	2	2
OG0001484	0	0
OG0001485	0	0
OG0001486	0	0
OG0001487	0	0
OG0001488	0	0
OG0001489	1	1
OG0001490	0	0
OG0001491	1	1
OG0001492	1	1
OG0001493	1	1
OG0001494	0	0
OG0001495	0	0
OG0001496	3	3
OG0001497	1	1
OG0001498	2	2
OG0001499	1	1
OG0001500	1	1
OG0001501	0	0
OG0001502	0	0
OG0001503	0	0
OG0001504	0	0
OG0001505	0	0
OG0001506	0	0
OG0001507	1	1
OG0001508	1	1
OG0001509	0	0
OG0001510	1	1
OG0001511	0	0
OG0001512	0	0
OG0001513	0	0
OG0001514	0	0
OG0001515	1	1
OG0001516	1	1
OG0001517	1	1
OG0001518	0	0
OG0001519	1	1
OG0001520	0	0
OG0001521	0	0
OG0001522	0	0
OG0001523	1	1
OG0001524	1	1
OG0001525	0	0
OG0001526	0	0
OG0001527	2	2
OG0001528	0	0
OG0001529	1	1
OG0001530	0	0
OG0001531	1	1
OG0001532	1	1
OG0001533	2	2
OG0001534	1	1
OG0001535	0	0
OG0001536	0	0
OG0001537	0	0
OG0001538	0	0
OG0001539	0	0
OG0001540	0	0
OG0001541	0	0
OG0001542	0	0
OG0001543	0	0
OG0001544	1	1
OG0001545	1	1
OG0001546	0	0
OG0001547	1	1
OG0001548	1	1
OG0001549	1	1
OG0001550	2	2
OG0001551	1	1
OG0001552	0	0
OG0001553	1	1
OG0001554	0	0
OG0001555	0	0
OG0001556	0	0
OG0001557	1	1
OG0001558	0	0
OG0001559	0	0
OG0001560	0	0
OG0001561	1	1
OG0001562	0	0
OG0001563	0	0
OG0001564	1	1
OG0001565	2	2
OG0001566	0	0
OG0001567	1	1
OG0001568	0	0
OG0001569	2	2
OG0001570	0	0
OG0001571	1	1
OG0001572	1	1
OG0001573	1	1
OG0001574	1	1
OG0001575	1	1
OG0001576	1	1
OG0001577	1	1
OG0001578	1	1
OG0001579	1	1
OG0001580	0	0
OG0001581	0	0
OG0001582	0	0
OG0001583	1	1
OG0001584	0	0
OG0001585	0	0
OG0001586	0	0
OG0001587	0	0
OG0001588	1	1
OG0001589	0	0
OG0001590	1	1
OG0001591	1	1
OG0001592	1	1
OG0001593	1	1
OG0001594	0	0
OG0001595	1	1
OG0001596	0	0
OG0001597	1	1
OG0001598	1	1
OG0001599	0	0
OG0001600	0	0
OG0001601	0	0
OG0001602	1	1
OG0001603	0	0
OG0001604	1	1
OG0001605	1	1
OG0001606	1	1
OG0001607	0	0
OG0001608	0	0
OG0001609	2	2
OG0001610	1	1
OG0001611	1	1
OG0001612	1	1
OG0001613	1	1
OG0001614	1	1
OG0001615	1	1
OG0001616	1	1
OG0001617	1	1
OG0001618	0	0
OG0001619	0	0
OG0001620	1	1
OG0001621	1	1
OG0001622	0	0
OG0001623	1	1
OG0001624	0	0
OG0001625	0	0
OG0001626	0	0
OG0001627	1	1
OG0001628	0	0
OG0001629	0	0
OG0001630	1	1
OG0001631	1	1
OG0001632	2	2
OG0001633	1	1
OG0001634	0	0
OG0001635	0	0
OG0001636	0	0
OG0001637	1	1
OG0001638	0	0
OG0001639	1	1
OG0001640	1	1
OG0001641	0	0
OG0001642	1	1
OG0001643	0	0
OG0001644	1	1
OG0001645	1	1
OG0001646	1	1
OG0001647	0	0
OG0001648	0	0
OG0001649	1	1
OG0001650	0	0
OG0001651	1	1
OG0001652	0	0
OG0001653	1	1
OG0001654	0	0
OG0001655	1	1
OG0001656	1	1
OG0001657	0	0
OG0001658	1	1
OG0001659	0	0
OG0001660	0	0
OG0001661	0	0
OG0001662	2	2
OG0001663	1	1
OG0001664	0	0
OG0001665	0	0
OG0001666	0	0
OG0001667	0	0
OG0001668	0	0
OG0001669	2	2
OG0001670	0	0
OG0001671	0	0
OG0001672	0	0
OG0001673	1	1
OG0001674	0	0
OG0001675	1	1
OG0001676	1	1
OG0001677	0	0
OG0001678	1	1
OG0001679	1	1
OG0001680	0	0
OG0001681	0	0
OG0001682	0	0
OG0001683	0	0
OG0001684	1	1
OG0001685	1	1
OG0001686	0	0
OG0001687	2	2
OG0001688	0	0
OG0001689	2	2
OG0001690	0	0
OG0001691	0	0
OG0001692	1	1
OG0001693	2	2
OG0001694	0	0
OG0001695	0	0
OG0001696	0	0
OG0001697	0	0
OG0001698	2	2
OG0001699	0	0
OG0001700	0	0
OG0001701	0	0
OG0001702	0	0
OG0001703	0	0
OG0001704	0	0
OG0001705	0	0
OG0001706	2	2
OG0001707	0	0
OG0001708	1	1
OG0001709	0	0
OG0001710	0	0
OG0001711	0	0
OG0001712	1	1
OG0001713	0	0
OG0001714	0	0
OG0001715	1	1
OG0001716	0	0
OG0001717	0	0
OG0001718	1	1
OG0001719	0	0
OG0001720	0	0
OG0001721	1	1
OG0001722	0	0
OG0001723	1	1
OG0001724	0	0
OG0001725	1	1
OG0001726	1	1
OG0001727	0	0
OG0001728	0	0
OG0001729	1	1
OG0001730	1	1
OG0001731	0	0
OG0001732	0	0
OG0001733	0	0
OG0001734	0	0
OG0001735	0	0
OG0001736	0	0
OG0001737	1	1
OG0001738	1	1
OG0001739	0	0
OG0001740	1	1
OG0001741	1	1
OG0001742	0	0
OG0001743	0	0
OG0001744	0	0
OG0001745	2	2
OG0001746	0	0
OG0001747	2	2
OG0001748	0	0
OG0001749	2	2
OG0001750	0	0
OG0001751	0	0
OG0001752	3	3
OG0001753	1	1
OG0001754	0	0
OG0001755	0	0
OG0001756	1	1
OG0001757	1	1
OG0001758	0	0
OG0001759	1	1
OG0001760	0	0
OG0001761	0	0
OG0001762	0	0
OG0001763	2	2
OG0001764	1	1
OG0001765	3	3
OG0001766	3	3
OG0001767	1	1
OG0001768	1	1
OG0001769	2	2
OG0001770	1	1
OG0001771	3	3
OG0001772	0	0
OG0001773	1	1
OG0001774	2	2
OG0001775	1	1
OG0001776	1	1
OG0001777	1	1
OG0001778	1	1
OG0001779	1	1
OG0001780	2	2
OG0001781	2	2
OG0001782	3	3
OG0001783	0	0
OG0001784	3	3
OG0001785	3	3
OG0001786	1	1
OG0001787	1	1
OG0001788	1	1
OG0001789	1	1
OG0001790	1	1
OG0001791	2	2
OG0001792	3	3
OG0001793	1	1
OG0001794	1	1
OG0001795	2	2
OG0001796	2	2
OG0001797	3	3
OG0001798	1	1
OG0001799	1	1
OG0001800	3	3
OG0001801	1	1
OG0001802	3	3
OG0001803	0	0
OG0001804	0	0
OG0001805	1	1
OG0001806	2	2
OG0001807	1	1
OG0001808	2	2
OG0001809	1	1
OG0001810	2	2
OG0001811	2	2
OG0001812	1	1
OG0001813	1	1
OG0001814	2	2
OG0001815	3	3
OG0001816	1	1
OG0001817	1	1
OG0001818	1	1
OG0001819	1	1
OG0001820	2	2
OG0001821	0	0
OG0001822	1	1
OG0001823	1	1
OG0001824	2	2
OG0001825	0	0
OG0001826	1	1
OG0001827	1	1
OG0001828	1	1
OG0001829	2	2
OG0001830	1	1
OG0001831	1	1
OG0001832	1	1
OG0001833	1	1
OG0001834	2	2
OG0001835	0	0
OG0001836	1	1
OG0001837	1	1
OG0001838	3	3
OG0001839	2	2
OG0001840	1	1
OG0001841	0	0
OG0001842	0	0
OG0001843	1	1
OG0001844	2	2
OG0001845	2	2
OG0001846	1	1
OG0001847	0	0
OG0001848	1	1
OG0001849	0	0
OG0001850	0	0
OG0001851	0	0
OG0001852	1	1
OG0001853	2	2
OG0001854	1	1
OG0001855	0	0
OG0001856	3	3
OG0001857	3	3
OG0001858	2	2
OG0001859	2	2
OG0001860	2	2
OG0001861	2	2
OG0001862	2	2
OG0001863	2	2
OG0001864	2	2
OG0001865	2	2
OG0001866	3	3
OG0001867	2	2
OG0001868	3	3
OG0001869	3	3
OG0001870	3	3
OG0001871	3	3
OG0001872	1	1
OG0001873	2	2
OG0001874	2	2
OG0001875	2	2
OG0001876	2	2
OG0001877	2	2
OG0001878	2	2
OG0001879	3	3
OG0001880	3	3
OG0001881	3	3
OG0001882	3	3
OG0001883	2	2
OG0001884	1	1
OG0001885	2	2
OG0001886	2	2
OG0001887	2	2
OG0001888	3	3
OG0001889	3	3
OG0001890	1	1
OG0001891	3	3
OG0001892	3	3
OG0001893	2	2
OG0001894	3	3
OG0001895	3	3
OG0001896	3	3
OG0001897	1	1
OG0001898	1	1
OG0001899	1	1
OG0001900	1	1
OG0001901	3	3
OG0001902	1	1
OG0001903	1	1
OG0001904	1	1
OG0001905	2	2
OG0001906	3	3
OG0001907	2	2
OG0001908	3	3
OG0001909	3	3
OG0001910	3	3
OG0001911	3	3
OG0001912	3	3
OG0001913	2	2
OG0001914	1	1
OG0001915	3	3
OG0001916	3	3
OG0001917	3	3
OG0001918	3	3
OG0001919	3	3
OG0001920	3	3
OG0001921	2	2
OG0001922	3	3
OG0001923	3	3
OG0001924	3	3
OG0001925	3	3
OG0001926	3	3
OG0001927	1	0
OG0001928	3	3
OG0001929	3	3
OG0001930	3	3
OG0001931	3	3
OG0001932	3	3
OG0001933	3	3
OG0001934	3	3
OG0001935	3	3
OG0001936	3	3
OG0001937	3	3
OG0001938	3	3
