Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
XNR_RS30570,0.014743555168073085,0.009018347436541846,0.01921474141365996,-0.014216296969679685,0.0062648759245576904,0.04264877465702184,0.012429979927229337,0.006193373630138111,-0.007613470589988244,-0.0018428835038654086,0.005069628475958637,-0.009389283239839967,-0.007426316609387129,-0.017855892956508614,0.02823383176070669,-0.012139212154634108,-0.012263024779709497,0.01440829802840971,-0.034083944117417234,-0.00048564960622097636,-0.012159742474378444,-0.01517038101577264,0.005200473922189295,-0.010949648777138108,-0.01190396128366614,0.013292032307620322,0.022604759321273874,0.018887377519710927,0.03220504158156705,0.001271710372752462
XNR_RS00005,0.016336110486703498,0.010058759203878758,0.02006065726242273,-0.020464193587492407,-0.008528464639894536,0.04755995072433189,0.017436905168188768,0.003959644913931651,-0.023221457129064337,0.008956636082339283,0.013248408888478612,0.010388685478727717,0.0016314198241124036,-0.014269787246940313,0.0425903539074666,-0.015334386314063664,-0.016001008519469475,0.0016496494089885828,-0.03776319694479131,0.0024651238060868696,-0.01000457515649756,-0.0062113312880032545,0.0005532389893600341,-0.01731072615516362,-0.0170949075522964,0.01004599671844551,0.021841756061485248,0.012334787181576608,0.03320580356923,0.0126534768779092
XNR_RS00010,0.027014165742953455,-0.001949166333228677,0.010044810929952866,0.022693034710935738,0.01852486639558697,0.020143265207122618,-0.007179890786658452,0.016465212845790635,0.004661779954151507,-0.00977941672264245,-0.017236462065943054,0.001363110623922826,0.000629110728503344,-0.003138910607133564,0.016579227817963796,-0.0040106452817256924,0.021174766804977985,0.027936841035549154,0.017288645861710198,-0.02977818498152028,0.021993655107271665,0.003820722132596564,-0.005359829962056274,0.009458020079957162,-0.00545734424881103,-0.020058918282092907,-0.004478696860599766,-0.0003872930190886615,0.043516598684499246,-0.025850434749594628
XNR_RS00015,0.005331244496799794,-0.009253274523273904,0.0035266331378208987,0.01806014128245721,-0.00792378292301819,-0.000958328378373683,-0.00041388105227114754,-0.004408699750693277,-0.0031474155874577853,0.0001976097695577148,-0.015059546975737964,-0.004425649402785434,-0.00311388227690497,0.0007027363393267442,0.018770791564557007,-0.009686203323410329,-0.0030696529838431016,-0.0072883850242915615,0.008759712086757751,-0.0008213440934621248,6.959588890532135e-05,-0.004689243273979385,0.0020574354512903907,-0.004203369720788674,0.0049023279194928505,0.004762804577515239,0.002535928827036596,0.008071703425865996,0.014943809994156277,-0.00020955379434653082
XNR_RS00020,0.017224935066414017,8.554290726059841e-05,0.021949211532126874,0.03263277618844293,0.0026484900484867006,0.013016608333319581,-0.010468798901212209,0.008888223198872919,-0.014238682400673495,0.02066869581126926,-0.009736376046631101,0.002743192359293206,-0.0066950375162160534,-0.005221743464463196,0.02938138796123133,-0.00460226164416187,-0.00222667980885185,0.020728623636368203,0.006802626389118543,-0.005620012770633917,0.0034042435164837676,-0.012670483439459252,0.003725839018067102,-0.000871065683086971,0.0014610813623600724,-0.011172273671596032,-0.001789936629347387,0.009685366841223354,-0.004289879840684074,-0.008708877550653955
XNR_RS00025,0.016973561909787525,-0.0006979594966103922,0.01712190763685548,0.0352529937496434,0.00730191994390752,0.00994926694529065,-0.009157707035160402,0.0017610481963042529,-0.014617471995746614,0.015699674856021154,-0.00937856093508858,-0.006970874481985674,-0.004836013570721043,-0.002649899904651868,0.02845557283327339,-0.006748353294700571,-0.005886569559184703,0.018549957692903185,0.00823516786924394,-0.0018776167561587128,0.003483389885185149,-0.01111019177582395,0.0038020885461030767,0.002173713846511184,0.008891198466841044,-0.009465040093046589,-0.005889319858273103,0.008723116178652764,-0.005176997870183367,-0.0036472518604299875
XNR_RS00030,0.019423527299196573,0.005120748634711078,0.027922928582696942,0.009616463055756433,0.029281409386146345,0.012498350602440806,-0.007083275739346131,-0.0013338233915436805,-0.0015517046640592857,-0.0025810151460869844,0.002509463333513231,0.024321130556907055,-0.00878256649655606,-0.003895141614747979,0.007401924920051176,-0.016848805377908848,0.0013311055272772318,-0.008711453981819129,0.0004699972863356196,-0.01079731481278287,0.01446805261990105,0.001851921981725157,0.000928922537376439,0.0011902393410224393,0.004326342788740731,0.008004138791325008,0.0027637265878262558,0.005526555290362068,0.024239149608201626,0.01078945727832878
XNR_RS00035,-0.018723961763258537,-0.006595143069274366,0.03161680904941332,-0.003942883869041019,0.015267874820554236,0.00818918375978398,-0.0017709319822506312,-0.002793984443957474,-0.013321378011969141,-0.002743818948266816,0.006184765512535446,-0.02946331463242064,-0.0011215388559133448,0.0028694562020257037,0.02399128624258357,-0.01586627456008888,0.0009078721529138539,-0.010870739713731004,0.004258892214527627,0.006313239446293767,-0.0243456838590685,-0.014815975072917162,-0.007348260360182622,0.001960267429219184,0.0035243331716965404,-0.014605329369378377,0.017570184107846446,-0.0014239385758544024,-0.0006713143183773983,-0.004563496617833743
XNR_RS00040,-0.020891141061996493,-0.0054893283771423485,0.03571997217895849,-0.0001971850483877948,0.0161446277727152,0.009378739008539048,0.004286411494271134,-0.003592997757100593,-0.019372488661635455,-0.00385956074069665,-0.0007726243025269329,-0.026693912282671647,0.0031907198145566147,0.003308954772745812,0.019567546929938666,-0.012995512301085919,0.0027478576643573003,-0.021822656710580892,-0.003521247185807992,0.010964320214493738,-0.022464202259824876,-0.013179472427474052,-0.01206826858486834,-0.0008658011718564871,-0.004419932259449859,-0.013773492851840501,0.012275963002117847,-0.0014258692712540908,-0.005782810376184837,-0.0046388152155384796
XNR_RS00045,-0.024616663576168703,-0.00523868517157668,0.03258086289637356,0.005413019911983046,0.020692337996025177,0.007201445125524668,0.0037524746153914327,-0.009383572868390354,-0.01605800175312766,-0.004836509965950043,-0.0012993098956476585,-0.027213787014788722,0.0020808047254528474,0.0031807783705578726,0.01636049417701765,-0.01105051451839314,0.0025921830931556313,-0.016071679375533464,0.0013772762792335605,0.011186775306922407,-0.015436099166716273,-0.009539633591171411,-0.010089840500399546,0.0005555689991189907,-0.0029179788915014867,-0.013765695480799905,0.016941034262818146,-0.004609063843398775,-0.007382857335281267,-0.007127711877694825
