,gene_id,database,kegg_id
18793,XNR_RS24990,KEGG_Pathway,-
18794,XNR_RS24995,KEGG_Pathway,-
18795,XNR_RS25000,KEGG_Pathway,-
18798,XNR_RS25005,KEGG_Pathway,map00240
18799,XNR_RS25005,KEGG_Pathway,map01100
18801,XNR_RS25010,KEGG_Pathway,map00230
18802,XNR_RS25015,KEGG_Pathway,-
18806,XNR_RS25020,KEGG_Pathway,map00250
18807,XNR_RS25020,KEGG_Pathway,map00430
18808,XNR_RS25020,KEGG_Pathway,map01100
18809,XNR_RS25025,KEGG_Pathway,-
18810,XNR_RS25030,KEGG_Pathway,-
18811,XNR_RS25035,KEGG_Pathway,-
18812,XNR_RS25040,KEGG_Pathway,-
18813,XNR_RS25045,KEGG_Pathway,-
18814,XNR_RS25050,KEGG_Pathway,-
18815,XNR_RS25055,KEGG_Pathway,-
18816,XNR_RS25060,KEGG_Pathway,-
18817,XNR_RS25065,KEGG_Pathway,-
18824,XNR_RS25070,KEGG_Pathway,map00400
18825,XNR_RS25070,KEGG_Pathway,map00401
18826,XNR_RS25070,KEGG_Pathway,map01100
18827,XNR_RS25070,KEGG_Pathway,map01110
18828,XNR_RS25070,KEGG_Pathway,map01130
18829,XNR_RS25070,KEGG_Pathway,map01230
18832,XNR_RS25075,KEGG_Pathway,map00240
18833,XNR_RS25075,KEGG_Pathway,map01100
18838,XNR_RS25080,KEGG_Pathway,map00561
18839,XNR_RS25080,KEGG_Pathway,map00564
18840,XNR_RS25080,KEGG_Pathway,map01100
18841,XNR_RS25080,KEGG_Pathway,map01110
18842,XNR_RS25085,KEGG_Pathway,-
18843,XNR_RS25090,KEGG_Pathway,-
18844,XNR_RS25095,KEGG_Pathway,-
18845,XNR_RS25100,KEGG_Pathway,-
18846,XNR_RS25105,KEGG_Pathway,-
18847,XNR_RS25110,KEGG_Pathway,-
18848,XNR_RS25115,KEGG_Pathway,-
18849,XNR_RS25120,KEGG_Pathway,-
18851,XNR_RS25125,KEGG_Pathway,map00550
18852,XNR_RS25130,KEGG_Pathway,-
18853,XNR_RS25135,KEGG_Pathway,-
18854,XNR_RS25140,KEGG_Pathway,-
18855,XNR_RS25145,KEGG_Pathway,-
18856,XNR_RS25150,KEGG_Pathway,-
18857,XNR_RS25155,KEGG_Pathway,-
18858,XNR_RS25160,KEGG_Pathway,-
18859,XNR_RS25165,KEGG_Pathway,-
18860,XNR_RS25170,KEGG_Pathway,-
18861,XNR_RS25175,KEGG_Pathway,-
18862,XNR_RS25180,KEGG_Pathway,-
18863,XNR_RS25185,KEGG_Pathway,-
18864,XNR_RS25190,KEGG_Pathway,-
18865,XNR_RS25195,KEGG_Pathway,-
18866,XNR_RS25200,KEGG_Pathway,-
18867,XNR_RS25205,KEGG_Pathway,-
18868,XNR_RS25210,KEGG_Pathway,-
18869,XNR_RS25215,KEGG_Pathway,-
18870,XNR_RS25220,KEGG_Pathway,-
18871,XNR_RS25225,KEGG_Pathway,-
18872,XNR_RS25230,KEGG_Pathway,-
18873,XNR_RS25235,KEGG_Pathway,-
18874,XNR_RS25240,KEGG_Pathway,-
18875,XNR_RS25245,KEGG_Pathway,-
18876,XNR_RS25250,KEGG_Pathway,-
18877,XNR_RS25255,KEGG_Pathway,-
18878,XNR_RS25260,KEGG_Pathway,-
18882,XNR_RS25265,KEGG_Pathway,map00240
18883,XNR_RS25265,KEGG_Pathway,map00983
18884,XNR_RS25265,KEGG_Pathway,map01100
18885,XNR_RS25270,KEGG_Pathway,-
18886,XNR_RS25275,KEGG_Pathway,-
18887,XNR_RS25280,KEGG_Pathway,-
18888,XNR_RS25285,KEGG_Pathway,-
18889,XNR_RS25290,KEGG_Pathway,-
18890,XNR_RS25295,KEGG_Pathway,-
18891,XNR_RS25305,KEGG_Pathway,-
18892,XNR_RS25310,KEGG_Pathway,-
18893,XNR_RS25315,KEGG_Pathway,-
18894,XNR_RS25320,KEGG_Pathway,-
18895,XNR_RS25325,KEGG_Pathway,-
18896,XNR_RS25330,KEGG_Pathway,-
18901,XNR_RS25335,KEGG_Pathway,map00350
18902,XNR_RS25335,KEGG_Pathway,map00643
18903,XNR_RS25335,KEGG_Pathway,map01100
18904,XNR_RS25335,KEGG_Pathway,map01120
18905,XNR_RS25340,KEGG_Pathway,-
18906,XNR_RS25345,KEGG_Pathway,-
18907,XNR_RS25350,KEGG_Pathway,-
18908,XNR_RS25355,KEGG_Pathway,-
18909,XNR_RS25360,KEGG_Pathway,-
18926,XNR_RS25365,KEGG_Pathway,map00010
18927,XNR_RS25365,KEGG_Pathway,map00071
18928,XNR_RS25365,KEGG_Pathway,map00350
18929,XNR_RS25365,KEGG_Pathway,map00625
18930,XNR_RS25365,KEGG_Pathway,map00626
18931,XNR_RS25365,KEGG_Pathway,map00680
18932,XNR_RS25365,KEGG_Pathway,map00830
18933,XNR_RS25365,KEGG_Pathway,map00980
18934,XNR_RS25365,KEGG_Pathway,map00982
18935,XNR_RS25365,KEGG_Pathway,map01100
18936,XNR_RS25365,KEGG_Pathway,map01110
18937,XNR_RS25365,KEGG_Pathway,map01120
18938,XNR_RS25365,KEGG_Pathway,map01130
18939,XNR_RS25365,KEGG_Pathway,map01200
18940,XNR_RS25365,KEGG_Pathway,map01220
18941,XNR_RS25365,KEGG_Pathway,map05204
18942,XNR_RS25370,KEGG_Pathway,-
18943,XNR_RS25375,KEGG_Pathway,-
18944,XNR_RS25380,KEGG_Pathway,-
18945,XNR_RS25390,KEGG_Pathway,-
18946,XNR_RS25395,KEGG_Pathway,-
18947,XNR_RS25400,KEGG_Pathway,-
18948,XNR_RS25405,KEGG_Pathway,-
18949,XNR_RS25410,KEGG_Pathway,-
18951,XNR_RS25415,KEGG_Pathway,map02010
18952,XNR_RS25420,KEGG_Pathway,-
18953,XNR_RS25425,KEGG_Pathway,-
18964,XNR_RS25430,KEGG_Pathway,map00061
18965,XNR_RS25430,KEGG_Pathway,map00071
18966,XNR_RS25430,KEGG_Pathway,map01100
18967,XNR_RS25430,KEGG_Pathway,map01212
18968,XNR_RS25430,KEGG_Pathway,map02024
18969,XNR_RS25430,KEGG_Pathway,map03320
18970,XNR_RS25430,KEGG_Pathway,map04146
18971,XNR_RS25430,KEGG_Pathway,map04216
18972,XNR_RS25430,KEGG_Pathway,map04714
18973,XNR_RS25430,KEGG_Pathway,map04920
18974,XNR_RS25435,KEGG_Pathway,-
18985,XNR_RS25440,KEGG_Pathway,map00071
18986,XNR_RS25440,KEGG_Pathway,map00280
18987,XNR_RS25440,KEGG_Pathway,map00410
18988,XNR_RS25440,KEGG_Pathway,map00640
18989,XNR_RS25440,KEGG_Pathway,map01100
18990,XNR_RS25440,KEGG_Pathway,map01110
18991,XNR_RS25440,KEGG_Pathway,map01130
18992,XNR_RS25440,KEGG_Pathway,map01200
18993,XNR_RS25440,KEGG_Pathway,map01212
18994,XNR_RS25440,KEGG_Pathway,map03320
18995,XNR_RS25445,KEGG_Pathway,-
18996,XNR_RS25450,KEGG_Pathway,-
18997,XNR_RS25455,KEGG_Pathway,-
18998,XNR_RS25460,KEGG_Pathway,-
18999,XNR_RS25465,KEGG_Pathway,-
19002,XNR_RS25470,KEGG_Pathway,map00140
19003,XNR_RS25470,KEGG_Pathway,map01100
19004,XNR_RS25475,KEGG_Pathway,-
19005,XNR_RS25480,KEGG_Pathway,-
19006,XNR_RS25485,KEGG_Pathway,-
19007,XNR_RS25490,KEGG_Pathway,-
19008,XNR_RS25495,KEGG_Pathway,-
19009,XNR_RS25500,KEGG_Pathway,-
19016,XNR_RS25505,KEGG_Pathway,map00030
19017,XNR_RS25505,KEGG_Pathway,map01100
19018,XNR_RS25505,KEGG_Pathway,map01110
19019,XNR_RS25505,KEGG_Pathway,map01120
19020,XNR_RS25505,KEGG_Pathway,map01130
19021,XNR_RS25505,KEGG_Pathway,map01200
19022,XNR_RS25510,KEGG_Pathway,-
19023,XNR_RS25515,KEGG_Pathway,-
19024,XNR_RS25520,KEGG_Pathway,-
19025,XNR_RS25530,KEGG_Pathway,-
19026,XNR_RS25535,KEGG_Pathway,-
19027,XNR_RS31640,KEGG_Pathway,-
19028,XNR_RS31645,KEGG_Pathway,-
19029,XNR_RS25545,KEGG_Pathway,-
19030,XNR_RS25550,KEGG_Pathway,-
19032,XNR_RS25555,KEGG_Pathway,map03440
19035,XNR_RS25560,KEGG_Pathway,map00523
19036,XNR_RS25560,KEGG_Pathway,map01130
19037,XNR_RS25565,KEGG_Pathway,-
19038,XNR_RS25570,KEGG_Pathway,-
19039,XNR_RS25575,KEGG_Pathway,-
19051,XNR_RS25580,KEGG_Pathway,map00010
19052,XNR_RS25580,KEGG_Pathway,map00260
19053,XNR_RS25580,KEGG_Pathway,map00680
19054,XNR_RS25580,KEGG_Pathway,map01100
19055,XNR_RS25580,KEGG_Pathway,map01110
19056,XNR_RS25580,KEGG_Pathway,map01120
19057,XNR_RS25580,KEGG_Pathway,map01130
19058,XNR_RS25580,KEGG_Pathway,map01200
19059,XNR_RS25580,KEGG_Pathway,map01230
19060,XNR_RS25580,KEGG_Pathway,map04922
19061,XNR_RS25580,KEGG_Pathway,map05230
19062,XNR_RS25585,KEGG_Pathway,-
19063,XNR_RS25590,KEGG_Pathway,-
19065,XNR_RS25595,KEGG_Pathway,map00970
19066,XNR_RS25600,KEGG_Pathway,-
19067,XNR_RS25605,KEGG_Pathway,-
19070,XNR_RS25610,KEGG_Pathway,map00564
19071,XNR_RS25610,KEGG_Pathway,map01110
19076,XNR_RS25615,KEGG_Pathway,map00561
19077,XNR_RS25615,KEGG_Pathway,map01100
19078,XNR_RS25615,KEGG_Pathway,map03320
19079,XNR_RS25615,KEGG_Pathway,map04626
19080,XNR_RS25620,KEGG_Pathway,-
19081,XNR_RS25625,KEGG_Pathway,-
19088,XNR_RS25630,KEGG_Pathway,map00270
19089,XNR_RS25630,KEGG_Pathway,map00450
19090,XNR_RS25630,KEGG_Pathway,map00670
19091,XNR_RS25630,KEGG_Pathway,map01100
19092,XNR_RS25630,KEGG_Pathway,map01110
19093,XNR_RS25630,KEGG_Pathway,map01230
19094,XNR_RS25635,KEGG_Pathway,-
19096,XNR_RS25640,KEGG_Pathway,map02024
19097,XNR_RS25645,KEGG_Pathway,-
19098,XNR_RS25650,KEGG_Pathway,-
19099,XNR_RS25655,KEGG_Pathway,-
19100,XNR_RS25660,KEGG_Pathway,-
19101,XNR_RS25665,KEGG_Pathway,-
19102,XNR_RS25670,KEGG_Pathway,-
19104,XNR_RS25675,KEGG_Pathway,map03050
19105,XNR_RS25680,KEGG_Pathway,-
19106,XNR_RS25685,KEGG_Pathway,-
19108,XNR_RS25690,KEGG_Pathway,map03050
19110,XNR_RS25695,KEGG_Pathway,map03050
19111,XNR_RS25700,KEGG_Pathway,-
19112,XNR_RS25705,KEGG_Pathway,-
19113,XNR_RS25710,KEGG_Pathway,-
19114,XNR_RS25715,KEGG_Pathway,-
19115,XNR_RS25720,KEGG_Pathway,-
19116,XNR_RS25725,KEGG_Pathway,-
19117,XNR_RS25730,KEGG_Pathway,-
19118,XNR_RS25735,KEGG_Pathway,-
19119,XNR_RS25740,KEGG_Pathway,-
19122,XNR_RS25745,KEGG_Pathway,map03060
19123,XNR_RS25745,KEGG_Pathway,map03070
19126,XNR_RS25750,KEGG_Pathway,map03060
19127,XNR_RS25750,KEGG_Pathway,map03070
19132,XNR_RS25755,KEGG_Pathway,map00561
19133,XNR_RS25755,KEGG_Pathway,map00564
19134,XNR_RS25755,KEGG_Pathway,map01100
19135,XNR_RS25755,KEGG_Pathway,map01110
19136,XNR_RS25760,KEGG_Pathway,-
19137,XNR_RS25765,KEGG_Pathway,-
19138,XNR_RS25770,KEGG_Pathway,-
19139,XNR_RS25775,KEGG_Pathway,-
19140,XNR_RS25780,KEGG_Pathway,-
19141,XNR_RS25785,KEGG_Pathway,-
19142,XNR_RS25790,KEGG_Pathway,-
19143,XNR_RS25795,KEGG_Pathway,-
19144,XNR_RS25800,KEGG_Pathway,-
19145,XNR_RS25805,KEGG_Pathway,-
19146,XNR_RS25810,KEGG_Pathway,-
19147,XNR_RS25815,KEGG_Pathway,-
19148,XNR_RS25820,KEGG_Pathway,-
19149,XNR_RS25825,KEGG_Pathway,-
19151,XNR_RS25830,KEGG_Pathway,map02010
19153,XNR_RS25835,KEGG_Pathway,map02010
19154,XNR_RS25840,KEGG_Pathway,-
19155,XNR_RS25845,KEGG_Pathway,-
19156,XNR_RS25850,KEGG_Pathway,-
19165,XNR_RS25855,KEGG_Pathway,map00400
19166,XNR_RS25855,KEGG_Pathway,map00405
19167,XNR_RS25855,KEGG_Pathway,map01100
19168,XNR_RS25855,KEGG_Pathway,map01110
19169,XNR_RS25855,KEGG_Pathway,map01130
19170,XNR_RS25855,KEGG_Pathway,map01230
19171,XNR_RS25855,KEGG_Pathway,map02024
19172,XNR_RS25855,KEGG_Pathway,map02025
19173,XNR_RS25860,KEGG_Pathway,-
19174,XNR_RS25865,KEGG_Pathway,-
19186,XNR_RS25870,KEGG_Pathway,map00220
19187,XNR_RS25870,KEGG_Pathway,map00250
19188,XNR_RS25870,KEGG_Pathway,map00630
19189,XNR_RS25870,KEGG_Pathway,map00910
19190,XNR_RS25870,KEGG_Pathway,map01100
19191,XNR_RS25870,KEGG_Pathway,map01120
19192,XNR_RS25870,KEGG_Pathway,map01230
19193,XNR_RS25870,KEGG_Pathway,map02020
19194,XNR_RS25870,KEGG_Pathway,map04217
19195,XNR_RS25870,KEGG_Pathway,map04724
19196,XNR_RS25870,KEGG_Pathway,map04727
19202,XNR_RS25875,KEGG_Pathway,map00260
19203,XNR_RS25875,KEGG_Pathway,map00360
19204,XNR_RS25875,KEGG_Pathway,map00643
19205,XNR_RS25875,KEGG_Pathway,map01100
19206,XNR_RS25875,KEGG_Pathway,map01120
19207,XNR_RS25880,KEGG_Pathway,-
19208,XNR_RS25885,KEGG_Pathway,-
19209,XNR_RS25890,KEGG_Pathway,-
19210,XNR_RS25895,KEGG_Pathway,-
19212,XNR_RS25900,KEGG_Pathway,map02024
19213,XNR_RS25905,KEGG_Pathway,-
19214,XNR_RS25910,KEGG_Pathway,-
19215,XNR_RS25915,KEGG_Pathway,-
19216,XNR_RS25920,KEGG_Pathway,-
19218,XNR_RS25925,KEGG_Pathway,map03010
19220,XNR_RS25930,KEGG_Pathway,map03010
19221,XNR_RS25935,KEGG_Pathway,-
19222,XNR_RS25940,KEGG_Pathway,-
19225,XNR_RS25945,KEGG_Pathway,map01502
19226,XNR_RS25945,KEGG_Pathway,map02020
19228,XNR_RS25950,KEGG_Pathway,map00970
19230,XNR_RS25955,KEGG_Pathway,map00970
19231,XNR_RS25960,KEGG_Pathway,-
19232,XNR_RS25965,KEGG_Pathway,-
19233,XNR_RS25970,KEGG_Pathway,-
19234,XNR_RS25975,KEGG_Pathway,-
19240,XNR_RS25980,KEGG_Pathway,map00360
19241,XNR_RS25980,KEGG_Pathway,map00362
19242,XNR_RS25980,KEGG_Pathway,map00650
19243,XNR_RS25980,KEGG_Pathway,map01100
19244,XNR_RS25980,KEGG_Pathway,map01120
19245,XNR_RS25985,KEGG_Pathway,-
19246,XNR_RS25990,KEGG_Pathway,-
19247,XNR_RS25995,KEGG_Pathway,-
19248,XNR_RS26000,KEGG_Pathway,-
19249,XNR_RS26005,KEGG_Pathway,-
19250,XNR_RS26010,KEGG_Pathway,-
19251,XNR_RS26015,KEGG_Pathway,-
19252,XNR_RS26020,KEGG_Pathway,-
19253,XNR_RS26025,KEGG_Pathway,-
19265,XNR_RS26030,KEGG_Pathway,map00020
19266,XNR_RS26030,KEGG_Pathway,map00480
19267,XNR_RS26030,KEGG_Pathway,map00720
19268,XNR_RS26030,KEGG_Pathway,map01100
19269,XNR_RS26030,KEGG_Pathway,map01110
19270,XNR_RS26030,KEGG_Pathway,map01120
19271,XNR_RS26030,KEGG_Pathway,map01130
19272,XNR_RS26030,KEGG_Pathway,map01200
19273,XNR_RS26030,KEGG_Pathway,map01210
19274,XNR_RS26030,KEGG_Pathway,map01230
19275,XNR_RS26030,KEGG_Pathway,map04146
19276,XNR_RS26035,KEGG_Pathway,-
19277,XNR_RS26040,KEGG_Pathway,-
19278,XNR_RS26045,KEGG_Pathway,-
19279,XNR_RS26050,KEGG_Pathway,-
19280,XNR_RS26055,KEGG_Pathway,-
19286,XNR_RS26060,KEGG_Pathway,map00670
19287,XNR_RS26060,KEGG_Pathway,map00720
19288,XNR_RS26060,KEGG_Pathway,map01100
19289,XNR_RS26060,KEGG_Pathway,map01120
19290,XNR_RS26060,KEGG_Pathway,map01200
19291,XNR_RS26065,KEGG_Pathway,-
19292,XNR_RS26070,KEGG_Pathway,-
19293,XNR_RS26075,KEGG_Pathway,-
19294,XNR_RS26080,KEGG_Pathway,-
19295,XNR_RS26085,KEGG_Pathway,-
19296,XNR_RS26090,KEGG_Pathway,-
19297,XNR_RS30930,KEGG_Pathway,-
19304,XNR_RS26095,KEGG_Pathway,map00220
19305,XNR_RS26095,KEGG_Pathway,map01100
19306,XNR_RS26095,KEGG_Pathway,map01110
19307,XNR_RS26095,KEGG_Pathway,map01130
19308,XNR_RS26095,KEGG_Pathway,map01210
19309,XNR_RS26095,KEGG_Pathway,map01230
19316,XNR_RS26100,KEGG_Pathway,map00220
19317,XNR_RS26100,KEGG_Pathway,map01100
19318,XNR_RS26100,KEGG_Pathway,map01110
19319,XNR_RS26100,KEGG_Pathway,map01130
19320,XNR_RS26100,KEGG_Pathway,map01210
19321,XNR_RS26100,KEGG_Pathway,map01230
19328,XNR_RS26105,KEGG_Pathway,map00220
19329,XNR_RS26105,KEGG_Pathway,map01100
19330,XNR_RS26105,KEGG_Pathway,map01110
19331,XNR_RS26105,KEGG_Pathway,map01130
19332,XNR_RS26105,KEGG_Pathway,map01210
19333,XNR_RS26105,KEGG_Pathway,map01230
19342,XNR_RS26110,KEGG_Pathway,map00220
19343,XNR_RS26110,KEGG_Pathway,map00300
19344,XNR_RS26110,KEGG_Pathway,map01100
19345,XNR_RS26110,KEGG_Pathway,map01110
19346,XNR_RS26110,KEGG_Pathway,map01120
19347,XNR_RS26110,KEGG_Pathway,map01130
19348,XNR_RS26110,KEGG_Pathway,map01210
19349,XNR_RS26110,KEGG_Pathway,map01230
19350,XNR_RS26115,KEGG_Pathway,-
19351,XNR_RS26120,KEGG_Pathway,-
19352,XNR_RS26125,KEGG_Pathway,-
19353,XNR_RS26130,KEGG_Pathway,-
19354,XNR_RS26135,KEGG_Pathway,-
19355,XNR_RS26140,KEGG_Pathway,-
19356,XNR_RS26145,KEGG_Pathway,-
19363,XNR_RS26150,KEGG_Pathway,map00220
19364,XNR_RS26150,KEGG_Pathway,map00250
19365,XNR_RS26150,KEGG_Pathway,map01100
19366,XNR_RS26150,KEGG_Pathway,map01110
19367,XNR_RS26150,KEGG_Pathway,map01130
19368,XNR_RS26150,KEGG_Pathway,map01230
19369,XNR_RS26155,KEGG_Pathway,-
19370,XNR_RS31400,KEGG_Pathway,-
19371,XNR_RS26165,KEGG_Pathway,-
19372,XNR_RS26170,KEGG_Pathway,-
19373,XNR_RS26175,KEGG_Pathway,-
19378,XNR_RS26180,KEGG_Pathway,map00561
19379,XNR_RS26180,KEGG_Pathway,map00564
19380,XNR_RS26180,KEGG_Pathway,map01100
19381,XNR_RS26180,KEGG_Pathway,map01110
19383,XNR_RS26185,KEGG_Pathway,map00564
19384,XNR_RS26190,KEGG_Pathway,-
19385,XNR_RS26195,KEGG_Pathway,-
19386,XNR_RS26200,KEGG_Pathway,-
19387,XNR_RS26205,KEGG_Pathway,-
19388,XNR_RS26210,KEGG_Pathway,-
19390,XNR_RS26215,KEGG_Pathway,map02010
19392,XNR_RS26220,KEGG_Pathway,map02010
19394,XNR_RS26225,KEGG_Pathway,map02010
19396,XNR_RS26230,KEGG_Pathway,map02010
19397,XNR_RS26235,KEGG_Pathway,-
19400,XNR_RS26240,KEGG_Pathway,map00860
19401,XNR_RS26240,KEGG_Pathway,map01100
19404,XNR_RS26245,KEGG_Pathway,map00860
19405,XNR_RS26245,KEGG_Pathway,map01100
19410,XNR_RS26250,KEGG_Pathway,map00860
19411,XNR_RS26250,KEGG_Pathway,map01100
19412,XNR_RS26250,KEGG_Pathway,map01110
19413,XNR_RS26250,KEGG_Pathway,map01120
19414,XNR_RS26255,KEGG_Pathway,-
19415,XNR_RS26260,KEGG_Pathway,-
19416,XNR_RS26265,KEGG_Pathway,-
19417,XNR_RS26270,KEGG_Pathway,-
19418,XNR_RS26275,KEGG_Pathway,-
19419,XNR_RS26280,KEGG_Pathway,-
19420,XNR_RS26285,KEGG_Pathway,-
19422,XNR_RS26315,KEGG_Pathway,map00790
19432,XNR_RS26320,KEGG_Pathway,map00270
19433,XNR_RS26320,KEGG_Pathway,map00280
19434,XNR_RS26320,KEGG_Pathway,map00290
19435,XNR_RS26320,KEGG_Pathway,map00770
19436,XNR_RS26320,KEGG_Pathway,map01100
19437,XNR_RS26320,KEGG_Pathway,map01110
19438,XNR_RS26320,KEGG_Pathway,map01130
19439,XNR_RS26320,KEGG_Pathway,map01210
19440,XNR_RS26320,KEGG_Pathway,map01230
19441,XNR_RS26325,KEGG_Pathway,-
19442,XNR_RS26330,KEGG_Pathway,-
19443,XNR_RS26335,KEGG_Pathway,-
19444,XNR_RS30935,KEGG_Pathway,-
19445,XNR_RS26340,KEGG_Pathway,-
19446,XNR_RS26345,KEGG_Pathway,-
19447,XNR_RS26350,KEGG_Pathway,-
19448,XNR_RS26360,KEGG_Pathway,-
19455,XNR_RS26370,KEGG_Pathway,map00230
19456,XNR_RS26370,KEGG_Pathway,map00240
19457,XNR_RS26370,KEGG_Pathway,map01100
19458,XNR_RS26370,KEGG_Pathway,map03030
19459,XNR_RS26370,KEGG_Pathway,map03430
19460,XNR_RS26370,KEGG_Pathway,map03440
19461,XNR_RS26375,KEGG_Pathway,-
19463,XNR_RS26380,KEGG_Pathway,map00970
19464,XNR_RS26385,KEGG_Pathway,-
19466,XNR_RS26390,KEGG_Pathway,map00230
19467,XNR_RS26395,KEGG_Pathway,-
19472,XNR_RS26400,KEGG_Pathway,map00562
19473,XNR_RS26400,KEGG_Pathway,map00564
19474,XNR_RS26400,KEGG_Pathway,map01100
19475,XNR_RS26400,KEGG_Pathway,map04070
19476,XNR_RS26405,KEGG_Pathway,-
19477,XNR_RS26410,KEGG_Pathway,-
19478,XNR_RS26415,KEGG_Pathway,-
19480,XNR_RS26420,KEGG_Pathway,map00750
19482,XNR_RS26425,KEGG_Pathway,map00750
19483,XNR_RS26430,KEGG_Pathway,-
19485,XNR_RS26435,KEGG_Pathway,map03440
19487,XNR_RS26440,KEGG_Pathway,map03440
19489,XNR_RS26445,KEGG_Pathway,map03440
19493,XNR_RS26450,KEGG_Pathway,map02024
19494,XNR_RS26450,KEGG_Pathway,map03060
19495,XNR_RS26450,KEGG_Pathway,map03070
19498,XNR_RS26455,KEGG_Pathway,map03060
19499,XNR_RS26455,KEGG_Pathway,map03070
19502,XNR_RS26460,KEGG_Pathway,map03060
19503,XNR_RS26460,KEGG_Pathway,map03070
19506,XNR_RS26465,KEGG_Pathway,map00230
19507,XNR_RS26465,KEGG_Pathway,map01100
19509,XNR_RS26470,KEGG_Pathway,map00230
19510,XNR_RS26475,KEGG_Pathway,-
19511,XNR_RS26480,KEGG_Pathway,-
19512,XNR_RS26485,KEGG_Pathway,-
19514,XNR_RS26490,KEGG_Pathway,map00620
19516,XNR_RS26495,KEGG_Pathway,map00970
19517,XNR_RS26500,KEGG_Pathway,-
19518,XNR_RS26505,KEGG_Pathway,-
19520,XNR_RS26510,KEGG_Pathway,map03010
19521,XNR_RS26515,KEGG_Pathway,-
19522,XNR_RS26520,KEGG_Pathway,-
19524,XNR_RS26525,KEGG_Pathway,map00970
19525,XNR_RS26530,KEGG_Pathway,-
19526,XNR_RS26535,KEGG_Pathway,-
19532,XNR_RS26540,KEGG_Pathway,map00400
19533,XNR_RS26540,KEGG_Pathway,map01100
19534,XNR_RS26540,KEGG_Pathway,map01110
19535,XNR_RS26540,KEGG_Pathway,map01130
19536,XNR_RS26540,KEGG_Pathway,map01230
19542,XNR_RS26545,KEGG_Pathway,map00400
19543,XNR_RS26545,KEGG_Pathway,map01100
19544,XNR_RS26545,KEGG_Pathway,map01110
19545,XNR_RS26545,KEGG_Pathway,map01130
19546,XNR_RS26545,KEGG_Pathway,map01230
19552,XNR_RS26550,KEGG_Pathway,map00400
19553,XNR_RS26550,KEGG_Pathway,map01100
19554,XNR_RS26550,KEGG_Pathway,map01110
19555,XNR_RS26550,KEGG_Pathway,map01130
19556,XNR_RS26550,KEGG_Pathway,map01230
19562,XNR_RS26555,KEGG_Pathway,map00400
19563,XNR_RS26555,KEGG_Pathway,map01100
19564,XNR_RS26555,KEGG_Pathway,map01110
19565,XNR_RS26555,KEGG_Pathway,map01130
19566,XNR_RS26555,KEGG_Pathway,map01230
19567,XNR_RS26560,KEGG_Pathway,-
19568,XNR_RS26565,KEGG_Pathway,-
19569,XNR_RS26570,KEGG_Pathway,-
19570,XNR_RS26575,KEGG_Pathway,-
19571,XNR_RS26580,KEGG_Pathway,-
19574,XNR_RS26585,KEGG_Pathway,map00240
19575,XNR_RS26585,KEGG_Pathway,map01100
19579,XNR_RS26590,KEGG_Pathway,map00240
19580,XNR_RS26590,KEGG_Pathway,map00250
19581,XNR_RS26590,KEGG_Pathway,map01100
19584,XNR_RS26595,KEGG_Pathway,map00240
19585,XNR_RS26595,KEGG_Pathway,map01100
19586,XNR_RS26600,KEGG_Pathway,-
19590,XNR_RS26605,KEGG_Pathway,map00240
19591,XNR_RS26605,KEGG_Pathway,map00250
19592,XNR_RS26605,KEGG_Pathway,map01100
19596,XNR_RS26610,KEGG_Pathway,map00240
19597,XNR_RS26610,KEGG_Pathway,map00250
19598,XNR_RS26610,KEGG_Pathway,map01100
19601,XNR_RS26615,KEGG_Pathway,map00240
19602,XNR_RS26615,KEGG_Pathway,map01100
19605,XNR_RS26620,KEGG_Pathway,map00240
19606,XNR_RS26620,KEGG_Pathway,map01100
19607,XNR_RS26625,KEGG_Pathway,-
19610,XNR_RS26630,KEGG_Pathway,map00230
19611,XNR_RS26630,KEGG_Pathway,map01100
19616,XNR_RS26635,KEGG_Pathway,map00230
19617,XNR_RS26635,KEGG_Pathway,map00240
19618,XNR_RS26635,KEGG_Pathway,map01100
19619,XNR_RS26635,KEGG_Pathway,map03020
19622,XNR_RS26640,KEGG_Pathway,map00770
19623,XNR_RS26640,KEGG_Pathway,map01100
19628,XNR_RS26645,KEGG_Pathway,map00270
19629,XNR_RS26645,KEGG_Pathway,map01100
19630,XNR_RS26645,KEGG_Pathway,map01110
19631,XNR_RS26645,KEGG_Pathway,map01230
19632,XNR_RS26650,KEGG_Pathway,-
19633,XNR_RS26655,KEGG_Pathway,-
19634,XNR_RS26660,KEGG_Pathway,-
19635,XNR_RS26665,KEGG_Pathway,-
19637,XNR_RS26670,KEGG_Pathway,map03440
19638,XNR_RS26675,KEGG_Pathway,-
19641,XNR_RS26680,KEGG_Pathway,map00670
19642,XNR_RS26680,KEGG_Pathway,map00970
19643,XNR_RS26685,KEGG_Pathway,-
19644,XNR_RS26690,KEGG_Pathway,-
19645,XNR_RS26695,KEGG_Pathway,-
19655,XNR_RS26700,KEGG_Pathway,map00030
19656,XNR_RS26700,KEGG_Pathway,map00040
19657,XNR_RS26700,KEGG_Pathway,map00710
19658,XNR_RS26700,KEGG_Pathway,map01100
19659,XNR_RS26700,KEGG_Pathway,map01110
19660,XNR_RS26700,KEGG_Pathway,map01120
19661,XNR_RS26700,KEGG_Pathway,map01130
19662,XNR_RS26700,KEGG_Pathway,map01200
19663,XNR_RS26700,KEGG_Pathway,map01230
