,gene_id,database,kegg_id
9854,XNR_RS06940,KEGG_Pathway,map00750
9855,XNR_RS06940,KEGG_Pathway,map01100
9856,XNR_RS06940,KEGG_Pathway,map01110
9857,XNR_RS06940,KEGG_Pathway,map01120
9858,XNR_RS06940,KEGG_Pathway,map01230
9859,XNR_RS06945,KEGG_Pathway,-
9860,XNR_RS06950,KEGG_Pathway,-
9862,XNR_RS06955,KEGG_Pathway,map02020
9863,XNR_RS06960,KEGG_Pathway,-
9864,XNR_RS06965,KEGG_Pathway,-
9874,XNR_RS06970,KEGG_Pathway,map00010
9875,XNR_RS06970,KEGG_Pathway,map00030
9876,XNR_RS06970,KEGG_Pathway,map00051
9877,XNR_RS06970,KEGG_Pathway,map00052
9878,XNR_RS06970,KEGG_Pathway,map00680
9879,XNR_RS06970,KEGG_Pathway,map01100
9880,XNR_RS06970,KEGG_Pathway,map01110
9881,XNR_RS06970,KEGG_Pathway,map01120
9882,XNR_RS06970,KEGG_Pathway,map01130
9891,XNR_RS06975,KEGG_Pathway,map00430
9892,XNR_RS06975,KEGG_Pathway,map00620
9893,XNR_RS06975,KEGG_Pathway,map00640
9894,XNR_RS06975,KEGG_Pathway,map00680
9895,XNR_RS06975,KEGG_Pathway,map00720
9896,XNR_RS06975,KEGG_Pathway,map01100
9897,XNR_RS06975,KEGG_Pathway,map01120
9898,XNR_RS06975,KEGG_Pathway,map01200
9907,XNR_RS06980,KEGG_Pathway,map00430
9908,XNR_RS06980,KEGG_Pathway,map00620
9909,XNR_RS06980,KEGG_Pathway,map00640
9910,XNR_RS06980,KEGG_Pathway,map00680
9911,XNR_RS06980,KEGG_Pathway,map00720
9912,XNR_RS06980,KEGG_Pathway,map01100
9913,XNR_RS06980,KEGG_Pathway,map01120
9914,XNR_RS06980,KEGG_Pathway,map01200
9929,XNR_RS06985,KEGG_Pathway,map00010
9930,XNR_RS06985,KEGG_Pathway,map00230
9931,XNR_RS06985,KEGG_Pathway,map00620
9932,XNR_RS06985,KEGG_Pathway,map01100
9933,XNR_RS06985,KEGG_Pathway,map01110
9934,XNR_RS06985,KEGG_Pathway,map01120
9935,XNR_RS06985,KEGG_Pathway,map01130
9936,XNR_RS06985,KEGG_Pathway,map01200
9937,XNR_RS06985,KEGG_Pathway,map01230
9938,XNR_RS06985,KEGG_Pathway,map04922
9939,XNR_RS06985,KEGG_Pathway,map04930
9940,XNR_RS06985,KEGG_Pathway,map05165
9941,XNR_RS06985,KEGG_Pathway,map05203
9942,XNR_RS06985,KEGG_Pathway,map05230
9943,XNR_RS30710,KEGG_Pathway,-
9944,XNR_RS06995,KEGG_Pathway,-
9945,XNR_RS07000,KEGG_Pathway,-
9946,XNR_RS07010,KEGG_Pathway,-
9947,XNR_RS07015,KEGG_Pathway,-
9948,XNR_RS07020,KEGG_Pathway,-
9956,XNR_RS07025,KEGG_Pathway,map00280
9957,XNR_RS07025,KEGG_Pathway,map00630
9958,XNR_RS07025,KEGG_Pathway,map00640
9959,XNR_RS07025,KEGG_Pathway,map00720
9960,XNR_RS07025,KEGG_Pathway,map01100
9961,XNR_RS07025,KEGG_Pathway,map01120
9962,XNR_RS07025,KEGG_Pathway,map01200
9963,XNR_RS07030,KEGG_Pathway,-
9964,XNR_RS07035,KEGG_Pathway,-
9967,XNR_RS07040,KEGG_Pathway,map00500
9968,XNR_RS07040,KEGG_Pathway,map01100
9969,XNR_RS07045,KEGG_Pathway,-
9970,XNR_RS07050,KEGG_Pathway,-
9971,XNR_RS07055,KEGG_Pathway,-
9972,XNR_RS07060,KEGG_Pathway,-
9973,XNR_RS07065,KEGG_Pathway,-
9974,XNR_RS07070,KEGG_Pathway,-
9975,XNR_RS07075,KEGG_Pathway,-
9976,XNR_RS07080,KEGG_Pathway,-
9977,XNR_RS07085,KEGG_Pathway,-
9978,XNR_RS07090,KEGG_Pathway,-
9979,XNR_RS07095,KEGG_Pathway,-
9980,XNR_RS07100,KEGG_Pathway,-
9981,XNR_RS07105,KEGG_Pathway,-
9982,XNR_RS07110,KEGG_Pathway,-
9983,XNR_RS07115,KEGG_Pathway,-
9984,XNR_RS07120,KEGG_Pathway,-
9985,XNR_RS07125,KEGG_Pathway,-
10005,XNR_RS07130,KEGG_Pathway,map00071
10006,XNR_RS07130,KEGG_Pathway,map00072
10007,XNR_RS07130,KEGG_Pathway,map00280
10008,XNR_RS07130,KEGG_Pathway,map00310
10009,XNR_RS07130,KEGG_Pathway,map00362
10010,XNR_RS07130,KEGG_Pathway,map00380
10011,XNR_RS07130,KEGG_Pathway,map00620
10012,XNR_RS07130,KEGG_Pathway,map00630
10013,XNR_RS07130,KEGG_Pathway,map00640
10014,XNR_RS07130,KEGG_Pathway,map00650
10015,XNR_RS07130,KEGG_Pathway,map00720
10016,XNR_RS07130,KEGG_Pathway,map00900
10017,XNR_RS07130,KEGG_Pathway,map01100
10018,XNR_RS07130,KEGG_Pathway,map01110
10019,XNR_RS07130,KEGG_Pathway,map01120
10020,XNR_RS07130,KEGG_Pathway,map01130
10021,XNR_RS07130,KEGG_Pathway,map01200
10022,XNR_RS07130,KEGG_Pathway,map01212
10023,XNR_RS07130,KEGG_Pathway,map02020
10031,XNR_RS07135,KEGG_Pathway,map00280
10032,XNR_RS07135,KEGG_Pathway,map00630
10033,XNR_RS07135,KEGG_Pathway,map00640
10034,XNR_RS07135,KEGG_Pathway,map00720
10035,XNR_RS07135,KEGG_Pathway,map01100
10036,XNR_RS07135,KEGG_Pathway,map01120
10037,XNR_RS07135,KEGG_Pathway,map01200
10038,XNR_RS07145,KEGG_Pathway,-
10039,XNR_RS07150,KEGG_Pathway,-
10040,XNR_RS07155,KEGG_Pathway,-
10041,XNR_RS07160,KEGG_Pathway,-
10042,XNR_RS07165,KEGG_Pathway,-
10043,XNR_RS07170,KEGG_Pathway,-
10044,XNR_RS07175,KEGG_Pathway,-
10045,XNR_RS07180,KEGG_Pathway,-
10046,XNR_RS07185,KEGG_Pathway,-
10047,XNR_RS07190,KEGG_Pathway,-
10048,XNR_RS07195,KEGG_Pathway,-
10054,XNR_RS07200,KEGG_Pathway,map00360
10055,XNR_RS07200,KEGG_Pathway,map00362
10056,XNR_RS07200,KEGG_Pathway,map00650
10057,XNR_RS07200,KEGG_Pathway,map01100
10058,XNR_RS07200,KEGG_Pathway,map01120
10061,XNR_RS07205,KEGG_Pathway,map00860
10062,XNR_RS07205,KEGG_Pathway,map01100
10063,XNR_RS07210,KEGG_Pathway,-
10064,XNR_RS07215,KEGG_Pathway,-
10065,XNR_RS07220,KEGG_Pathway,-
10068,XNR_RS07225,KEGG_Pathway,map00520
10069,XNR_RS07225,KEGG_Pathway,map01100
10072,XNR_RS07230,KEGG_Pathway,map00520
10073,XNR_RS07230,KEGG_Pathway,map01100
10074,XNR_RS07235,KEGG_Pathway,-
10078,XNR_RS07240,KEGG_Pathway,map00190
10079,XNR_RS07240,KEGG_Pathway,map00195
10080,XNR_RS07240,KEGG_Pathway,map01100
10084,XNR_RS07245,KEGG_Pathway,map00190
10085,XNR_RS07245,KEGG_Pathway,map00195
10086,XNR_RS07245,KEGG_Pathway,map01100
10090,XNR_RS07250,KEGG_Pathway,map00190
10091,XNR_RS07250,KEGG_Pathway,map00195
10092,XNR_RS07250,KEGG_Pathway,map01100
10096,XNR_RS07255,KEGG_Pathway,map00190
10097,XNR_RS07255,KEGG_Pathway,map00195
10098,XNR_RS07255,KEGG_Pathway,map01100
10102,XNR_RS07260,KEGG_Pathway,map00190
10103,XNR_RS07260,KEGG_Pathway,map00195
10104,XNR_RS07260,KEGG_Pathway,map01100
10108,XNR_RS07265,KEGG_Pathway,map00190
10109,XNR_RS07265,KEGG_Pathway,map00195
10110,XNR_RS07265,KEGG_Pathway,map01100
10114,XNR_RS07270,KEGG_Pathway,map00190
10115,XNR_RS07270,KEGG_Pathway,map00195
10116,XNR_RS07270,KEGG_Pathway,map01100
10120,XNR_RS07275,KEGG_Pathway,map00190
10121,XNR_RS07275,KEGG_Pathway,map00195
10122,XNR_RS07275,KEGG_Pathway,map01100
10123,XNR_RS07280,KEGG_Pathway,-
10124,XNR_RS07285,KEGG_Pathway,-
10125,XNR_RS07290,KEGG_Pathway,-
10126,XNR_RS07295,KEGG_Pathway,-
10127,XNR_RS07300,KEGG_Pathway,-
10128,XNR_RS07305,KEGG_Pathway,-
10130,XNR_RS07310,KEGG_Pathway,map03010
10131,XNR_RS07315,KEGG_Pathway,-
10133,XNR_RS07320,KEGG_Pathway,map03018
10139,XNR_RS07325,KEGG_Pathway,map00260
10140,XNR_RS07325,KEGG_Pathway,map01100
10141,XNR_RS07325,KEGG_Pathway,map01110
10142,XNR_RS07325,KEGG_Pathway,map01120
10143,XNR_RS07325,KEGG_Pathway,map01230
10150,XNR_RS07330,KEGG_Pathway,map00260
10151,XNR_RS07330,KEGG_Pathway,map00750
10152,XNR_RS07330,KEGG_Pathway,map01100
10153,XNR_RS07330,KEGG_Pathway,map01110
10154,XNR_RS07330,KEGG_Pathway,map01120
10155,XNR_RS07330,KEGG_Pathway,map01230
10165,XNR_RS07335,KEGG_Pathway,map00260
10166,XNR_RS07335,KEGG_Pathway,map00261
10167,XNR_RS07335,KEGG_Pathway,map00270
10168,XNR_RS07335,KEGG_Pathway,map00300
10169,XNR_RS07335,KEGG_Pathway,map01100
10170,XNR_RS07335,KEGG_Pathway,map01110
10171,XNR_RS07335,KEGG_Pathway,map01120
10172,XNR_RS07335,KEGG_Pathway,map01130
10173,XNR_RS07335,KEGG_Pathway,map01230
10180,XNR_RS07340,KEGG_Pathway,map00300
10181,XNR_RS07340,KEGG_Pathway,map01100
10182,XNR_RS07340,KEGG_Pathway,map01110
10183,XNR_RS07340,KEGG_Pathway,map01120
10184,XNR_RS07340,KEGG_Pathway,map01130
10185,XNR_RS07340,KEGG_Pathway,map01230
10187,XNR_RS07345,KEGG_Pathway,map00970
10188,XNR_RS07350,KEGG_Pathway,-
10189,XNR_RS07360,KEGG_Pathway,-
10190,XNR_RS07365,KEGG_Pathway,-
10198,XNR_RS07370,KEGG_Pathway,map00250
10199,XNR_RS07370,KEGG_Pathway,map00310
10200,XNR_RS07370,KEGG_Pathway,map00350
10201,XNR_RS07370,KEGG_Pathway,map00650
10202,XNR_RS07370,KEGG_Pathway,map00760
10203,XNR_RS07370,KEGG_Pathway,map01100
10204,XNR_RS07370,KEGG_Pathway,map01120
10205,XNR_RS07380,KEGG_Pathway,-
10206,XNR_RS07385,KEGG_Pathway,-
10207,XNR_RS07390,KEGG_Pathway,-
10208,XNR_RS07395,KEGG_Pathway,-
10210,XNR_RS07400,KEGG_Pathway,map03450
10216,XNR_RS07405,KEGG_Pathway,map03030
10217,XNR_RS07405,KEGG_Pathway,map03410
10218,XNR_RS07405,KEGG_Pathway,map03420
10219,XNR_RS07405,KEGG_Pathway,map03430
10220,XNR_RS07405,KEGG_Pathway,map03450
10221,XNR_RS07410,KEGG_Pathway,-
10223,XNR_RS07415,KEGG_Pathway,map04112
10225,XNR_RS07420,KEGG_Pathway,map00550
10226,XNR_RS07425,KEGG_Pathway,-
10227,XNR_RS07430,KEGG_Pathway,-
10228,XNR_RS07435,KEGG_Pathway,-
10229,XNR_RS07440,KEGG_Pathway,-
10230,XNR_RS07450,KEGG_Pathway,-
10231,XNR_RS07455,KEGG_Pathway,-
10232,XNR_RS07460,KEGG_Pathway,-
10233,XNR_RS07465,KEGG_Pathway,-
10234,XNR_RS07470,KEGG_Pathway,-
10235,XNR_RS07475,KEGG_Pathway,-
10236,XNR_RS07480,KEGG_Pathway,-
10237,XNR_RS07485,KEGG_Pathway,-
10238,XNR_RS07490,KEGG_Pathway,-
10240,XNR_RS07495,KEGG_Pathway,map04112
10241,XNR_RS07500,KEGG_Pathway,-
10242,XNR_RS07505,KEGG_Pathway,-
10250,XNR_RS07510,KEGG_Pathway,map00220
10251,XNR_RS07510,KEGG_Pathway,map00250
10252,XNR_RS07510,KEGG_Pathway,map01100
10253,XNR_RS07510,KEGG_Pathway,map01110
10254,XNR_RS07510,KEGG_Pathway,map01130
10255,XNR_RS07510,KEGG_Pathway,map01230
10256,XNR_RS07510,KEGG_Pathway,map05418
10257,XNR_RS07515,KEGG_Pathway,-
10258,XNR_RS07520,KEGG_Pathway,-
10259,XNR_RS07525,KEGG_Pathway,-
10260,XNR_RS07530,KEGG_Pathway,-
10261,XNR_RS07540,KEGG_Pathway,-
10262,XNR_RS07545,KEGG_Pathway,-
10263,XNR_RS07550,KEGG_Pathway,-
10272,XNR_RS07555,KEGG_Pathway,map00020
10273,XNR_RS07555,KEGG_Pathway,map00310
10274,XNR_RS07555,KEGG_Pathway,map00380
10275,XNR_RS07555,KEGG_Pathway,map01100
10276,XNR_RS07555,KEGG_Pathway,map01110
10277,XNR_RS07555,KEGG_Pathway,map01120
10278,XNR_RS07555,KEGG_Pathway,map01130
10279,XNR_RS07555,KEGG_Pathway,map01200
10280,XNR_RS07560,KEGG_Pathway,-
10281,XNR_RS07565,KEGG_Pathway,-
10282,XNR_RS07570,KEGG_Pathway,-
10283,XNR_RS07575,KEGG_Pathway,-
10284,XNR_RS07580,KEGG_Pathway,-
10285,XNR_RS07585,KEGG_Pathway,-
10286,XNR_RS31540,KEGG_Pathway,-
10287,XNR_RS07595,KEGG_Pathway,-
10288,XNR_RS07600,KEGG_Pathway,-
10289,XNR_RS07605,KEGG_Pathway,-
10290,XNR_RS07610,KEGG_Pathway,-
10291,XNR_RS07615,KEGG_Pathway,-
10292,XNR_RS07625,KEGG_Pathway,-
10293,XNR_RS07630,KEGG_Pathway,-
10297,XNR_RS07635,KEGG_Pathway,map00620
10298,XNR_RS07635,KEGG_Pathway,map01200
10299,XNR_RS07635,KEGG_Pathway,map02020
10300,XNR_RS07640,KEGG_Pathway,-
10301,XNR_RS07645,KEGG_Pathway,-
10302,XNR_RS07650,KEGG_Pathway,-
10303,XNR_RS07655,KEGG_Pathway,-
10304,XNR_RS07660,KEGG_Pathway,-
10305,XNR_RS07665,KEGG_Pathway,-
10306,XNR_RS07670,KEGG_Pathway,-
10307,XNR_RS07685,KEGG_Pathway,-
10308,XNR_RS07690,KEGG_Pathway,-
10309,XNR_RS07695,KEGG_Pathway,-
10310,XNR_RS07700,KEGG_Pathway,-
10315,XNR_RS07705,KEGG_Pathway,map00900
10316,XNR_RS07705,KEGG_Pathway,map01100
10317,XNR_RS07705,KEGG_Pathway,map01110
10318,XNR_RS07705,KEGG_Pathway,map01130
10319,XNR_RS07715,KEGG_Pathway,-
10321,XNR_RS07720,KEGG_Pathway,map05132
10323,XNR_RS07725,KEGG_Pathway,map05132
10324,XNR_RS07730,KEGG_Pathway,-
10325,XNR_RS07735,KEGG_Pathway,-
10327,XNR_RS07740,KEGG_Pathway,map00270
10328,XNR_RS07745,KEGG_Pathway,-
10329,XNR_RS07750,KEGG_Pathway,-
10330,XNR_RS07755,KEGG_Pathway,-
10331,XNR_RS07760,KEGG_Pathway,-
10332,XNR_RS07765,KEGG_Pathway,-
10333,XNR_RS07770,KEGG_Pathway,-
10334,XNR_RS07775,KEGG_Pathway,-
10335,XNR_RS07780,KEGG_Pathway,-
10336,XNR_RS07785,KEGG_Pathway,-
10339,XNR_RS07790,KEGG_Pathway,map00520
10340,XNR_RS07790,KEGG_Pathway,map01100
10345,XNR_RS07795,KEGG_Pathway,map00520
10346,XNR_RS07795,KEGG_Pathway,map00531
10347,XNR_RS07795,KEGG_Pathway,map01100
10348,XNR_RS07795,KEGG_Pathway,map01501
10350,XNR_RS07800,KEGG_Pathway,map02010
10352,XNR_RS07805,KEGG_Pathway,map02010
10354,XNR_RS07810,KEGG_Pathway,map02010
10355,XNR_RS07815,KEGG_Pathway,-
10356,XNR_RS07820,KEGG_Pathway,-
10357,XNR_RS07825,KEGG_Pathway,-
10361,XNR_RS07830,KEGG_Pathway,map00230
10362,XNR_RS07830,KEGG_Pathway,map00240
10363,XNR_RS07830,KEGG_Pathway,map01100
10367,XNR_RS07835,KEGG_Pathway,map00230
10368,XNR_RS07835,KEGG_Pathway,map00240
10369,XNR_RS07835,KEGG_Pathway,map01100
10372,XNR_RS07840,KEGG_Pathway,map00909
10373,XNR_RS07840,KEGG_Pathway,map01130
10377,XNR_RS07845,KEGG_Pathway,map00909
10378,XNR_RS07845,KEGG_Pathway,map01110
10379,XNR_RS07845,KEGG_Pathway,map01130
10380,XNR_RS07850,KEGG_Pathway,-
10381,XNR_RS07855,KEGG_Pathway,-
10382,XNR_RS07860,KEGG_Pathway,-
10383,XNR_RS07865,KEGG_Pathway,-
10384,XNR_RS07870,KEGG_Pathway,-
10385,XNR_RS07875,KEGG_Pathway,-
10386,XNR_RS07880,KEGG_Pathway,-
10392,XNR_RS07885,KEGG_Pathway,map00400
10393,XNR_RS07885,KEGG_Pathway,map01100
10394,XNR_RS07885,KEGG_Pathway,map01110
10395,XNR_RS07885,KEGG_Pathway,map01130
10396,XNR_RS07885,KEGG_Pathway,map01230
10399,XNR_RS07890,KEGG_Pathway,map00730
10400,XNR_RS07890,KEGG_Pathway,map01100
10401,XNR_RS07895,KEGG_Pathway,-
10402,XNR_RS07900,KEGG_Pathway,-
10410,XNR_RS07905,KEGG_Pathway,map00340
10411,XNR_RS07905,KEGG_Pathway,map00521
10412,XNR_RS07905,KEGG_Pathway,map00562
10413,XNR_RS07905,KEGG_Pathway,map01100
10414,XNR_RS07905,KEGG_Pathway,map01110
10415,XNR_RS07905,KEGG_Pathway,map01230
10416,XNR_RS07905,KEGG_Pathway,map04070
10430,XNR_RS07910,KEGG_Pathway,map00380
10431,XNR_RS07910,KEGG_Pathway,map00630
10432,XNR_RS07910,KEGG_Pathway,map01110
10433,XNR_RS07910,KEGG_Pathway,map01130
10434,XNR_RS07910,KEGG_Pathway,map01200
10435,XNR_RS07910,KEGG_Pathway,map04011
10436,XNR_RS07910,KEGG_Pathway,map04016
10437,XNR_RS07910,KEGG_Pathway,map04068
10438,XNR_RS07910,KEGG_Pathway,map04146
10439,XNR_RS07910,KEGG_Pathway,map04211
10440,XNR_RS07910,KEGG_Pathway,map04212
10441,XNR_RS07910,KEGG_Pathway,map04213
10442,XNR_RS07910,KEGG_Pathway,map05014
10443,XNR_RS07915,KEGG_Pathway,-
10444,XNR_RS07925,KEGG_Pathway,-
10445,XNR_RS07935,KEGG_Pathway,-
10446,XNR_RS07940,KEGG_Pathway,-
10448,XNR_RS07945,KEGG_Pathway,map02024
10449,XNR_RS07950,KEGG_Pathway,-
10453,XNR_RS07955,KEGG_Pathway,map00790
10454,XNR_RS07955,KEGG_Pathway,map01100
10455,XNR_RS07955,KEGG_Pathway,map04122
10459,XNR_RS07960,KEGG_Pathway,map00052
10460,XNR_RS07960,KEGG_Pathway,map00520
10461,XNR_RS07960,KEGG_Pathway,map01100
10462,XNR_RS07965,KEGG_Pathway,-
10463,XNR_RS07970,KEGG_Pathway,-
10464,XNR_RS07975,KEGG_Pathway,-
10465,XNR_RS07980,KEGG_Pathway,-
10466,XNR_RS07985,KEGG_Pathway,-
10467,XNR_RS07990,KEGG_Pathway,-
10468,XNR_RS07995,KEGG_Pathway,-
10469,XNR_RS08000,KEGG_Pathway,-
10470,XNR_RS08005,KEGG_Pathway,-
10471,XNR_RS08010,KEGG_Pathway,-
10472,XNR_RS29645,KEGG_Pathway,-
10475,XNR_RS08020,KEGG_Pathway,map03420
10476,XNR_RS08020,KEGG_Pathway,map03430
10477,XNR_RS08025,KEGG_Pathway,-
10481,XNR_RS08030,KEGG_Pathway,map00760
10482,XNR_RS08030,KEGG_Pathway,map01100
10483,XNR_RS08030,KEGG_Pathway,map04146
10484,XNR_RS08035,KEGG_Pathway,-
10487,XNR_RS08040,KEGG_Pathway,map03420
10488,XNR_RS08040,KEGG_Pathway,map03430
10489,XNR_RS08045,KEGG_Pathway,-
10490,XNR_RS08050,KEGG_Pathway,-
10491,XNR_RS08055,KEGG_Pathway,-
10492,XNR_RS08060,KEGG_Pathway,-
10493,XNR_RS08065,KEGG_Pathway,-
10495,XNR_RS08070,KEGG_Pathway,map04122
10496,XNR_RS08075,KEGG_Pathway,-
10499,XNR_RS08080,KEGG_Pathway,map01059
10500,XNR_RS08080,KEGG_Pathway,map01130
10501,XNR_RS08085,KEGG_Pathway,-
10503,XNR_RS08090,KEGG_Pathway,map02025
10504,XNR_RS08095,KEGG_Pathway,-
10505,XNR_RS08100,KEGG_Pathway,-
10506,XNR_RS08110,KEGG_Pathway,-
10507,XNR_RS08115,KEGG_Pathway,-
10508,XNR_RS08120,KEGG_Pathway,-
10509,XNR_RS08125,KEGG_Pathway,-
10511,XNR_RS08130,KEGG_Pathway,map03018
10512,XNR_RS08135,KEGG_Pathway,-
10513,XNR_RS08140,KEGG_Pathway,-
10514,XNR_RS30760,KEGG_Pathway,-
10515,XNR_RS08145,KEGG_Pathway,-
10517,XNR_RS08150,KEGG_Pathway,map00440
10518,XNR_RS08155,KEGG_Pathway,-
10519,XNR_RS08160,KEGG_Pathway,-
10520,XNR_RS08165,KEGG_Pathway,-
10521,XNR_RS08170,KEGG_Pathway,-
10522,XNR_RS08175,KEGG_Pathway,-
10523,XNR_RS08180,KEGG_Pathway,-
10524,XNR_RS08185,KEGG_Pathway,-
10525,XNR_RS08190,KEGG_Pathway,-
10526,XNR_RS08195,KEGG_Pathway,-
10527,XNR_RS08200,KEGG_Pathway,-
10530,XNR_RS08205,KEGG_Pathway,map03060
10531,XNR_RS08205,KEGG_Pathway,map03070
10533,XNR_RS08210,KEGG_Pathway,map02020
10534,XNR_RS08215,KEGG_Pathway,-
10535,XNR_RS08220,KEGG_Pathway,-
10536,XNR_RS29655,KEGG_Pathway,-
10537,XNR_RS29660,KEGG_Pathway,-
10540,XNR_RS08230,KEGG_Pathway,map00360
10541,XNR_RS08230,KEGG_Pathway,map01120
10545,XNR_RS08235,KEGG_Pathway,map00330
10546,XNR_RS08235,KEGG_Pathway,map01100
10547,XNR_RS08235,KEGG_Pathway,map04216
10549,XNR_RS08240,KEGG_Pathway,map03410
10550,XNR_RS08245,KEGG_Pathway,-
10553,XNR_RS08250,KEGG_Pathway,map00790
10554,XNR_RS08250,KEGG_Pathway,map01100
10555,XNR_RS08255,KEGG_Pathway,-
10556,XNR_RS08260,KEGG_Pathway,-
10557,XNR_RS08265,KEGG_Pathway,-
10560,XNR_RS08270,KEGG_Pathway,map00230
10561,XNR_RS08270,KEGG_Pathway,map00240
10566,XNR_RS08275,KEGG_Pathway,map00300
10567,XNR_RS08275,KEGG_Pathway,map01100
10568,XNR_RS08275,KEGG_Pathway,map01120
10569,XNR_RS08275,KEGG_Pathway,map01230
10570,XNR_RS08280,KEGG_Pathway,-
10571,XNR_RS08290,KEGG_Pathway,-
10572,XNR_RS08295,KEGG_Pathway,-
10573,XNR_RS08300,KEGG_Pathway,-
10577,XNR_RS08305,KEGG_Pathway,map00220
10578,XNR_RS08305,KEGG_Pathway,map01210
10579,XNR_RS08305,KEGG_Pathway,map01230
10580,XNR_RS08310,KEGG_Pathway,-
10587,XNR_RS08315,KEGG_Pathway,map00010
10588,XNR_RS08315,KEGG_Pathway,map00052
10589,XNR_RS08315,KEGG_Pathway,map01100
10590,XNR_RS08315,KEGG_Pathway,map01110
10591,XNR_RS08315,KEGG_Pathway,map01120
10592,XNR_RS08315,KEGG_Pathway,map01130
10593,XNR_RS08320,KEGG_Pathway,-
10595,XNR_RS08325,KEGG_Pathway,map02010
10597,XNR_RS08330,KEGG_Pathway,map02010
10599,XNR_RS08335,KEGG_Pathway,map02010
10602,XNR_RS08340,KEGG_Pathway,map02010
10603,XNR_RS08340,KEGG_Pathway,map02030
10604,XNR_RS08350,KEGG_Pathway,-
10606,XNR_RS08355,KEGG_Pathway,map02010
10607,XNR_RS30765,KEGG_Pathway,-
10608,XNR_RS08365,KEGG_Pathway,-
10609,XNR_RS08370,KEGG_Pathway,-
10610,XNR_RS08375,KEGG_Pathway,-
10612,XNR_RS08380,KEGG_Pathway,map04974
10613,XNR_RS08385,KEGG_Pathway,-
10614,XNR_RS08390,KEGG_Pathway,-
10618,XNR_RS08395,KEGG_Pathway,map01501
10619,XNR_RS08395,KEGG_Pathway,map02010
10620,XNR_RS08395,KEGG_Pathway,map02024
10624,XNR_RS08400,KEGG_Pathway,map01501
10625,XNR_RS08400,KEGG_Pathway,map02010
10626,XNR_RS08400,KEGG_Pathway,map02024
10630,XNR_RS08405,KEGG_Pathway,map01501
10631,XNR_RS08405,KEGG_Pathway,map02010
10632,XNR_RS08405,KEGG_Pathway,map02024
10636,XNR_RS08410,KEGG_Pathway,map01501
10637,XNR_RS08410,KEGG_Pathway,map02010
10638,XNR_RS08410,KEGG_Pathway,map02024
10642,XNR_RS08415,KEGG_Pathway,map01501
10643,XNR_RS08415,KEGG_Pathway,map02010
10644,XNR_RS08415,KEGG_Pathway,map02024
10648,XNR_RS08420,KEGG_Pathway,map01501
10649,XNR_RS08420,KEGG_Pathway,map02010
10650,XNR_RS08420,KEGG_Pathway,map02024
10654,XNR_RS08425,KEGG_Pathway,map01501
10655,XNR_RS08425,KEGG_Pathway,map02010
10656,XNR_RS08425,KEGG_Pathway,map02024
10660,XNR_RS08430,KEGG_Pathway,map01501
10661,XNR_RS08430,KEGG_Pathway,map02010
10662,XNR_RS08430,KEGG_Pathway,map02024
10666,XNR_RS08435,KEGG_Pathway,map01501
10667,XNR_RS08435,KEGG_Pathway,map02010
10668,XNR_RS08435,KEGG_Pathway,map02024
10672,XNR_RS08440,KEGG_Pathway,map01501
10673,XNR_RS08440,KEGG_Pathway,map02010
10674,XNR_RS08440,KEGG_Pathway,map02024
10675,XNR_RS08445,KEGG_Pathway,-
10676,XNR_RS08450,KEGG_Pathway,-
10678,XNR_RS08455,KEGG_Pathway,map02024
10679,XNR_RS08465,KEGG_Pathway,-
10680,XNR_RS08470,KEGG_Pathway,-
10681,XNR_RS08475,KEGG_Pathway,-
10682,XNR_RS30590,KEGG_Pathway,-
10683,XNR_RS08480,KEGG_Pathway,-
10684,XNR_RS08485,KEGG_Pathway,-
10685,XNR_RS08490,KEGG_Pathway,-
10686,XNR_RS08495,KEGG_Pathway,-
10687,XNR_RS08500,KEGG_Pathway,-
10688,XNR_RS08505,KEGG_Pathway,-
10689,XNR_RS08510,KEGG_Pathway,-
10690,XNR_RS08515,KEGG_Pathway,-
10691,XNR_RS08520,KEGG_Pathway,-
10692,XNR_RS08525,KEGG_Pathway,-
10693,XNR_RS29665,KEGG_Pathway,-
10694,XNR_RS08535,KEGG_Pathway,-
10695,XNR_RS08540,KEGG_Pathway,-
10696,XNR_RS08545,KEGG_Pathway,-
10697,XNR_RS08550,KEGG_Pathway,-
10698,XNR_RS08555,KEGG_Pathway,-
10702,XNR_RS08560,KEGG_Pathway,map00650
10703,XNR_RS08560,KEGG_Pathway,map00760
10704,XNR_RS08560,KEGG_Pathway,map01120
10708,XNR_RS08565,KEGG_Pathway,map00650
10709,XNR_RS08565,KEGG_Pathway,map00760
10710,XNR_RS08565,KEGG_Pathway,map01120
10711,XNR_RS08570,KEGG_Pathway,-
10714,XNR_RS08575,KEGG_Pathway,map00970
10715,XNR_RS08575,KEGG_Pathway,map01100
10716,XNR_RS08580,KEGG_Pathway,-
10717,XNR_RS08585,KEGG_Pathway,-
10718,XNR_RS08590,KEGG_Pathway,-
10719,XNR_RS08595,KEGG_Pathway,-
10720,XNR_RS08600,KEGG_Pathway,-
10721,XNR_RS08605,KEGG_Pathway,-
10722,XNR_RS08610,KEGG_Pathway,-
10723,XNR_RS08615,KEGG_Pathway,-
10724,XNR_RS08620,KEGG_Pathway,-
10725,XNR_RS08630,KEGG_Pathway,-
10726,XNR_RS08635,KEGG_Pathway,-
10727,XNR_RS08640,KEGG_Pathway,-
