gene_id,BGC,Imodulon
XNR_RS22195,,UC-3
XNR_RS22195,,Surugamide-1
XNR_RS22780,,Dudomycin/Minimycin
XNR_RS22780,,UC-6
XNR_RS22780,,UC-11
XNR_RS27435,,Dudomycin/Minimycin
XNR_RS01120,,RpoS
XNR_RS01120,,UC-4
XNR_RS01855,,RpoS
XNR_RS01860,,RpoS
XNR_RS02020,,RpoS
XNR_RS02025,,RpoS
XNR_RS02100,,RpoS
XNR_RS04290,,RpoS
XNR_RS04295,,RpoS
XNR_RS05490,,RpoS
XNR_RS08560,,RpoS
XNR_RS08805,,RpoS
XNR_RS10420,,RpoS
XNR_RS11655,,RpoS
XNR_RS11750,,RpoS
XNR_RS12050,,RpoS
XNR_RS12220,,RpoS
XNR_RS12220,,UC-6
XNR_RS12400,,RpoS
XNR_RS12405,,RpoS
XNR_RS12840,,RpoS
XNR_RS12855,,RpoS
XNR_RS13045,,RpoS
XNR_RS13065,,RpoS
XNR_RS13830,,RpoS
XNR_RS13975,,RpoS
XNR_RS15015,,RpoS
XNR_RS15265,,RpoS
XNR_RS15265,,UC-6
XNR_RS16820,,RpoS
XNR_RS16970,,RpoS
XNR_RS19350,,RpoS
XNR_RS19365,,RpoS
XNR_RS20050,,RpoS
XNR_RS20055,,RpoS
XNR_RS20435,,RpoS
XNR_RS22270,,RpoS
XNR_RS27315,,RpoS
XNR_RS00315,,UC-3
XNR_RS01820,,UC-3
XNR_RS03290,,UC-3
XNR_RS30740,,UC-3
XNR_RS05325,,UC-3
XNR_RS06855,,UC-3
XNR_RS07370,,UC-3
XNR_RS07570,,UC-3
XNR_RS07575,,UC-3
XNR_RS07735,,UC-3
XNR_RS08120,,UC-3
XNR_RS09850,,UC-3
XNR_RS30600,,UC-3
XNR_RS30600,,UC-9
XNR_RS11205,,UC-3
XNR_RS11205,,UC-4
XNR_RS12305,,UC-3
XNR_RS13290,,UC-3
XNR_RS31225,,UC-3
XNR_RS31225,,UC-6
XNR_RS13735,,UC-3
XNR_RS13740,,UC-3
XNR_RS13740,,UC-11
XNR_RS13740,,UC-12
XNR_RS14250,,UC-3
XNR_RS14430,,UC-3
XNR_RS14455,,UC-3
XNR_RS14635,,UC-3
XNR_RS17360,,UC-3
XNR_RS17360,,UC-4
XNR_RS19020,,UC-3
XNR_RS19110,,UC-3
XNR_RS22870,,UC-3
XNR_RS23885,,UC-3
XNR_RS25575,,UC-3
XNR_RS26345,,UC-3
XNR_RS26345,,UC-6
XNR_RS26345,,Gas Vesicle
XNR_RS26370,,UC-3
XNR_RS27120,,UC-3
XNR_RS27295,,UC-3
XNR_RS27300,,UC-3
XNR_RS27665,,UC-3
XNR_RS27665,,NRPS-1
XNR_RS27665,,UC-4
XNR_RS27670,,UC-3
XNR_RS27670,,UC-4
XNR_RS28560,,UC-3
XNR_RS15950,,Arsenate
XNR_RS15955,,Arsenate
XNR_RS15960,,Arsenate
XNR_RS15965,,Arsenate
XNR_RS15965,,UC-8
XNR_RS06475,,Phospholipid
XNR_RS06475,,UC-10
XNR_RS06480,,Phospholipid
XNR_RS06485,,Phospholipid
XNR_RS07395,,Phospholipid
XNR_RS07395,,UC-10
XNR_RS19055,,Phospholipid
XNR_RS04390,,Cellobiose
XNR_RS09785,,Cellobiose
XNR_RS09790,,Cellobiose
XNR_RS09795,,Cellobiose
XNR_RS09795,,UC-14
XNR_RS09800,,Cellobiose
XNR_RS11010,,Cellobiose
XNR_RS11960,,Cellobiose
XNR_RS20640,,Cellobiose
XNR_RS20645,,Cellobiose
XNR_RS20650,,Cellobiose
XNR_RS20655,,Cellobiose
XNR_RS27805,,Cellobiose
XNR_RS27805,,Sugar-2
XNR_RS27810,,Cellobiose
XNR_RS27810,,DNA Damage
XNR_RS27810,,Sugar-2
XNR_RS27815,,Cellobiose
XNR_RS27815,,Sugar-2
XNR_RS27820,,Cellobiose
XNR_RS27820,,DNA Damage
XNR_RS27820,,Sugar-2
XNR_RS00660,,Iron Acquisition
XNR_RS02215,,Iron Acquisition
XNR_RS02220,,Iron Acquisition
XNR_RS02225,,Iron Acquisition
XNR_RS02230,,Iron Acquisition
XNR_RS02570,,Iron Acquisition
XNR_RS02575,,Iron Acquisition
XNR_RS02580,,Iron Acquisition
XNR_RS02585,,Iron Acquisition
XNR_RS02590,,Iron Acquisition
XNR_RS02595,,Iron Acquisition
XNR_RS03270,,Iron Acquisition
XNR_RS04200,,Iron Acquisition
XNR_RS04205,,Iron Acquisition
XNR_RS04210,,Iron Acquisition
XNR_RS04215,,Iron Acquisition
XNR_RS11055,,Iron Acquisition
XNR_RS11055,,UC-14
XNR_RS11060,,Iron Acquisition
XNR_RS11065,,Iron Acquisition
XNR_RS13010,,Iron Acquisition
XNR_RS13010,,UC-8
XNR_RS13010,,Galactose
XNR_RS13010,,SAL-2242
XNR_RS31265,,Iron Acquisition
XNR_RS15660,,Iron Acquisition
XNR_RS20405,,Iron Acquisition
XNR_RS20410,,Iron Acquisition
XNR_RS20415,,Iron Acquisition
XNR_RS21790,,Iron Acquisition
XNR_RS22840,,Iron Acquisition
XNR_RS22845,,Iron Acquisition
XNR_RS22850,,Iron Acquisition
XNR_RS22855,,Iron Acquisition
XNR_RS22860,,Iron Acquisition
XNR_RS23595,,Iron Acquisition
XNR_RS23595,,UC-10
XNR_RS23595,,UC-14
XNR_RS25820,,Iron Acquisition
XNR_RS00440,,Sulfur Metabolism
XNR_RS01090,,Sulfur Metabolism
XNR_RS03500,,Sulfur Metabolism
XNR_RS03505,,Sulfur Metabolism
XNR_RS03510,,Sulfur Metabolism
XNR_RS03515,,Sulfur Metabolism
XNR_RS03520,,Sulfur Metabolism
XNR_RS03525,,Sulfur Metabolism
XNR_RS03530,,Sulfur Metabolism
XNR_RS03535,,Sulfur Metabolism
XNR_RS03540,,Sulfur Metabolism
XNR_RS03545,,Sulfur Metabolism
XNR_RS03550,,Sulfur Metabolism
XNR_RS08850,,Sulfur Metabolism
XNR_RS08855,,Sulfur Metabolism
XNR_RS16510,,Sulfur Metabolism
XNR_RS16515,,Sulfur Metabolism
XNR_RS31590,,Sulfur Metabolism
XNR_RS17705,,Sulfur Metabolism
XNR_RS23445,,Sulfur Metabolism
XNR_RS03220,,NRPS-1
XNR_RS03220,,SGR PTM
XNR_RS06215,,NRPS-1
XNR_RS06590,,NRPS-1
XNR_RS06590,,UC-8
XNR_RS06590,,UC-11
XNR_RS07040,,NRPS-1
XNR_RS07040,,Gas Vesicle
XNR_RS09830,,NRPS-1
XNR_RS10440,,NRPS-1
XNR_RS10440,,UC-4
XNR_RS10440,,UC-14
XNR_RS10695,,NRPS-1
XNR_RS10695,,Gas Vesicle
XNR_RS30810,,NRPS-1
XNR_RS16780,,NRPS-1
XNR_RS16780,,Gas Vesicle
XNR_RS20160,,NRPS-1
XNR_RS21915,,NRPS-1
XNR_RS21915,,UC-6
XNR_RS21915,,Gas Vesicle
XNR_RS21915,,UC-10
XNR_RS22720,,NRPS-1
XNR_RS22720,,UC-8
XNR_RS22720,,NDH
XNR_RS22725,,NRPS-1
XNR_RS22725,,UC-8
XNR_RS22725,,NDH
XNR_RS22725,,UC-13
XNR_RS22730,,NRPS-1
XNR_RS22730,,UC-8
XNR_RS22730,,UC-13
XNR_RS22820,,NRPS-1
XNR_RS27290,,NRPS-1
XNR_RS27290,,Gas Vesicle
XNR_RS27605,,NRPS-1
XNR_RS27605,,Gas Vesicle
XNR_RS02105,,Leucine
XNR_RS06225,,Leucine
XNR_RS06230,,Leucine
XNR_RS06235,,Leucine
XNR_RS06470,,Leucine
XNR_RS31535,,Leucine
XNR_RS06535,,Leucine
XNR_RS06540,,Leucine
XNR_RS06545,,Leucine
XNR_RS21350,,Leucine
XNR_RS21840,,Leucine
XNR_RS21840,,UC-6
XNR_RS00555,,UC-4
XNR_RS00560,,UC-4
XNR_RS00625,,UC-4
XNR_RS01595,,UC-4
XNR_RS01595,,Gas Vesicle
XNR_RS01640,,UC-4
XNR_RS01645,,UC-4
XNR_RS03355,,UC-4
XNR_RS03360,,UC-4
XNR_RS04100,,UC-4
XNR_RS04100,,Gas Vesicle
XNR_RS04100,,UC-10
XNR_RS04320,,UC-4
XNR_RS04320,,UC-6
XNR_RS04360,,UC-4
XNR_RS04360,,Valine
XNR_RS04470,,UC-4
XNR_RS04530,,UC-4
XNR_RS04530,,DNA Damage
XNR_RS04535,,UC-4
XNR_RS04535,,DNA Damage
XNR_RS04535,,UC-14
XNR_RS07020,,UC-4
XNR_RS07400,,UC-4
XNR_RS07405,,UC-4
XNR_RS07410,,UC-4
XNR_RS07410,,Gas Vesicle
XNR_RS07750,,UC-4
XNR_RS08780,,UC-4
XNR_RS31545,,UC-4
XNR_RS09255,,UC-4
XNR_RS09295,,UC-4
XNR_RS10240,,UC-4
XNR_RS10455,,UC-4
XNR_RS10460,,UC-4
XNR_RS10460,,UC-6
XNR_RS11085,,UC-4
XNR_RS11085,,UC-14
XNR_RS11755,,UC-4
XNR_RS12125,,UC-4
XNR_RS12130,,UC-4
XNR_RS12135,,UC-4
XNR_RS12150,,UC-4
XNR_RS12150,,UC-14
XNR_RS12160,,UC-4
XNR_RS13030,,UC-4
XNR_RS13985,,UC-4
XNR_RS14315,,UC-4
XNR_RS14445,,UC-4
XNR_RS14785,,UC-4
XNR_RS15390,,UC-4
XNR_RS15405,,UC-4
XNR_RS15405,,Galactose
XNR_RS15710,,UC-4
XNR_RS15710,,UC-6
XNR_RS15710,,Gas Vesicle
XNR_RS16320,,UC-4
XNR_RS17280,,UC-4
XNR_RS18845,,UC-4
XNR_RS19015,,UC-4
XNR_RS19040,,UC-4
XNR_RS19155,,UC-4
XNR_RS19215,,UC-4
XNR_RS19405,,UC-4
XNR_RS19405,,Gas Vesicle
XNR_RS20675,,UC-4
XNR_RS20675,,UC-14
XNR_RS20885,,UC-4
XNR_RS21095,,UC-4
XNR_RS21100,,UC-4
XNR_RS22200,,UC-4
XNR_RS22225,,UC-4
XNR_RS22230,,UC-4
XNR_RS22250,,UC-4
XNR_RS22255,,UC-4
XNR_RS22260,,UC-4
XNR_RS22260,,UC-12
XNR_RS22265,,UC-4
XNR_RS23145,,UC-4
XNR_RS23480,,UC-4
XNR_RS24685,,UC-4
XNR_RS24690,,UC-4
XNR_RS24695,,UC-4
XNR_RS24700,,UC-4
XNR_RS24705,,UC-4
XNR_RS25230,,UC-4
XNR_RS25230,,UC-13
XNR_RS25450,,UC-4
XNR_RS25910,,UC-4
XNR_RS26910,,UC-4
XNR_RS26910,,Gas Vesicle
XNR_RS26915,,UC-4
XNR_RS26915,,UC-6
XNR_RS26915,,Gas Vesicle
XNR_RS27305,,UC-4
XNR_RS27770,,UC-4
XNR_RS30950,,UC-4
XNR_RS30950,,UC-6
XNR_RS28550,,UC-4
XNR_RS28555,,UC-4
XNR_RS00530,,DNA Damage
XNR_RS02195,,DNA Damage
XNR_RS02290,,DNA Damage
XNR_RS02375,,DNA Damage
XNR_RS03105,,DNA Damage
XNR_RS03595,,DNA Damage
XNR_RS04525,,DNA Damage
XNR_RS04725,,DNA Damage
XNR_RS05400,,DNA Damage
XNR_RS05405,,DNA Damage
XNR_RS05455,,DNA Damage
XNR_RS06495,,DNA Damage
XNR_RS06500,,DNA Damage
XNR_RS06500,,UC-7
XNR_RS06500,,UC-11
XNR_RS06625,,DNA Damage
XNR_RS07055,,DNA Damage
XNR_RS07060,,DNA Damage
XNR_RS07695,,DNA Damage
XNR_RS08500,,DNA Damage
XNR_RS08510,,DNA Damage
XNR_RS08515,,DNA Damage
XNR_RS09360,,DNA Damage
XNR_RS10520,,DNA Damage
XNR_RS10525,,DNA Damage
XNR_RS10530,,DNA Damage
XNR_RS10535,,DNA Damage
XNR_RS11080,,DNA Damage
XNR_RS11815,,DNA Damage
XNR_RS12620,,DNA Damage
XNR_RS13840,,DNA Damage
XNR_RS14365,,DNA Damage
XNR_RS31580,,DNA Damage
XNR_RS31580,,UC-10
XNR_RS15340,,DNA Damage
XNR_RS15970,,DNA Damage
XNR_RS16050,,DNA Damage
XNR_RS16060,,DNA Damage
XNR_RS16885,,DNA Damage
XNR_RS17325,,DNA Damage
XNR_RS30860,,DNA Damage
XNR_RS30860,,UC-6
XNR_RS30860,,NDH
XNR_RS19120,,DNA Damage
XNR_RS19125,,DNA Damage
XNR_RS19130,,DNA Damage
XNR_RS19135,,DNA Damage
XNR_RS19140,,DNA Damage
XNR_RS30350,,DNA Damage
XNR_RS20095,,DNA Damage
XNR_RS20095,,UC-10
XNR_RS30890,,DNA Damage
XNR_RS22205,,DNA Damage
XNR_RS22575,,DNA Damage
XNR_RS23085,,DNA Damage
XNR_RS24280,,DNA Damage
XNR_RS24295,,DNA Damage
XNR_RS25215,,DNA Damage
XNR_RS27095,,DNA Damage
XNR_RS27250,,DNA Damage
XNR_RS27255,,DNA Damage
XNR_RS27440,,DNA Damage
XNR_RS00800,,CysB
XNR_RS00805,,CysB
XNR_RS00810,,CysB
XNR_RS00815,,CysB
XNR_RS01170,,CysB
XNR_RS01175,,CysB
XNR_RS01180,,CysB
XNR_RS04270,,CysB
XNR_RS04270,,UC-7
XNR_RS04275,,CysB
XNR_RS04280,,CysB
XNR_RS04285,,CysB
XNR_RS05385,,CysB
XNR_RS05395,,CysB
XNR_RS06355,,CysB
XNR_RS09525,,CysB
XNR_RS23060,,CysB
XNR_RS25150,,CysB
XNR_RS25155,,CysB
XNR_RS25160,,CysB
XNR_RS25165,,CysB
XNR_RS25170,,CysB
XNR_RS25170,,UC-14
XNR_RS25175,,CysB
XNR_RS25180,,CysB
XNR_RS25185,,CysB
XNR_RS25190,,CysB
XNR_RS25605,,CysB
XNR_RS27700,,CysB
XNR_RS28330,,CysB
XNR_RS00390,,Surugamide-1
XNR_RS00390,,Glycerol
XNR_RS01980,,Surugamide-1
XNR_RS03830,,Surugamide-1
XNR_RS03835,,Surugamide-1
XNR_RS03840,,Surugamide-1
XNR_RS04415,,Surugamide-1
XNR_RS05350,,Surugamide-1
XNR_RS05355,,Surugamide-1
XNR_RS05625,,Surugamide-1
XNR_RS05630,,Surugamide-1
XNR_RS05635,,Surugamide-1
XNR_RS05640,,Surugamide-1
XNR_RS05645,,Surugamide-1
XNR_RS05875,,Surugamide-1
XNR_RS06685,,Surugamide-1
XNR_RS06690,,Surugamide-1
XNR_RS06695,,Surugamide-1
XNR_RS06700,,Surugamide-1
XNR_RS06700,,UC-13
XNR_RS06705,,Surugamide-1
XNR_RS06705,,UC-13
XNR_RS06900,,Surugamide-1
XNR_RS06900,,UC-11
XNR_RS06955,,Surugamide-1
XNR_RS07640,,Surugamide-1
XNR_RS07645,,Surugamide-1
XNR_RS07650,,Surugamide-1
XNR_RS08420,,Surugamide-1
XNR_RS08425,,Surugamide-1
XNR_RS08430,,Surugamide-1
XNR_RS08435,,Surugamide-1
XNR_RS08440,,Surugamide-1
XNR_RS08490,,Surugamide-1
XNR_RS08585,,Surugamide-1
XNR_RS08590,,Surugamide-1
XNR_RS08595,,Surugamide-1
XNR_RS08600,,Surugamide-1
XNR_RS08900,,Surugamide-1
XNR_RS09260,,Surugamide-1
XNR_RS09265,,Surugamide-1
XNR_RS09270,,Surugamide-1
XNR_RS09835,,Surugamide-1
XNR_RS09835,,UC-7
XNR_RS09840,,Surugamide-1
XNR_RS09840,,UC-7
XNR_RS10940,,Surugamide-1
XNR_RS11345,,Surugamide-1
XNR_RS11350,,Surugamide-1
XNR_RS11355,,Surugamide-1
XNR_RS11360,,Surugamide-1
XNR_RS11365,,Surugamide-1
XNR_RS11370,,Surugamide-1
XNR_RS11495,,Surugamide-1
XNR_RS11625,,Surugamide-1
XNR_RS11630,,Surugamide-1
XNR_RS11635,,Surugamide-1
XNR_RS11635,,UC-9
XNR_RS12445,,Surugamide-1
XNR_RS12445,,SAL-2242
XNR_RS12445,,UC-14
XNR_RS14265,,Surugamide-1
XNR_RS16530,,Surugamide-1
XNR_RS16530,,UC-11
XNR_RS16535,,Surugamide-1
XNR_RS16535,,UC-11
XNR_RS16540,,Surugamide-1
XNR_RS16540,,UC-11
XNR_RS17420,,Surugamide-1
XNR_RS17925,,Surugamide-1
XNR_RS17925,,UC-11
XNR_RS17930,,Surugamide-1
XNR_RS17930,,UC-11
XNR_RS18115,,Surugamide-1
XNR_RS18285,,Surugamide-1
XNR_RS18285,,UC-7
XNR_RS19440,,Surugamide-1
XNR_RS31600,,Surugamide-1
XNR_RS31600,,SAL-2242
XNR_RS20990,,Surugamide-1
XNR_RS21120,,Surugamide-1
XNR_RS21140,,Surugamide-1
XNR_RS21145,,Surugamide-1
XNR_RS21150,,Surugamide-1
XNR_RS21315,,Surugamide-1
XNR_RS21315,,UC-13
XNR_RS22965,,Surugamide-1
XNR_RS23980,,Surugamide-1
XNR_RS24125,,Surugamide-1
XNR_RS24130,,Surugamide-1
XNR_RS24135,,Surugamide-1
XNR_RS24135,,UC-13
XNR_RS24140,,Surugamide-1
XNR_RS24140,,UC-13
XNR_RS24145,,Surugamide-1
XNR_RS24750,,Surugamide-1
XNR_RS24750,,BGC-General
XNR_RS24750,,SAL-2242
XNR_RS24755,,Surugamide-1
XNR_RS24755,,SAL-2242
XNR_RS28110,,Surugamide-1
XNR_RS28500,,Surugamide-1
XNR_RS28500,,UC-11
XNR_RS28505,,Surugamide-1
XNR_RS28510,,Surugamide-1
XNR_RS28510,,UC-11
XNR_RS30775,,UC-5
XNR_RS09055,,UC-5
XNR_RS09060,,UC-5
XNR_RS31550,,UC-5
XNR_RS09065,,UC-5
XNR_RS09075,,UC-5
XNR_RS31060,,BGC-General
XNR_RS05080,,BGC-General
XNR_RS05985,,BGC-General
XNR_RS29705,,BGC-General
XNR_RS15920,,BGC-General
XNR_RS18925,,BGC-General
XNR_RS18925,,Xylose
XNR_RS18925,,UC-6
XNR_RS18925,,UC-7
XNR_RS18925,,UC-14
XNR_RS26590,,BGC-General
XNR_RS25610,,Glycerol
XNR_RS25615,,Glycerol
XNR_RS25620,,Glycerol
XNR_RS25625,,Glycerol
XNR_RS00775,,Xylose
XNR_RS00780,,Xylose
XNR_RS01565,,Xylose
XNR_RS16425,,Xylose
XNR_RS16425,,Galactose
XNR_RS16430,,Xylose
XNR_RS16430,,Galactose
XNR_RS16435,,Xylose
XNR_RS16435,,Galactose
XNR_RS16450,,Xylose
XNR_RS16450,,Galactose
XNR_RS16455,,Xylose
XNR_RS16455,,Galactose
XNR_RS27830,,Xylose
XNR_RS00240,,UC-6
XNR_RS29540,,UC-6
XNR_RS29540,,Gas Vesicle
XNR_RS29540,,UC-10
XNR_RS29540,,UC-11
XNR_RS02270,,UC-6
XNR_RS02650,,UC-6
XNR_RS02650,,Prophages
XNR_RS02650,,UC-14
XNR_RS03025,,UC-6
XNR_RS04990,,UC-6
XNR_RS04995,,UC-6
XNR_RS31075,,UC-6
XNR_RS06040,,UC-6
XNR_RS06045,,UC-6
XNR_RS06045,,UC-8
XNR_RS06675,,UC-6
XNR_RS29630,,UC-6
XNR_RS29630,,Potassium
XNR_RS06825,,UC-6
XNR_RS07670,,UC-6
XNR_RS07765,,UC-6
XNR_RS08705,,UC-6
XNR_RS09215,,UC-6
XNR_RS09215,,UC-13
XNR_RS09220,,UC-6
XNR_RS09645,,UC-6
XNR_RS09645,,UC-12
XNR_RS10165,,UC-6
XNR_RS31170,,UC-6
XNR_RS31175,,UC-6
XNR_RS31175,,UC-9
XNR_RS30815,,UC-6
XNR_RS12865,,UC-6
XNR_RS30715,,UC-6
XNR_RS13285,,UC-6
XNR_RS13900,,UC-6
XNR_RS14405,,UC-6
XNR_RS14405,,Gas Vesicle
XNR_RS14475,,UC-6
XNR_RS14475,,UC-12
XNR_RS14610,,UC-6
XNR_RS14825,,UC-6
XNR_RS14825,,UC-8
XNR_RS15020,,UC-6
XNR_RS15030,,UC-6
XNR_RS16015,,UC-6
XNR_RS30845,,UC-6
XNR_RS16605,,UC-6
XNR_RS16725,,UC-6
XNR_RS16725,,UC-11
XNR_RS16980,,UC-6
XNR_RS17645,,UC-6
XNR_RS17685,,UC-6
XNR_RS17740,,UC-6
XNR_RS17905,,UC-6
XNR_RS18085,,UC-6
XNR_RS18825,,UC-6
XNR_RS18965,,UC-6
XNR_RS18965,,UC-14
XNR_RS21725,,UC-6
XNR_RS22085,,UC-6
XNR_RS22310,,UC-6
XNR_RS23185,,UC-6
XNR_RS23185,,UC-12
XNR_RS24250,,UC-6
XNR_RS25195,,UC-6
XNR_RS25880,,UC-6
XNR_RS25915,,UC-6
XNR_RS27760,,UC-6
XNR_RS28105,,UC-6
XNR_RS00645,,SGR PTM
XNR_RS02185,,SGR PTM
XNR_RS02465,,SGR PTM
XNR_RS02470,,SGR PTM
XNR_RS05905,,SGR PTM
XNR_RS05905,,Gas Vesicle
XNR_RS06830,,SGR PTM
XNR_RS07490,,SGR PTM
XNR_RS09275,,SGR PTM
XNR_RS31555,,SGR PTM
XNR_RS09290,,SGR PTM
XNR_RS09300,,SGR PTM
XNR_RS10675,,SGR PTM
XNR_RS10675,,UC-10
XNR_RS11865,,SGR PTM
XNR_RS11865,,UC-12
XNR_RS15185,,SGR PTM
XNR_RS19160,,SGR PTM
XNR_RS19305,,SGR PTM
XNR_RS19770,,SGR PTM
XNR_RS23175,,SGR PTM
XNR_RS23175,,Gas Vesicle
XNR_RS00725,,Valine
XNR_RS00730,,Valine
XNR_RS00735,,Valine
XNR_RS00740,,Valine
XNR_RS00745,,Valine
XNR_RS03405,,Valine
XNR_RS03415,,Valine
XNR_RS06805,,Valine
XNR_RS06810,,Valine
XNR_RS07025,,Valine
XNR_RS12945,,Valine
XNR_RS13810,,Valine
XNR_RS13810,,Galactose
XNR_RS20830,,Valine
XNR_RS26750,,Valine
XNR_RS26750,,UC-8
XNR_RS00850,,UC-7
XNR_RS00855,,UC-7
XNR_RS01185,,UC-7
XNR_RS01540,,UC-7
XNR_RS02285,,UC-7
XNR_RS02295,,UC-7
XNR_RS02370,,UC-7
XNR_RS03055,,UC-7
XNR_RS03255,,UC-7
XNR_RS03320,,UC-7
XNR_RS03350,,UC-7
XNR_RS03640,,UC-7
XNR_RS03790,,UC-7
XNR_RS04050,,UC-7
XNR_RS04055,,UC-7
XNR_RS05295,,UC-7
XNR_RS05675,,UC-7
XNR_RS05680,,UC-7
XNR_RS05855,,UC-7
XNR_RS05915,,UC-7
XNR_RS06870,,UC-7
XNR_RS07540,,UC-7
XNR_RS08005,,UC-7
XNR_RS08010,,UC-7
XNR_RS29645,,UC-7
XNR_RS08765,,UC-7
XNR_RS08770,,UC-7
XNR_RS08775,,UC-7
XNR_RS08840,,UC-7
XNR_RS08980,,UC-7
XNR_RS09030,,UC-7
XNR_RS29680,,UC-7
XNR_RS09040,,UC-7
XNR_RS09320,,UC-7
XNR_RS10175,,UC-7
XNR_RS10180,,UC-7
XNR_RS11005,,UC-7
XNR_RS11095,,UC-7
XNR_RS11100,,UC-7
XNR_RS11130,,UC-7
XNR_RS11130,,UC-14
XNR_RS11325,,UC-7
XNR_RS11715,,UC-7
XNR_RS11735,,UC-7
XNR_RS11795,,UC-7
XNR_RS11990,,UC-7
XNR_RS12425,,UC-7
XNR_RS12780,,UC-7
XNR_RS12785,,UC-7
XNR_RS12995,,UC-7
XNR_RS13145,,UC-7
XNR_RS13720,,UC-7
XNR_RS14655,,UC-7
XNR_RS15700,,UC-7
XNR_RS15705,,UC-7
XNR_RS16010,,UC-7
XNR_RS16065,,UC-7
XNR_RS16165,,UC-7
XNR_RS16305,,UC-7
XNR_RS16790,,UC-7
XNR_RS17575,,UC-7
XNR_RS18165,,UC-7
XNR_RS19065,,UC-7
XNR_RS19080,,UC-7
XNR_RS20060,,UC-7
XNR_RS20065,,UC-7
XNR_RS20075,,UC-7
XNR_RS21110,,UC-7
XNR_RS21115,,UC-7
XNR_RS30095,,UC-7
XNR_RS21760,,UC-7
XNR_RS21890,,UC-7
XNR_RS22105,,UC-7
XNR_RS22770,,UC-7
XNR_RS24210,,UC-7
XNR_RS24895,,UC-7
XNR_RS25240,,UC-7
XNR_RS25250,,UC-7
XNR_RS25265,,UC-7
XNR_RS25485,,UC-7
XNR_RS25995,,UC-7
XNR_RS26020,,UC-7
XNR_RS26020,,UC-14
XNR_RS26055,,UC-7
XNR_RS26155,,UC-7
XNR_RS31400,,UC-7
XNR_RS31400,,UC-12
XNR_RS26930,,UC-7
XNR_RS27005,,UC-7
XNR_RS27330,,UC-7
XNR_RS27330,,Galactose
XNR_RS27365,,UC-7
XNR_RS27550,,UC-7
XNR_RS28135,,UC-7
XNR_RS05000,,UC-8
XNR_RS05005,,UC-8
XNR_RS06660,,UC-8
XNR_RS07495,,UC-8
XNR_RS07730,,UC-8
XNR_RS08215,,UC-8
XNR_RS08220,,UC-8
XNR_RS12680,,UC-8
XNR_RS12685,,UC-8
XNR_RS13035,,UC-8
XNR_RS13645,,UC-8
XNR_RS13645,,UC-11
XNR_RS14420,,UC-8
XNR_RS15025,,UC-8
XNR_RS16465,,UC-8
XNR_RS16470,,UC-8
XNR_RS16475,,UC-8
XNR_RS18260,,UC-8
XNR_RS19330,,UC-8
XNR_RS19960,,UC-8
XNR_RS19965,,UC-8
XNR_RS20100,,UC-8
XNR_RS20100,,UC-13
XNR_RS22210,,UC-8
XNR_RS22330,,UC-8
XNR_RS23985,,UC-8
XNR_RS24510,,UC-8
XNR_RS00350,,UC-9
XNR_RS02410,,UC-9
XNR_RS04380,,UC-9
XNR_RS04690,,UC-9
XNR_RS04695,,UC-9
XNR_RS30755,,UC-9
XNR_RS07910,,UC-9
XNR_RS09200,,UC-9
XNR_RS09690,,UC-9
XNR_RS09695,,UC-9
XNR_RS10800,,UC-9
XNR_RS30595,,UC-9
XNR_RS11280,,UC-9
XNR_RS11285,,UC-9
XNR_RS11290,,UC-9
XNR_RS11295,,UC-9
XNR_RS11300,,UC-9
XNR_RS11305,,UC-9
XNR_RS12550,,UC-9
XNR_RS12550,,UC-12
XNR_RS14550,,UC-9
XNR_RS16200,,UC-9
XNR_RS16420,,UC-9
XNR_RS16420,,UC-13
XNR_RS17720,,UC-9
XNR_RS17725,,UC-9
XNR_RS18690,,UC-9
XNR_RS19680,,UC-9
XNR_RS19685,,UC-9
XNR_RS19865,,UC-9
XNR_RS19870,,UC-9
XNR_RS21090,,UC-9
XNR_RS21750,,UC-9
XNR_RS23045,,UC-9
XNR_RS24495,,UC-9
XNR_RS25705,,UC-9
XNR_RS25985,,UC-9
XNR_RS26040,,UC-9
XNR_RS28385,,UC-9
XNR_RS28390,,UC-9
XNR_RS28395,,UC-9
XNR_RS28400,,UC-9
XNR_RS28400,,UC-12
XNR_RS28405,,UC-9
XNR_RS28410,,UC-9
XNR_RS28415,,UC-9
XNR_RS28420,,UC-9
XNR_RS00630,,Antimycin
XNR_RS00495,,Gas Vesicle
XNR_RS00565,,Gas Vesicle
XNR_RS00565,,UC-12
XNR_RS02800,,Gas Vesicle
XNR_RS03570,,Gas Vesicle
XNR_RS03715,,Gas Vesicle
XNR_RS03765,,Gas Vesicle
XNR_RS03765,,UC-14
XNR_RS05910,,Gas Vesicle
XNR_RS07045,,Gas Vesicle
XNR_RS07050,,Gas Vesicle
XNR_RS07120,,Gas Vesicle
XNR_RS08400,,Gas Vesicle
XNR_RS08405,,Gas Vesicle
XNR_RS08410,,Gas Vesicle
XNR_RS08415,,Gas Vesicle
XNR_RS08455,,Gas Vesicle
XNR_RS08665,,Gas Vesicle
XNR_RS08670,,Gas Vesicle
XNR_RS08680,,Gas Vesicle
XNR_RS08835,,Gas Vesicle
XNR_RS08910,,Gas Vesicle
XNR_RS08910,,UC-11
XNR_RS09550,,Gas Vesicle
XNR_RS09575,,Gas Vesicle
XNR_RS09640,,Gas Vesicle
