,pseudogene,heat-stress,SoxL2N,fatty-acid-related,Riboflavin,niacin-transport,cold-stress,carbon-fixation,Fe-S-lipoylation,HMG-CoA,Purine,XylR-SoxM,YtrA,LysM,Phenylacetate,single_gene_1,single_gene_2,translation-1,UV-tfb3,Arginine,Pyroglutamate,translation-2,unchar-1,sulfur-assimilation,FadR-KO,Cobalamin,4-HPA,ArnRAB,single_gene_3,FadR,SoxLABCD,TCA-BCAA,UV-related,DARC,Replication,translation-related,Quinolinate,aromatic-degradation,Ammonium-Uptake,carotenoid,single_gene_4,Thiamin,unchar-3,single_gene_5,Gly-Ser-Thr
SACI_RS00005,0.018157359,-0.004032502,0.021454766,0.017211142,-0.00264246,0.030882308,-0.010209652,0.005067317,-0.015520644,-0.005039093,0.026914691,0.01017986,0.003780275,-0.014961014,0.00114239,-0.003506209,-0.000719578,0.04337968,0.003819716,-0.010738973,-0.001634532,0.007892521,-0.012623664,-0.002367156,0.006966148,-0.006324236,0.006046171,-0.002472378,-0.006190832,-0.018010723,-0.020939684,0.010492163,0.102901843,-0.006641576,0.033793081,-0.03743386,0.002817255,-0.014295381,0.011294968,-0.019027285,-0.017299777,-0.001917456,0.000183705,0.020472967,-0.016606214
SACI_RS00010,0.008170517,-0.019228106,0.003805478,0.013028809,-0.008329898,0.019745482,0.00446839,-0.003345319,-0.011892039,0.000975686,0.013251472,0.016193998,0.009385334,-0.002077519,0.004539213,-0.034314995,-0.000272193,0.035622708,-0.002298428,0.014684858,0.009984317,0.013190156,-0.01610946,-0.00650575,-0.006057907,-0.013981963,0.040123864,-0.008401415,-2.35E-05,-0.013233904,-0.017814125,-0.007637454,0.103983219,-0.024887336,0.035078757,-0.003969835,0.01599785,-0.022014728,0.005965933,-0.017778609,-0.024051859,0.011018738,0.011839688,-0.009822643,-0.038137471
SACI_RS00015,-0.020217915,0.01827158,-0.016921545,0.001663378,0.003298403,-0.001007574,0.020234419,0.008180641,-0.00639213,0.00462861,0.008918677,0.023467218,0.013221346,0.010471106,-0.003314222,0.003002323,0.009989662,-0.009445602,-0.014032,-0.031922081,-0.009495229,-0.002047384,0.006089802,0.009181994,-0.001056481,0.003806375,-0.008774266,0.014223827,0.005306908,-0.021290175,0.015215491,-0.005761543,0.012161945,0.013544077,-0.001486891,-0.012189767,0.008955068,-0.04433357,0.003142653,0.00480747,0.017681759,0.000234032,-0.007098855,-0.010832543,-0.022921862
SACI_RS00020,-0.015964124,0.014155713,-0.005739464,-0.031781228,0.003258493,-0.009697241,0.000247083,0.003691591,0.006043279,-0.019055659,-0.019630261,0.005603517,-0.006667691,0.010469218,0.006058749,-0.009109478,0.009667608,-0.006813581,-0.011298457,-0.017994899,0.010944592,-0.033727691,-0.014220707,-0.007862806,0.039447901,-0.022918771,-0.028650706,0.012523959,0.00625179,0.007083709,-0.016317067,-0.010290102,0.014175104,0.026188528,-0.006600025,0.041400951,0.016814406,0.00674693,0.014266999,-0.01946591,0.008732152,-0.005423485,-0.005472564,0.001778331,0.006126187
SACI_RS00025,0.002953386,0.030092526,-0.019713049,-0.012393384,-0.001232786,0.004908095,-0.000380521,0.009146645,-0.017438023,-0.011721904,-0.010105117,0.007224103,-0.001567953,0.003818656,0.00873187,0.011105771,0.001696405,-0.006992143,-0.003064357,-0.021610503,0.010260979,-0.002356001,-0.005861795,-0.007806147,0.004729221,-0.004647589,-0.015221004,0.008961722,-0.004219741,-0.001355245,-0.015037472,-0.018952517,0.005730599,0.022176658,-0.006974135,0.012761062,0.005960266,-0.007849715,0.012370529,-0.017204753,-0.007028071,-0.008190956,-0.007392714,-0.004902392,0.01278929
SACI_RS00030,0.013922653,0.243027124,0.001707337,0.049263225,0.048615023,-0.006679023,0.009015726,-0.010137883,-0.023802212,0.033491323,-0.047668686,-0.014767052,0.025290796,-0.035446412,0.041620786,-0.024863942,0.039754711,0.001163415,0.041546002,0.011279891,0.033587734,-0.031901583,-0.048562708,0.006600114,0.007657822,-0.011326674,-0.007897173,-0.020157351,-0.001232781,-0.010043993,0.023808796,0.024315451,-0.012942108,-0.01133244,0.009516239,0.001807872,-0.051353477,0.071423238,-0.007930967,0.009333233,0.010314764,-0.046960578,-0.018968235,0.001201343,0.025357034
SACI_RS11965,0.006447891,-0.014730896,-0.008886235,-0.003666731,0.010721432,-0.003634659,0.023042212,-0.024258606,-0.041616516,0.032163674,0.019875695,0.007626507,-0.010520214,-0.001078579,0.008618096,0.00090406,0.009356832,0.006918552,-0.010229239,0.012695819,0.006803944,-0.05568713,-0.001172275,-0.005340839,0.001235834,-0.006703378,0.009488637,0.017897022,0.016236605,0.000583799,-0.018685502,0.00490189,-0.025886642,0.008480824,-0.02070869,-0.007200022,-0.005003491,-0.018728095,0.020177316,-0.000256477,-0.004040102,-0.034201048,0.021822345,0.070560452,-0.02085894
SACI_RS00035,-0.005398309,-0.003872684,-0.001331842,-0.012354292,-0.006132546,0.001541087,-0.011811313,0.010857982,0.001236842,-0.000950247,0.004659224,-0.001022189,-0.014003393,0.004096147,0.011214526,0.015490936,-0.007669092,0.020608476,-0.011294021,0.015332529,0.006261794,-0.019210584,-0.018672239,-0.001694614,-0.00841008,0.002540854,-0.00084659,-0.001881398,0.004451657,-0.006703939,0.017174543,-0.014396825,-0.014429869,-0.008557857,-0.011713076,-0.004497326,0.003124254,0.005778685,0.002889741,-0.015588618,-0.004662315,0.0007281,-0.000422995,0.00326271,0.001719178
SACI_RS00040,-0.004388962,-0.010751879,0.004097136,-0.006542812,-0.007975716,0.006566347,-0.008647667,0.014351156,-0.006200547,0.010142789,-0.000294537,-0.001544444,-0.020704211,-0.012882135,0.005584788,0.012608492,-0.008667291,0.010858557,-0.00840745,0.013034746,-0.009969762,-0.011202305,-0.000141626,0.003037318,0.000221708,-0.001410589,0.00349585,-0.004082812,-0.004797273,-0.001562401,0.00897533,-0.009611954,-0.007541053,-0.00743947,-0.012096013,-0.005754911,0.003152402,0.005560189,0.004630352,-5.55E-05,-0.005936168,-0.003636048,0.004027252,0.001964643,0.001127777
SACI_RS00045,0.001150358,0.00204907,0.005928581,-0.012228979,0.002250485,0.015952374,-0.004255658,-0.007015242,0.000512597,0.019481257,0.002412355,0.015101967,-0.005955464,-0.002626113,-0.010345756,0.007865619,-0.007022941,-0.000936264,-0.00583705,0.007522787,-0.005600182,0.004937198,0.005366595,-0.003542584,-0.002152628,0.004702272,-0.012876143,0.013946612,-0.015261633,-0.001716162,-0.007327509,0.0147759,0.000404088,-0.003348712,-0.00888064,-0.022369705,-0.019619855,-0.007957297,0.001873459,0.004813382,-0.01004121,0.014581083,-0.00018669,0.017569092,-0.017185517
SACI_RS00050,-0.00996249,-0.013192023,-0.007218775,-0.021302226,0.001734966,-0.004804086,0.003136849,-0.012478755,0.002742345,-0.004902583,0.006531493,-0.006534955,-0.017367572,0.009160246,-0.015128804,-0.016101615,-0.000285728,-0.011327182,0.002612962,-0.015661011,-0.014422109,-0.009296328,-0.010423465,-0.005662082,-0.010092028,-0.015021467,-0.010171458,-0.013394139,-0.00390346,-0.017083161,-0.013753227,-0.000882378,0.014138756,-0.009460105,0.003170295,-0.020646483,0.01797614,0.024776847,0.008190525,0.00409019,-0.015780908,-0.017821501,-0.009283945,0.000502156,0.009405261
SACI_RS00055,-0.003221944,-0.016650782,0.000993514,0.005870222,-0.006567627,-0.005515589,-0.010500339,-0.001701057,0.001467253,-0.001221562,-0.01671406,-0.025888189,-0.034894242,-0.017081895,0.017488971,0.003214612,-0.005839102,0.005768218,-0.003573292,0.003245772,0.000263284,-0.016051229,-0.009448789,0.001365701,0.011706359,0.001787079,0.002418568,-0.00524972,-0.004654945,-0.000436201,-0.011777255,0.003727762,-0.009949303,-0.00998676,-0.007360096,-0.020556857,-0.003546737,-0.002301983,0.029115881,0.000128933,0.008807348,-0.009331502,-0.026541624,0.014242092,0.00312068
SACI_RS00060,-0.010123604,-0.001248042,0.004451415,-0.002906382,-0.004566992,-0.026987617,-0.012836504,0.017557633,-0.007282689,0.00587072,-0.001494397,-0.014971432,0.025887624,0.000206485,0.012713654,-0.018108822,-0.017818782,0.003028578,0.009257926,0.002319785,-0.012767018,-0.017708649,0.012017772,-0.002178162,0.001528782,-0.002886594,-0.017056639,-0.004789034,-0.002217165,0.002042672,0.01244849,0.00647216,-0.007657488,-0.008869874,-0.006426327,-0.021461006,-0.027704476,-0.005279355,-0.000131305,0.013661216,0.022460583,0.013819748,-0.011680163,-0.013483447,0.004406174
SACI_RS00065,0.007892256,0.003090227,0.004347514,0.005384469,0.002730391,-0.003618816,0.00366583,0.006563798,-0.007974327,0.000834758,0.000358768,0.002779141,-0.004223223,0.026279768,-0.000737086,-0.010569952,-0.01340286,-0.001683337,-0.00544472,-0.009637854,-0.011638674,-0.040456548,0.008755424,-0.003001963,0.008716337,-0.011073922,-0.017061,-0.00438517,0.007492615,-0.013268076,0.013513368,0.018825348,0.000585752,-0.023127098,-0.009407793,-0.006026751,-0.017606241,-0.004751086,0.011266607,0.000857911,-0.004214869,0.00214428,-0.012427416,-0.003808475,-0.004733725
SACI_RS00070,0.00941202,-0.004091114,0.01135615,-0.004751281,0.01754558,0.01008369,-0.0042068,0.01423615,-0.01027676,0.003978458,-0.005743754,-0.002171253,0.006278294,0.002137183,0.001510051,0.010645541,0.013119393,-0.009219264,-0.003921866,-0.014757983,-0.00968688,0.019161951,-0.015419361,0.00063863,0.010156011,0.003716254,-0.017716467,0.001715414,0.019293755,-0.009142372,-0.007193013,-0.008134884,-0.003638009,-0.001427257,0.003429766,0.012141967,9.77E-05,-0.014430949,-0.011225713,-0.010026819,-0.018466996,-0.002098751,0.004520973,-0.001027213,0.009941523
SACI_RS00075,0.024717879,-0.01012456,0.015066778,-0.007621533,0.006381368,0.011334048,-0.009561483,-0.002711069,-0.004667791,-0.000696856,0.003057933,0.000360309,0.00784758,-0.000820892,0.009897762,-0.00786038,0.002662709,0.006864241,0.001503021,-0.011584377,-0.007849129,0.010263994,-0.026840588,0.003888471,-0.007479197,0.011009072,-0.015699878,0.004068046,0.018819741,0.00626461,-0.00239631,-0.016295598,-0.007323197,-0.005999573,-0.002182737,0.021500142,-0.007265664,0.003939858,0.002733472,-0.004622936,0.005440734,-0.013550696,-0.007380858,0.011464095,0.006516614
SACI_RS00080,-0.02094946,-0.000114223,-0.001419078,-0.032250044,-0.006179428,-0.008693109,-0.040456398,-0.029862417,0.001334332,0.016919346,0.000760127,0.007543502,-0.010795621,0.0189544,0.016461789,-0.005007038,-0.013288527,-0.006656399,-0.005291763,0.00014548,-0.000392953,0.011854706,-0.013721202,0.011261965,0.002114783,0.00046487,-0.007970972,0.015610332,0.014411536,0.000288475,-0.015414339,-0.009110353,-0.023723507,-0.015225882,0.006770423,0.021559919,0.018695754,0.00348348,0.014656203,0.004937976,0.021875847,-0.020391527,-0.031715688,-0.016247488,-0.016619193
SACI_RS00085,-0.010256543,0.004584803,-0.004617014,-0.01969593,-0.00488441,-0.013332013,-0.021483412,-0.009282164,0.015286376,0.015106687,-0.004134478,0.006639507,-0.015489468,0.025911825,0.009188453,-0.005989965,0.010725448,-0.007323249,-0.011058107,-0.002869031,0.004892638,-0.013559091,-0.013304237,-0.003549212,-0.016020738,-0.002648106,-0.000306667,0.016045729,0.005642167,0.013554594,-0.005469047,0.003001645,0.00408079,-0.008825042,0.00218992,0.029540646,0.008498725,0.008159986,0.011899954,-0.006810757,0.009551446,-0.014417829,-0.020496115,-0.000490412,0.004070021
SACI_RS00090,-0.008389225,-0.008270398,-0.006689514,-0.015632412,-0.003951057,0.003458586,-0.011375236,0.002446084,-0.009355798,-0.002930294,-0.014723206,0.018139857,-0.003039293,0.00330143,0.008355729,0.006051717,0.01310934,0.01054419,-0.00503043,-0.002725272,0.012139348,-0.022898663,0.024160727,8.95E-05,-0.002630682,0.002200019,0.008258611,0.006067497,-0.009733142,0.002787882,-0.001458636,-0.001817517,-0.006350389,-0.005492382,0.010015693,0.012403399,0.001084082,0.010748152,-0.004812984,0.008794215,0.002326121,-0.003825652,-0.015478601,0.000151079,0.001242522
SACI_RS00095,-0.002651474,-0.009497353,0.002209076,-0.005009307,-0.001280415,0.001279694,-0.00590715,0.011099825,-0.001408771,-0.001813372,0.009209461,-0.005939828,-0.002533386,-0.010764185,0.00796538,-0.005444995,-0.016112255,-0.000722152,-0.010421891,-0.008098681,0.000443442,-0.004272212,0.006583264,0.00532872,-0.003142422,0.002168121,0.001472915,-0.001783291,-0.015570589,-0.000552257,-0.009931383,0.004297826,-0.01977248,-0.005814694,0.027022815,-0.005481559,-0.002999174,-0.005700946,-0.011865599,-2.38E-05,-0.003805418,-0.002714534,0.005683429,0.012630131,0.003596657
SACI_RS00100,-0.028331193,0.022055677,-0.019846557,-0.019374557,1.24E-05,-0.020775577,0.008038428,-0.004932364,0.005496701,0.035353666,-0.029570719,0.008273655,0.002698452,-0.00145691,0.003480684,-0.022053528,-0.008344423,-0.019754359,-0.018347695,-0.012257095,-0.013867749,-0.012356181,-0.015999766,-0.001050209,-0.014982767,0.011873314,-0.020871966,-0.000146961,-0.038599717,-0.026818455,0.033407762,0.003800753,0.01782363,0.002794476,0.003846249,-0.007601396,0.015231502,0.006889119,0.012932581,-0.004888466,-0.005241343,-0.034771102,0.003598336,-0.016329342,0.018288219
SACI_RS00105,0.134724401,-0.022626295,-0.003963622,-0.003520989,-0.010078393,-0.010559545,-0.012477501,-0.008594661,-0.017666873,-0.005913038,0.007651527,-0.021957581,0.038925225,0.025107547,-0.008859863,0.002596972,-0.013515536,-0.015887834,0.00756818,0.041562901,0.02827677,-0.003441269,-0.002771637,-0.01096301,0.023524349,-0.002456388,-0.000800075,-0.032841805,0.022575763,0.03465527,-0.000816302,-0.000400069,-0.012288215,0.005392675,-0.001390946,0.007092358,0.311938537,-0.00606932,0.004889105,-0.000931848,0.035292322,0.04618915,-0.050209007,-0.013017377,-0.007862209
SACI_RS00110,0.000194614,-0.002709978,-0.011134935,-0.011571138,0.002566456,0.002696612,-0.014319074,-0.002611662,0.006016204,0.002376017,0.002211049,-0.009215699,-0.01156438,0.010012148,0.011270205,0.008400019,-0.002386308,-0.017139783,-0.010576344,0.014361406,0.002976154,0.02475205,0.002048346,0.006212284,0.006223403,0.0076196,-0.010643394,0.017767765,-0.008729646,0.001782146,-0.018413079,0.003931723,-0.006439161,-0.002450049,-0.006405407,-0.00099734,-0.006163681,-0.004911577,0.009736051,-0.003626523,-0.008135282,-0.007591157,-0.014672326,0.001272326,0.007879217
SACI_RS00115,-0.007870693,0.002421727,-0.004883428,-0.01730442,-0.016156198,0.001752143,-0.01129346,-0.008185427,-0.002934375,-0.002535493,-0.010818231,0.005389701,0.008555676,0.001720613,0.009326675,0.011754043,-0.011200704,-0.001802017,-0.01264202,0.013533289,-0.008150707,0.015309812,-0.006453977,-0.006707602,0.010246417,0.013743952,0.01074268,0.003074718,-0.015852978,0.001920831,0.008511313,0.001466242,-0.01184375,0.009624239,-0.011735057,0.003291628,0.004329547,-0.00467912,-0.00813282,0.000217828,-0.001087029,-0.008415323,-0.01052314,0.011955553,0.004849985
SACI_RS00120,0.003548355,-0.007695077,0.002981898,-0.004711149,0.000201891,-0.006312438,0.008630335,0.001794644,-0.019919065,-0.029514715,-0.004755389,0.002716196,0.01192999,0.000471152,0.001303494,-0.003910995,-0.019655249,0.010301363,-0.001786422,-0.016641502,0.005865044,0.002365769,0.010781541,-0.000187677,-0.019712218,-0.003096591,0.004696753,-0.002591566,-0.000326337,-0.002709133,-0.001453772,0.00429803,0.008025053,-0.001747466,-0.004347132,0.047589836,-0.011065777,0.002020539,0.015117784,0.002604452,-0.003229684,-0.023870288,-0.02844493,0.003986223,0.003693639
SACI_RS00125,0.004804078,-0.000762556,-0.002154838,-0.02335704,0.009849371,-0.002873322,-0.011745818,0.014507534,-0.001484945,-0.012054511,-0.003582897,0.000366957,0.010506364,0.012301578,-0.004224115,-0.00569812,-0.009820704,-0.002824717,-0.006348461,-0.001340114,-0.010632148,0.009135363,0.008487361,0.004348613,0.016527409,-0.003109798,9.68E-05,0.008831903,0.001570898,0.000925414,-0.012085505,0.001828603,-0.011654106,-0.004960935,0.008173743,0.001549132,0.007926898,-0.003504245,-0.003479614,0.009947787,0.004757647,-0.006276133,-0.000640871,-0.004972966,0.00287026
SACI_RS00130,0.002385707,0.010931225,-0.021719198,-0.001226337,-0.001914728,-0.009435583,0.007221753,-0.032066973,-0.00103574,-0.014649904,-0.005294065,-0.017881246,-0.006865073,0.007001401,-0.012289733,-0.010130428,-0.03262886,-0.01156031,0.001884705,-0.001104734,-0.001454497,-0.008355017,0.029153374,0.003129156,-0.010500057,0.001855701,0.023818122,-0.011450296,-0.001196539,-0.008160312,-0.009560538,-0.010187571,0.007432505,-0.002915891,0.015667877,0.019246469,-0.007011898,-0.003404954,0.001600637,0.005471949,0.007130656,-0.014646628,0.040889536,-0.00590764,0.016717594
SACI_RS00135,-0.00553008,-0.000653126,0.004411484,-0.002231554,0.01618161,-0.001996596,-0.001978962,-0.019629071,-0.00910548,0.008175061,-0.017755775,0.00218215,-0.00702129,-0.011209446,-0.009488783,-0.00792173,-0.009165068,0.028946368,-0.008452792,0.004283951,-0.00478334,0.002913305,0.004221255,-0.003799558,0.006699318,-0.00045111,0.006362152,0.003551292,0.004341241,-0.002560279,0.007150677,0.014177212,0.000555151,-0.004518947,-0.000782037,-0.01708348,0.008252798,-0.011771299,-0.01934483,0.022997796,-0.021641947,0.003407439,0.027836284,0.003609222,-0.012651463
SACI_RS00140,-0.020542776,-0.014548624,0.010408516,-0.020267009,-0.000159431,-0.002994852,0.00070301,-0.0108593,0.008086032,0.006852056,0.007533958,0.008073493,-0.007679128,-0.004966277,0.005809261,-0.031921122,0.002337649,0.008100195,0.001151312,0.008319487,-0.014319857,-0.011788544,0.002651496,0.001346778,-0.006404423,0.004990268,0.01225681,-0.003754869,-0.0194949,-0.003305133,0.011834108,0.025786664,0.001948204,-0.03268372,-0.001079379,0.00189309,0.019098592,0.013968746,0.003000271,0.006325818,-0.002596856,0.002769541,-0.008488051,-0.000346946,-0.009481226
SACI_RS11510,-0.001272332,-0.004686107,-0.00283254,-0.006646969,-0.001983463,-0.007205453,0.004268123,0.014856572,-0.001267745,0.004482676,-0.006225306,-0.006721216,0.004568885,-0.007232333,0.00269384,0.005084661,0.005418374,-0.007500283,-0.007651893,-0.000761288,0.005969006,0.011630181,0.001016511,0.002111358,-0.00718695,0.000635614,-0.007921873,-0.010003878,-0.01781901,-0.005001933,-0.015616552,0.004378908,-0.011053722,-0.012281348,-0.003065498,0.003657792,0.008026257,0.007595883,0.004425066,-0.014277533,0.004856416,-0.000589409,-0.006701273,-0.001298272,0.014504538
SACI_RS00145,-0.012386718,0.005520527,0.000915357,-0.012176738,-0.001933846,-0.013040879,-0.002365897,0.011001986,0.003331798,-0.000988882,-0.021409848,-0.002580897,-0.006149059,0.007715782,0.003887653,0.01346307,-0.015487458,-0.021385791,-0.004095649,0.01196694,-0.006301976,-0.017832302,0.029117503,-0.002720015,0.022091991,-0.018291336,-0.011739356,-0.008935358,0.001920483,-0.000751086,-0.01346478,0.003698383,-0.018932358,-0.017234302,0.002014418,0.041590356,-0.001167689,-0.010028726,0.010659447,-0.021491773,-0.002234262,-0.010474929,0.049177021,-0.011561984,0.027771957
SACI_RS11515,0.00204248,-0.005187652,0.034318355,-0.005820336,0.038928396,-0.000352702,0.001577281,0.01163053,0.005760268,-0.032812861,0.003719157,0.011553371,0.002878093,0.048280664,0.017367722,0.058522928,0.027156366,-0.003331696,0.009854018,0.000584816,-0.03522428,-0.010293368,-0.002344295,0.019091859,0.000376514,-0.038575254,-0.003656747,0.010105207,0.0379092,0.023695911,-0.029798184,0.010272525,-0.011131657,-0.034156498,-0.014075526,0.007933635,0.017327323,0.018757971,-0.001191457,-0.008360339,0.001427312,-0.00820391,-0.015559869,-0.002806121,0.020029431
SACI_RS00150,-0.009363521,-0.003330311,0.020795368,-0.005247506,0.007251808,-0.007261104,-0.004832007,0.002003662,0.007416911,0.019863054,0.00150135,-0.015845563,-0.000188635,-0.010618522,-0.02103981,0.019803352,-0.006517424,-0.025020407,-0.011609379,-0.024098308,0.004566427,0.006740432,0.012923176,0.017666758,0.004136338,-0.015298358,-0.010986922,-0.002495446,-0.012632043,-0.034208844,-0.037352707,0.015440417,0.001735034,-0.00632333,-0.011510685,-0.0020971,0.016401687,-0.004278731,0.018640961,-0.009848073,-0.005892673,-0.00624903,-0.021991656,0.006328295,0.009271308
SACI_RS00155,-0.002833366,-0.018652067,-0.011372178,-0.010688116,-0.001397931,-0.004712334,-0.004172689,0.024983969,-0.011061908,-0.00273926,-0.018687416,-0.001684062,0.000223248,0.002631833,0.013120822,-0.012889124,0.004001292,0.018230541,-0.001690025,0.00156297,0.007678359,-0.013617455,-0.008273899,-0.00056175,0.005708242,-0.016367752,-0.010759635,0.001774209,0.006237202,-0.008482338,-0.008237877,0.002262253,0.00358993,0.009258465,-0.002354491,-0.007259972,-0.00429332,0.01039267,0.00379483,0.002591063,0.017811407,-0.005422079,0.003628323,0.003888542,-0.001689433
SACI_RS00160,-0.00462166,0.003006446,-0.012650724,-0.007861526,-0.014138837,0.002235081,-0.012685533,-0.004706856,-0.009639695,0.002292476,-0.008844772,0.011599648,-0.021992556,0.001247076,-0.000334651,0.013268895,-0.010125131,-0.003335594,-0.011244443,0.004584114,-0.005454786,-0.026537582,0.000269004,-0.001446518,-0.008212708,0.010200214,-0.006862068,-0.003009865,-0.014181913,-0.013583338,0.02410424,0.013392777,0.008681109,-0.018424456,-0.009070922,-0.023946879,-0.004817888,-0.001552885,0.000710235,0.001730633,-0.000278204,-0.005727451,-0.006528859,0.009562739,0.017874559
SACI_RS00165,-0.010920852,-0.008414854,-0.001159012,-0.010725505,-0.013514339,0.003609871,0.003841735,0.021117367,-0.006605701,0.02291477,-0.00237589,-0.010268473,0.008035772,-0.013262487,0.009241261,-0.010910029,0.003451754,-0.021620966,-0.008799376,-0.021252792,0.005579108,-0.003735422,-0.004019243,-0.014248878,0.009261991,-0.009984957,-0.000416109,0.009019362,-0.008718345,-0.001321796,-0.01153307,-0.01981836,-0.010084215,-0.014496875,-0.016179945,-0.009280207,0.006701424,-0.005010179,-0.016419451,0.011668089,0.005391748,0.004510153,-0.01438814,0.011821971,-0.012803107
SACI_RS00170,0.005462948,0.003708929,-0.024626574,0.014698455,2.72E-05,-0.014897238,0.013030492,0.013062982,-0.025903595,-0.001955797,-0.024830512,-0.014973308,0.003928915,0.009506825,0.014175389,0.021075219,0.007808295,0.007377495,-0.010077886,-0.01402882,-0.001786523,-0.017490574,0.022948472,-0.032844705,0.029743566,-0.010833508,0.005134995,-0.011171746,-0.009962635,-0.029568495,0.00773146,-0.015873904,0.004346804,-0.013572219,-0.000910251,-0.011343367,-0.006332564,-0.023206353,-0.010479869,-0.016294482,0.003910588,0.000137637,0.009199964,0.008001402,-0.006127965
SACI_RS00175,-0.006406999,-0.002960373,-0.015721837,0.00132321,-0.010318492,0.000621748,-0.014596831,0.01005665,0.001021326,-0.023575623,-0.013401059,-0.016758821,0.001455176,-0.00143965,0.002895919,-0.00037712,0.004139665,0.012857804,0.012425959,-0.00423036,-0.011860618,-0.005603632,-0.016917346,-0.001166949,-0.010107105,0.009742142,0.003783913,0.001104019,-0.014789363,0.003859822,-0.000995413,0.000810853,-0.002541584,-0.018554007,-0.001792098,0.000220965,0.001264365,0.005795218,0.027563344,-0.013396881,0.001658564,-0.012356973,-0.032739932,0.008647556,0.00574265
SACI_RS00180,0.00388767,0.012049782,-0.007174675,0.018433006,-0.006429354,0.014496261,-0.002169941,-0.00349001,-0.003201623,-0.023528711,0.004117702,-0.023365409,0.010426029,-0.00380721,0.005758272,-0.00645678,-0.00977834,-0.01285793,0.005392905,-0.013962531,-0.003989766,-0.003204282,-0.002781386,0.001896691,-0.008781276,0.012882427,-0.010820798,0.000926046,-0.005748312,0.005343099,0.004343202,0.002543534,-0.003960708,-0.014919723,2.34E-05,-0.001975376,-0.005907846,-0.002547571,0.02973252,-0.006452423,-0.016773063,-0.000592156,-0.025744107,-0.000499486,0.021106422
SACI_RS00185,0.003976452,-0.001621618,0.007539624,0.006312024,-0.001260242,-0.007588019,-0.006175508,0.005014172,0.001099573,-0.000378328,0.003952936,-0.005384189,-0.00367799,-0.012953268,-0.003463304,0.017115704,-0.016375914,-0.022323426,-0.011074921,-0.018065426,-0.010845422,0.003823373,0.006327668,0.0048355,-0.011034452,-0.00892344,0.00400623,-0.012224082,-0.008416966,-0.009380376,-0.005095113,-0.006529463,-0.008384251,-0.005292414,-0.006571159,-0.012329604,0.00725991,-0.017136983,-0.002550699,-0.014149953,-0.020906493,0.002810263,0.019358305,-0.000540059,0.018905401
SACI_RS00190,-0.006360478,-0.001044838,0.015213691,-0.018433754,-0.000205227,-0.018710051,0.00124738,0.01054441,0.005400768,-0.024289881,0.001315122,0.00658923,-0.014620219,0.016700881,-0.004287253,-0.019179776,-0.021815262,-0.018328661,-0.016625163,-0.006601096,-0.000730539,-0.003358297,0.001535321,0.000548271,0.003900587,0.0035871,0.007353022,-0.002228998,-0.019338395,-0.032494342,-0.000430227,-0.003888729,-0.014156555,0.006452301,-0.01228625,-0.014346735,-0.009079798,-0.009922238,0.007521332,0.007478751,-0.002381426,0.012706305,0.000338482,-0.006177904,0.035041172
SACI_RS00195,2.38E-05,-0.01459651,0.000623156,0.031722661,0.014377847,-0.046739758,-0.008827465,0.090102744,-0.005937611,-0.008485206,-0.013713383,0.000814918,0.094740337,-0.018358927,-0.0268983,0.00148002,-0.009564804,0.003630578,-0.002885142,0.019066842,-0.004125604,-0.011127888,0.004672499,-0.00206702,-0.003822493,0.007950742,-0.025767668,-0.026293413,0.025433571,-0.000258301,-0.027228563,0.082810694,-0.008131339,0.003441779,-0.045453061,-0.000990502,-0.028809522,-0.010256231,0.055789947,-0.044608123,-0.002477411,-0.005748109,0.010695873,-0.046705056,-0.06881117
SACI_RS00200,-0.000945049,0.007216394,-0.01888967,0.003083325,-0.017544218,-0.00863385,-0.007329709,0.037351265,-0.026842506,0.012823362,0.00440592,0.013664417,0.001985888,-0.004257686,0.001898684,0.005012531,0.011205829,-0.026542148,-0.004700499,-0.002129537,-0.009799747,-0.004197452,0.01148836,-0.013683542,-0.009976044,0.009353016,-0.015523381,0.004971005,0.015250259,0.005956206,-0.01813086,0.004348144,-0.01730204,-0.011229704,0.001034241,-0.002415282,-0.012178453,-0.008395257,0.007113679,-0.007045209,-0.016331359,0.002638789,-0.004024867,-4.70E-07,-0.011433563
SACI_RS00205,0.003194624,0.000146632,0.007044782,-0.01606521,0.034599381,-0.00696927,-0.011458898,0.007298799,0.010770479,-0.006091739,0.000585266,-0.003612604,0.016134915,0.007534205,0.00251337,-0.004542249,0.003262332,-0.009035162,-0.010007059,-0.012603342,-0.003563708,0.09667243,0.002431573,-0.008930334,-0.00114585,0.010623665,0.009194935,0.000359648,0.003507478,-0.004232711,0.024867802,0.015954604,-0.005860183,0.027746097,-0.007945017,-0.029845415,0.009033464,-0.011083676,0.008109794,0.019126302,-0.006715776,-0.003512738,0.001986237,0.020334062,0.010689586
