,pseudogene,heat-stress,SoxL2N,fatty-acid-related,Riboflavin,niacin-transport,cold-stress,carbon-fixation,Fe-S-lipoylation,HMG-CoA,Purine,XylR-SoxM,YtrA,LysM,Phenylacetate,single_gene_1,single_gene_2,translation-1,UV-tfb3,Arginine,Pyroglutamate,translation-2,unchar-1,sulfur-assimilation,FadR-KO,Cobalamin,4-HPA,ArnRAB,single_gene_3,FadR,SoxLABCD,TCA-BCAA,UV-related,DARC,Replication,translation-related,Quinolinate,aromatic-degradation,Ammonium-Uptake,carotenoid,single_gene_4,Thiamin,unchar-3,single_gene_5,Gly-Ser-Thr
SACI_RS07035,0.009544902,-0.011261247,0.004854314,-0.01120877,-0.012007463,0.02961871,-0.014200212,-0.001904148,-0.004054856,-0.010340805,-0.011993245,0.001953906,0.015445907,-0.034516892,-0.021569772,-0.011179656,-0.013898156,0.006661495,-0.003543747,-0.010608055,-0.00165959,-0.00186483,0.005195787,0.003227131,0.008868219,0.008324368,0.008458118,0.004044086,-0.012717964,-0.00537392,0.010769434,0.004287808,0.019321703,-0.004146317,-0.017646243,0.00523392,0.010406657,-0.013972933,-0.013777544,0.035239543,-0.004224323,-0.010496993,0.002868952,-0.016329047,-0.006339039
SACI_RS07040,-0.011247851,-0.003597082,-0.007888806,-0.009312588,-0.028581913,-0.010144784,0.00602202,-0.016945173,-0.016803605,0.002160137,-0.007904783,-0.004651022,0.003417782,0.006375943,-0.015854138,0.001061491,-0.012745961,0.015671429,-0.014949307,0.05230524,-0.003076833,-0.00484984,0.008091212,-0.040583802,0.012209397,0.018187645,-0.04280616,0.02651075,0.007468254,0.016184008,-0.006507431,0.003701221,0.001962497,-0.001653584,-0.005598665,0.00750708,-0.005848687,-0.017188865,-0.030989032,0.019983107,-0.018022176,-0.019946211,0.072005419,-0.019557548,-0.017661604
SACI_RS07045,-0.001415203,-0.017594321,0.005228002,-0.002340576,0.015864626,-0.008841744,-0.016206858,-0.003404916,-0.006171698,0.014800954,-0.006173532,-0.012416391,-0.00683059,0.004031357,-0.005682136,-0.002685615,-0.00698346,-0.002410491,-0.010056728,-0.01042186,-0.002490445,-0.000557682,0.008701708,0.00708287,-0.003214391,0.005927059,0.019258306,-0.013406226,0.018747487,-0.004835516,-0.006362857,0.002091386,0.002117914,-0.010562163,0.001852407,-0.009434853,0.002147892,0.012304964,-0.00341803,0.000760566,0.008117082,0.012517473,0.032549112,0.013887326,-0.000723868
SACI_RS07050,0.004038771,-0.023761976,0.012746703,-0.010555762,-0.001579328,-0.013863145,-0.008780744,0.000955577,-0.005765509,0.028297276,-0.009542906,0.004407668,-0.008197452,0.01652446,-0.007148596,0.006321515,0.017772996,-0.023810564,-0.005814797,-0.011182073,-0.006831165,-0.033974446,-0.013194316,-0.004183965,0.018412133,0.001027948,0.019066458,-0.027306209,0.004958885,-0.01078794,-0.011421963,0.021125906,0.030091525,-0.030600305,0.034092579,-0.018297037,-0.011644142,0.022743231,0.0067297,0.013855744,0.006805605,-0.006139906,-0.014753122,-0.002484068,-0.008824149
SACI_RS07055,0.008539941,-0.00640159,-0.003476142,-0.003420921,-0.005901706,0.006210088,-0.014284459,0.024910489,-0.004745573,0.006773458,-0.018487907,-0.012411487,-0.004345027,0.000894045,0.004108369,-0.003213349,-0.010706199,-0.010381121,-0.009260208,0.009912617,0.004003538,0.02681179,-0.002721771,-0.009952029,-0.000654008,0.001626277,0.000713169,0.001850994,-0.001586192,-0.001190782,0.003762555,0.012186645,0.021216368,0.001149902,-0.012723678,-0.016025087,-0.008560238,0.001970138,-0.009414518,0.008705061,0.007762121,-0.002178858,-0.004282108,0.004458864,0.00572202
SACI_RS07060,0.004490078,-0.009868728,0.014460564,0.005393776,0.000693113,-0.015902252,0.003364632,0.013412915,-0.010508192,0.009575275,-0.008340819,-0.015107261,0.001034678,-0.003548849,-0.002619686,-0.009347462,-0.006531138,-0.026682015,-0.005987342,-0.017657787,-0.001897214,0.017744797,-0.010196212,-0.002055879,0.003053769,0.00584818,0.009866737,8.61E-05,-0.002188379,-0.000506447,-0.015177355,0.01115797,0.005352685,-0.002381253,-0.004337204,-0.008745645,-0.013617277,-0.014504521,-0.017402108,0.008336313,-0.010446632,0.004952443,-0.007020802,0.007892864,-0.002103547
SACI_RS07065,0.000999663,-0.011718696,-0.023924401,-0.00394067,0.02487477,-0.020421102,0.006477741,0.006887159,-0.002927372,0.003770271,-0.027833237,-0.014320566,-0.013472453,0.001589549,-0.00571985,-0.008100549,-0.024817511,-0.008340653,0.009791215,-0.008208303,-0.002298967,0.013410642,0.000659122,-0.006225009,-0.005300502,-0.001441536,-0.023367257,-0.007025726,0.005455712,-0.004439419,0.002351768,0.005840423,0.010559198,-0.004807826,0.015445048,-0.007506924,-0.010876703,-0.007165505,0.008334576,0.07811788,0.001886866,0.006531431,0.008047857,0.008862848,0.005883773
SACI_RS07070,-0.008904389,0.009411213,-0.029367951,-0.018908815,-0.0162147,-0.003756432,0.006357063,0.004759737,-0.000669276,0.001463334,-0.004978256,-0.005267388,-0.017608107,0.019623021,-0.002944485,-0.007218881,-0.000148147,0.005553225,-0.00377738,-0.007618396,0.000161511,-0.013994751,-0.013269712,-0.009550577,0.01225419,-0.007817328,-0.005732592,-0.012130417,-0.005859484,-0.010255186,0.027102297,0.013454557,-0.007493206,0.012508468,-0.007853475,0.005477311,0.00158443,0.005094026,0.001238127,0.005442096,0.017656665,-0.015196059,-0.007644337,-0.000615951,0.01639208
SACI_RS07075,-0.020094573,-0.024522158,-0.033234552,-0.01782344,0.014640176,-0.011309447,-0.011601298,0.034056192,-0.00661648,-0.026168804,0.014450555,-0.022141896,-0.007802664,-0.012025865,-0.030477246,0.032337415,0.003497114,-0.009434664,-0.002391761,0.006357482,0.010434516,0.055908176,0.011771433,0.007162127,0.002838894,0.007732885,0.007314707,-0.000909557,-0.015011893,-0.022422066,-0.029776334,-0.021552306,-0.01689867,-0.011547771,0.016384029,0.004926055,0.010849886,-0.022669014,0.215235696,0.013516174,-5.47E-05,-0.00547706,-0.006876978,-0.02613582,-0.026099238
SACI_RS07080,0.00514418,0.013849183,-0.034610291,-0.00224947,-0.000712038,0.000362954,-0.00852474,0.033835755,-0.016698975,-0.019716959,-0.021898516,-0.009423185,-0.002410043,0.00608138,0.013330323,0.008276994,-0.023093026,-0.006625187,0.001047916,-0.016906587,0.015017312,0.003988295,-0.00108399,-0.009429616,0.001869105,0.004258075,-0.006403527,0.005056533,-0.005353301,-0.012212162,0.041142363,0.002064705,0.01232952,-0.015339822,-0.005999341,0.007065993,0.011597496,0.004737262,0.038340481,-0.000113693,0.003841694,-0.017983635,-0.020151732,0.014431384,-0.016643663
SACI_RS07085,0.009116971,0.009220209,-0.040226306,-0.001193572,0.001211028,-0.003698476,0.006706184,0.026255383,-0.011558124,-0.025782312,-0.020895544,-0.019964323,0.004411809,0.00940572,0.0207031,-0.001530934,-0.006532217,0.009330284,-0.001012513,-0.009389587,0.014190763,-0.009813444,-0.013740733,-0.014315887,0.006050034,-0.006712165,0.000152133,0.004122473,-0.008687752,-0.009285508,0.043332826,-0.00901263,0.015721751,-0.007145558,-0.01294978,0.000263815,-0.001613809,0.001762717,0.036934313,-0.014521758,0.00409719,-0.012097717,-0.005114896,0.005765599,-0.010777594
SACI_RS07090,-0.005441071,-0.015003846,-0.009749092,-0.009270464,-0.001769604,-0.0110829,-0.012829178,0.001423338,-0.000734584,0.000218095,-0.001342412,-0.024012057,-0.002560589,-0.009520899,-0.006263763,-0.005936841,-0.002876252,-0.010716095,0.005378885,-0.012940005,-0.002705626,0.009578957,0.023411839,0.002985687,0.011744763,-0.010400393,0.006723602,0.000902035,0.019420096,-0.013365135,0.003172642,0.00701211,-0.003929427,-0.003967096,-0.007739306,-0.006004187,-0.001089294,0.012081969,-0.002104094,0.003342132,0.006738202,-0.017178565,0.0146574,-0.00327557,0.000542992
SACI_RS07095,-0.004138199,-0.00764671,-0.000126362,-0.008453831,-0.014782883,-0.004876479,-0.004865442,-0.008464753,0.005024269,-0.004301554,0.000613491,-0.007096257,0.004051064,0.013750409,-0.004831487,0.007200469,0.007764389,-0.015132496,0.002106708,0.016324182,-0.011794966,0.015407985,-0.002007616,-0.005647451,0.012197307,0.002304424,0.009128479,0.002680824,0.001969754,0.005713788,0.005759796,0.00757867,-0.004712311,-0.011496266,-0.011046619,0.004134577,-0.001869947,-0.001661939,-0.010662776,-0.022702795,0.021088711,0.002078205,-0.003712582,-0.016154444,0.00965261
SACI_RS07100,-0.00217214,0.003189174,-0.004727104,-0.001344968,0.007187526,-0.009632617,0.004825169,0.014202737,-0.002941379,-0.006821901,-0.006535887,0.001955889,0.003799043,0.012652566,0.000188206,0.006543061,-0.018185995,-0.009760134,-0.006229378,-0.008369185,0.010351785,0.008181309,0.014980071,0.004034431,-0.00169401,0.00858697,-0.004175963,0.007905876,-0.005127395,0.000648227,-0.009317244,-0.008212638,0.01509906,-0.010048119,-0.001294877,-0.003906263,0.003543911,-0.002148144,-0.004120255,0.014736413,-0.021275122,-0.004026001,0.01047816,-0.006972443,0.002851705
SACI_RS07105,0.003634578,0.002699636,0.003806578,-0.001056718,0.005477274,-0.006561494,-0.003534847,0.014906156,-6.88E-05,-0.008960633,-0.001612932,-0.002508981,-0.00249871,0.012356753,0.005184035,-0.001636019,-0.01470138,-0.008327632,-0.004385049,-0.013399709,0.00948611,0.011869876,0.000585074,0.00303313,-0.00086431,0.004330541,-0.006672319,0.005877537,-0.007146082,-0.001573987,-0.00879096,0.000324489,-0.002910703,-0.004074345,0.000483666,-0.000575011,0.00028443,-0.005316989,-0.004567611,0.009531305,-0.006744806,0.001700157,-0.006327463,-0.008041617,0.004294532
SACI_RS07110,-0.020337769,-0.009636565,0.000982168,-0.013046529,-0.027968364,-0.02546187,-0.003210693,0.004460423,0.011302578,-0.02008741,-0.011177899,0.002457594,0.002367129,0.002985975,0.025087397,0.021616221,-0.011468721,-0.010652305,-0.004142641,0.007770757,0.01198807,0.000859579,-0.001791601,-0.004868248,0.011186794,0.012755882,0.00073268,0.004095159,-0.00839441,-0.003498504,0.004848439,0.00100236,0.004905427,3.30E-05,0.143621722,-0.014529233,-0.011061146,-0.01165112,-0.029887598,0.005371272,0.017030311,-0.010661268,-0.004524533,0.009951322,0.002551787
SACI_RS07115,0.004843486,0.003608081,0.004694249,0.004967852,0.006202973,-0.016268162,0.011785447,0.022643812,0.001473423,0.007507971,-0.006334288,-0.028249042,0.001884321,-0.002543986,0.019563919,0.00205264,-0.007285671,0.001994887,-0.001870846,-0.000722967,0.017234209,-0.010532336,-0.010001621,-0.010486373,-2.46E-05,0.01275528,0.009526247,0.000868918,-0.003308468,0.007607322,-0.004895656,0.002346265,-0.00619118,0.004559285,-0.00988801,-0.006593212,-0.007302072,-0.01273847,-0.009082078,-0.004623839,-0.009651438,-0.000914546,-0.010205339,0.01544513,0.008645571
SACI_RS07120,-0.004006231,-0.008857558,-0.000735329,-0.002886256,-0.031495897,-0.006463372,-0.00109366,0.005803882,-0.014071011,0.015538244,-0.007537335,-0.024647104,-0.005781619,0.008341581,-0.003420273,-0.006686087,0.020375949,-0.005313302,-0.002787981,-0.001449344,0.009193147,-0.031520208,0.006052195,-0.011943147,0.004934514,-0.005332371,-0.002857068,-0.014432597,0.003392915,-0.005172467,-0.008694986,0.031411808,0.018282141,-0.007676635,0.000685896,0.000935004,-0.013467895,-0.009657004,-0.015277894,0.009805749,0.004051773,-0.016746338,-0.003312843,0.00709278,-0.004134293
SACI_RS07125,-0.015330181,-0.00936506,-0.018429536,-0.000680024,-0.011751003,0.001075816,-0.003567611,0.004625815,-0.011465235,0.011815722,-0.012680389,0.010761741,0.004412344,0.006664139,0.003071791,-0.009919501,-0.01785783,0.006444254,0.179359414,0.009499803,-0.007766387,0.011419626,-0.017928383,0.007324197,0.004190773,0.002386563,0.00512841,0.005812458,0.00474847,-0.005665949,0.006274271,-0.004486847,-0.018624763,-0.006007266,-0.011291388,0.000957309,0.011139823,-0.004077142,0.006395087,-0.052641033,0.007636859,0.000310618,0.003015946,0.014943237,0.001636394
SACI_RS07130,0.000342607,0.01175435,-0.019113898,-0.006809154,-0.006555563,-0.002844136,-0.004562048,-0.006599199,0.009084839,0.004974706,0.021498024,-0.021473482,0.003963305,-0.003144736,0.016914677,-0.025095236,-0.003425467,-0.012401361,0.261555784,0.009806826,0.010192364,0.028652313,0.02045242,0.004095947,-0.002738169,-0.004393828,-0.005393593,0.003616204,-0.015040148,0.009744883,-0.002268741,-0.003119226,-0.008521052,-0.000370242,0.004912382,-0.00417185,0.015858738,0.007467344,-0.011348095,0.031992933,-0.019880617,0.001051512,-0.005517558,-0.01843357,-0.004323805
SACI_RS07135,-0.008713011,-0.006933789,-0.011635683,-0.004932898,0.00500148,-0.009342039,0.003444142,-0.005563124,-0.006502057,0.012967344,0.006630175,-0.000616644,0.000100883,-0.010786926,0.001328976,-0.010499814,-0.040023027,-0.001089208,0.189187144,-0.020273256,-0.005899979,0.021722239,-0.001434768,-0.000680998,0.002500178,0.011792152,0.01019792,-0.009648728,0.015843222,0.002577233,-0.012213342,-0.002188744,-0.007654291,-0.001608839,-0.003994898,0.011571527,0.013951389,-0.000707017,-0.013272959,-0.011452189,-0.013523389,0.01203284,-0.012156687,0.026466705,-0.000373369
SACI_RS07140,-0.021017579,0.041502242,0.009084596,-0.012455076,0.011928809,-0.009177663,0.010425776,-0.030240029,0.001350584,0.004600705,0.063381219,-0.038337398,0.01736025,-0.006435987,-0.005547451,0.030771289,-0.017243109,-0.016175002,0.275792305,-0.002667182,-0.000471328,-0.00527525,0.030322169,-0.012466355,-0.001217677,0.013285254,-0.014753043,0.000408633,0.002490277,-0.00712591,-0.033894712,-0.013891306,0.026400768,0.018213831,-0.011525979,-0.022464428,0.009349682,-0.011573256,0.002632345,0.100222855,-0.019173553,-0.006253849,0.0171708,0.00856381,-0.028719736
SACI_RS11670,-0.036619361,0.00808147,-0.008319888,-0.013597413,-0.005307943,-0.010535518,0.004877681,-0.00351025,-0.003635226,0.006059873,0.001856935,-0.017757904,0.004433018,-0.007937675,0.004290613,-0.002387709,-0.030945449,0.004603442,0.214154409,-0.000615511,0.003387174,-0.00744933,0.010054369,-0.000511404,-0.000717962,0.002536355,0.013990421,-0.002103783,-0.012796328,-0.000343141,-0.013932989,-0.012109606,0.007501287,0.015030387,-0.018355913,-0.007091332,0.019705235,-0.019369514,-0.011299699,-0.000974444,0.007338838,-0.024521084,-0.002158307,0.004678812,0.026766235
SACI_RS07145,-0.002765462,-0.004398522,0.000935091,-0.001379627,0.003746634,0.012895005,-0.004649749,0.008696441,-0.018459673,0.003995899,0.010148712,0.013238587,0.016670135,-0.013444787,-0.026348279,-0.011653221,0.006318003,-0.011699003,0.064265711,0.017537817,-0.015742454,0.002137268,-0.028329097,0.006675745,-0.000342213,-0.001439818,0.010373661,0.016306115,0.004657428,-0.020854623,-0.009478052,0.002875259,-0.012928288,-0.00783854,-0.011811959,-0.0122833,0.000636677,-0.006360506,0.001999944,-0.020849024,0.008097378,0.020266229,-0.00766823,-0.005359171,0.006815018
SACI_RS07150,-0.00022562,-0.014673327,0.001663744,-0.003793006,0.016911832,-0.009840937,0.006449503,0.007249642,-0.021978521,-0.001573571,-0.015452103,-0.002210757,0.011120813,0.032756971,0.005524829,0.012873146,0.009146312,-0.017248561,-0.000540484,0.00012396,0.000251843,-0.007356975,0.0133105,-0.015615627,0.001656052,-0.007077472,-0.016629441,-0.013520095,-0.000635004,9.67E-05,0.007806258,0.008595495,0.027869103,-0.023825027,-0.006317913,-0.000517298,-0.023347223,0.006209827,0.005068653,0.006760334,-0.002967234,-0.010871207,-0.014709476,0.011348968,0.002598822
SACI_RS07155,-0.0087526,0.00575367,-0.012594932,-0.003247802,0.002288664,0.00813403,-0.008193366,0.008573301,-0.008023051,-0.007703624,-0.003950321,-0.005261766,-0.009233563,0.005750218,-0.001642206,0.00942483,-0.003850587,-0.006807193,-0.013372424,0.001282318,0.009409934,-0.019184447,0.021993955,0.010244153,-0.000349648,-0.00159574,0.000651913,0.014988357,-0.001916463,0.003575224,0.011498187,0.00746655,0.008649426,-0.008753037,0.00510597,0.002885115,-0.004176973,-0.00636674,-0.00278851,-0.001796853,-0.012442585,-0.008593445,-0.007982656,-0.004786456,-0.001083037
SACI_RS07160,-0.009586005,-0.003010008,-0.007993447,-0.003608278,0.018583501,-0.012074237,-0.013739622,-0.013098376,-0.010652238,-0.002910593,-0.017362923,-0.001823644,-0.017812544,-0.007247962,-0.009422754,-0.010401156,-0.019755415,0.010855397,-0.00023431,0.011852882,0.002301838,0.015743473,-0.005573084,-0.004565528,-0.007289228,-0.00523598,0.003614287,0.001529719,0.007929578,0.001893436,0.011652716,0.013222543,-0.001885513,-0.007824359,0.026237401,-0.01327141,0.005241007,-0.007681424,0.010624166,0.027395596,0.010351996,0.005024705,7.66E-05,0.005208123,-0.004388102
SACI_RS11675,-0.013985947,0.011622922,0.004118721,-0.021607675,-0.011431592,-0.002516434,-0.021173606,0.004230295,0.007687975,0.006265408,0.035404127,0.001496044,-0.009233498,0.020086422,0.002248072,-0.002129904,-0.00774078,-0.027060314,-0.003388013,-0.025562947,-0.016830451,0.028141835,0.004888152,0.007336013,0.010740127,0.007201403,-0.014210013,0.002242421,-0.017342215,-0.009176422,-0.001444964,0.005929319,-0.017005213,0.015875921,0.004016254,0.003215761,-0.005120131,-0.008676252,0.004439082,0.001080232,0.002730293,-0.014770069,-0.003874436,0.010146238,-0.003407828
SACI_RS07165,-0.007785084,0.007273737,-0.002448048,-0.01379314,-0.004062579,-0.003716054,-0.012959494,-0.000568104,-0.003774885,0.005026158,0.027080334,0.015579947,-0.002997289,0.008937962,-0.005689095,-0.005166527,-0.005700481,-0.0150585,-0.001815052,-0.008105663,-0.003503288,0.004671536,0.006515356,0.00683203,-0.011698034,0.004221267,-0.02181685,0.005584731,-0.02302305,0.003778504,-0.000234105,-0.002345389,-0.009876547,0.011459154,0.009880882,-0.001288651,-0.003344537,-0.00834652,-0.001727029,0.012624843,0.001294518,0.001661596,-0.003242056,0.006350811,-0.003008699
SACI_RS07170,0.01530799,-0.011702258,0.010749187,-0.007450674,0.007433077,-0.000823654,-0.008924309,-0.001858398,-0.007520466,0.005975116,6.31E-05,-0.007451591,0.014295483,-0.007845655,-0.006487038,-0.007990395,-0.00070975,0.002717727,-0.007604069,0.002045321,-0.008473553,-0.020795994,-0.000957135,-0.001242397,0.002541451,-0.004052942,-0.004372092,-0.00892134,0.001979102,-0.013881081,-0.009560878,-0.003297686,0.008172881,-0.005093873,-0.004188517,-0.010301536,-0.001918621,0.001952846,0.00171461,-0.015741697,-0.00559397,-0.010624028,0.018010332,-0.005143664,0.003828037
SACI_RS07175,-0.007811718,-0.000387732,0.007157511,-0.009413539,-0.004288226,-0.009199748,0.00754046,0.001287892,0.001998135,0.001499556,-0.002606946,-0.008597118,-0.013992478,0.003823601,0.004912848,-0.004863883,0.013964861,-0.009193916,0.001937711,-0.010281459,-0.003990372,-0.016485458,-0.003335108,-0.010605941,0.003144359,-0.011646979,0.004280332,-0.001727602,-0.006482852,-0.005096714,-0.014745153,-0.008223918,0.000452233,0.002772024,0.140531464,0.000669436,-0.007952024,-0.007922002,-0.006706141,0.008319482,0.007999939,-0.000100901,-0.009957101,-0.005295943,0.005625231
SACI_RS07180,0.016101628,-0.00775738,0.006753721,-0.007478213,-0.009424402,0.031374579,-0.001199824,-0.004732503,0.024916597,-0.004285526,0.020086021,-0.012046933,-0.011856822,-0.023973564,0.000447607,-0.003437132,-0.026631677,-0.007558097,-0.005246032,-0.009972538,0.001759654,-0.008716978,0.002919554,0.008358217,-0.007879045,-0.00088598,-0.004997455,-0.002772974,-0.002285734,-0.002736292,-0.025988469,0.005108253,0.111998211,-0.016785304,0.035824832,-0.025597017,-0.003348904,-0.011927908,0.021426784,-0.00488608,0.004065755,0.009878292,0.014031647,0.015906156,0.006580988
SACI_RS07185,-0.004736852,-0.005789893,-0.012657169,-0.015215249,-0.003831425,0.002626604,-0.00463337,0.008149823,0.004551978,-0.011385478,0.004528558,-0.014544181,0.009621623,-0.012244059,0.015900164,-0.0025125,0.011922118,-0.002561621,-0.011436733,-0.007358547,0.00790377,-0.002656392,-0.007105227,-0.00172067,-0.010795222,0.008191963,-0.003663181,0.002576716,-0.006343679,-0.003472323,0.007989129,-0.00564224,-0.025447204,-0.005630141,0.002133203,0.000128438,0.011126914,-0.007975949,-0.012416874,0.008887335,-0.01472345,0.009142891,-0.000609543,0.003470374,-0.002763042
SACI_RS07190,0.00986014,-0.006264929,0.001038998,0.005304215,-0.000312074,-0.008106421,-0.006869924,0.007692621,0.000661072,0.011060973,0.009074165,-0.005462075,-0.013797675,-0.001108995,0.019491821,-0.000755029,0.008910224,-0.025466931,-0.003856503,-0.002035232,0.00363284,-0.001664877,-0.00895671,0.006743296,0.007932494,0.010982545,0.005648611,0.003722274,-0.007044293,0.006988811,-0.003501411,-0.054765007,0.006862811,-0.004827361,-0.002376574,-0.001726735,-0.003001229,0.000500093,-0.012682307,0.002719141,8.31E-05,0.012612999,-0.012338773,0.00300338,0.018420317
SACI_RS07195,0.012121825,0.026339776,0.014176924,0.013264817,-0.005199806,0.026995356,-0.01908287,0.0181111,0.001721299,0.004740443,0.011031915,-0.014179369,-0.012563548,0.008345268,0.01147008,-0.019026751,-0.004425504,-0.003253729,-0.008332028,-0.011833243,-0.010481329,-0.010351131,-0.014298008,0.003183603,-0.011985852,-0.008798016,-0.012121141,-0.007374522,0.00421701,0.009714838,0.004126781,-0.027833831,-0.005447994,0.012174993,-0.006358484,-0.001229135,-0.009000688,0.011046693,0.031724245,-0.004091596,0.008465015,0.005866421,-0.007804943,0.018872903,0.008607836
SACI_RS07200,0.000662361,0.000101269,-0.000980995,-0.013942846,0.007678729,-0.000220079,-0.010329718,0.002345404,-0.016400697,-0.004606496,-0.006889242,0.013226622,0.005778225,-0.005540081,-0.009069298,-0.005711307,-0.016691958,0.015433427,0.000622645,0.009351226,-0.015843963,0.05378462,0.01404567,-0.004329338,0.002722834,0.002571979,-0.013044043,-0.000175463,0.010660362,0.000401668,0.026529743,0.009048265,0.020984839,-0.023536355,0.003895305,-0.019958244,-0.002971701,0.009478298,0.016235887,-0.027904036,0.016286171,-0.004176917,-0.009355936,-0.012912688,-0.014263683
SACI_RS07205,0.007756817,0.001564411,0.001149273,-0.004578506,0.003696811,0.004879277,-0.017142819,0.004888029,-0.005514679,-0.013307916,-0.001764011,-0.001425751,0.000718645,-0.001714471,-0.003075831,0.005771688,-0.008147612,0.021822164,0.00385147,0.006706326,0.001032975,0.080680133,0.002454577,0.000390345,0.003926375,0.008119567,-0.005116091,-0.005687056,0.00915925,-0.011244387,0.020644393,0.014674727,0.015149223,-0.013004887,-0.003015523,-0.013478114,-0.005017426,0.010077522,0.011066283,-0.011985107,-0.000847752,-0.002965012,-0.00284939,-0.000348403,-0.011826188
SACI_RS07210,0.007170881,2.09E-05,0.00743018,-0.008235274,0.006434157,0.001498258,-0.005225025,0.013138371,-0.001079593,-0.009027525,-0.015300552,-0.005712766,-0.001219204,-0.005752416,-0.004231911,0.019677211,-0.008015581,-0.001830941,0.011648384,0.009008754,0.002992388,0.077165195,-0.014147957,-0.00641249,0.006618386,0.003336592,-0.013536028,-0.005244003,-0.009302066,-0.000347907,-0.000449429,0.000607867,0.019618725,-0.001078993,-0.003432534,0.005430778,-0.008082684,0.004859368,0.007654787,0.003292502,-0.007860661,-0.005066024,-0.005153686,0.006885722,0.008865321
SACI_RS07215,0.000751979,-0.000104902,0.009038185,0.002261753,0.010990845,0.002050515,0.010890245,0.026961017,-0.002286323,-0.001476717,-0.004763614,-0.010664755,0.001428325,0.001254109,0.001513333,0.016830021,-0.012211661,-0.015312601,-0.00855784,-0.001402026,-0.000970493,0.025835874,0.002078984,-0.000822719,0.003028418,0.001482405,-0.000920465,-0.007519695,-0.00767814,-0.005120408,0.003987505,-0.007367934,0.020223848,-0.002422811,-0.004509934,-0.002470086,-0.005526189,-0.003462035,-0.005844359,-0.000182066,-0.007526615,-0.002440303,-0.01065028,0.002039702,0.003591129
SACI_RS07220,0.000339962,-0.002580342,-0.00976941,-0.015557038,-0.008881393,0.002868838,0.001081183,0.008637565,-0.002374201,-3.89E-05,-0.000195539,0.012438461,-0.000489577,-0.004207375,-0.003504553,-0.0107369,0.000285166,-0.007170842,-0.000831573,0.003327612,0.005501613,-7.32E-05,-0.00814196,-0.001616312,-0.002126238,0.010261327,0.002355881,-0.00236713,-0.016309663,0.00091055,0.013697714,-0.007805625,-0.00546675,-0.012884826,-0.001686972,-0.00282037,0.008839913,-0.00804148,-0.01625982,-0.024647415,-0.001642619,0.011223577,-0.013302739,0.001330874,-0.00713554
SACI_RS07225,0.00372556,0.00454921,-0.011367349,-0.005481871,-0.003954969,-0.006093317,-0.002533401,0.008874585,0.004439671,0.001347169,-0.001408643,0.00039643,0.000616032,0.014372087,0.003602681,-0.010405472,-0.010647891,-0.007261163,-0.004254421,0.007725604,0.001017724,-0.006005616,-0.000285544,-0.004731873,0.00139364,0.002419473,0.000616983,0.000619881,-0.010509818,-0.001085713,0.014212242,-0.019845456,0.006289918,0.00111445,-0.008830407,-0.010086682,0.002866508,-0.01284809,-0.00495729,0.008207757,0.001947449,0.003725176,-0.007912803,0.000233024,-0.005119377
SACI_RS07230,-0.003087426,0.000634234,-0.00744205,-0.025828935,0.001880784,-0.023817123,0.002202967,0.004553896,0.015098924,0.012818113,-0.015076293,-0.001364827,-0.001477992,0.013469022,0.017225827,-0.013621625,-0.003017349,-0.000760265,-0.007842489,0.010833057,0.006268931,-0.012957814,-0.008808471,-0.010981777,-0.001360654,-0.003854265,-0.00119844,0.000998267,-0.007772147,-0.006388564,0.003734029,-0.026118422,0.016277185,0.004444771,-0.016568339,-0.003671613,0.00908241,-0.017552548,-0.001765209,3.50E-05,0.002183051,0.001066074,-0.005249025,0.008046462,-0.000909962
SACI_RS07240,0.006784954,-0.006386141,-0.000724666,-0.000626455,-0.002523294,0.002380452,-0.002801467,0.007430985,0.009266306,-0.019242222,-0.003785964,-0.007482941,-0.010016752,-0.003733283,0.005646607,0.008115765,-0.003609007,-0.002432784,-0.003351166,-0.000111407,-0.000677435,0.008078503,0.012010715,0.008687512,0.014584871,-0.00302866,0.004367355,0.000265058,0.003290759,-0.000492918,-0.003287388,0.000114453,0.003211299,0.007081567,-0.004330789,0.008858545,-0.014024025,0.000845483,-0.009025224,0.006237606,-0.001069483,-0.016594994,-0.007616407,0.0009574,0.00388408
SACI_RS07245,-0.001517639,-0.012049762,-0.001529785,0.00649838,0.005588105,-0.007306965,-0.005051646,-0.016838527,0.009794617,0.002595117,-0.013202036,-0.022121912,-0.000308994,-0.010941283,0.000198814,0.007204391,0.001304116,0.025079318,-0.005698142,0.007127476,0.004217173,0.036160548,-0.007924141,-0.005536957,0.002401715,-0.007912981,-0.00748039,0.002694733,0.014682134,-0.005620086,-0.011855698,0.007019886,-0.004077737,0.005427024,0.001548176,-0.005443315,-0.007018427,0.001091724,0.002180585,0.017810738,-0.001652435,0.006121929,0.014730552,0.007754605,-0.027127138
