Source,Target,Weight
asnC,fusA,0.10317581971921247
asnC,cysG,0.03897051264018544
asnC,ilvI,0.2515287601840877
asnC,qorA,0.15698200997322959
asnC,aidB,0.1212147943637889
asnC,thrA,0.1374233325319616
asnC,ispU,0.05607879514033851
asnC,dxs,0.11317790619375036
asnC,umpH,-0.04607085410776874
asnC,moaC,0.07790032522819419
asnC,pepN,0.025368865875444416
asnC,tmk,0.07112324507662995
asnC,ogt,0.005318770747681367
asnC,astC,0.14401781468454078
asnC,htpX,0.12141283503222641
asnC,rffH,0.058368654907990154
asnC,rffG,0.04741338651397832
asnC,hyfD,0.05781223215848445
asnC,hyfH,0.05418821375159228
asnC,nudF,0.07518264403104967
asnC,gpp,0.05260251605516761
asnC,alaS,0.059033921851629534
asnC,infB,-0.04016873767311948
asnC,rsmB,-0.024922380629640042
asnC,trpS,0.10716487073436141
asnC,glgX,0.09361223835931713
asnC,xylB,0.07112219822133085
asnC,yidA,0.08213350973479153
asnC,metB,0.04092533902615259
asnC,aceA,0.09049173997980432
asnC,yjjG,0.09289851043966997
asnC,ubiE,0.03129070399541139
asnC,rsmA,0.08097793857278215
asnC,leuD,0.19072704357567577
asnC,leuC,0.17733262737409689
asnC,dmlA,0.2141040247204837
asnC,speE,0.0611081834665078
asnC,panB,0.05139483360201012
asnC,folK,0.09413971844767234
asnC,pgaC,0.07859282405492123
asnC,sbcD,0.12373134164254021
asnC,cyoE,0.06827127659008812
asnC,cyoA,0.09370457029739651
asnC,dnaX,-0.08727057343480017
asnC,qmcA,0.046740703780775425
asnC,fur,-0.012303271414687596
asnC,trxB,0.03405627359226539
asnC,rpsA,0.03167699025560023
asnC,ndh,0.02923054981463841
asnC,ychF,0.018644175555081778
asnC,trpA,0.10438662562362953
asnC,topA,0.07239296630524243
asnC,puuE,0.01659313280409769
asnC,nth,0.025626558098829525
asnC,tyrS,0.007008202809840055
asnC,pykF,-0.013208968426954622
asnC,yeaO,0.10041677562321724
asnC,hisH,0.06354878936845065
asnC,dcd,0.0017944730807437682
asnC,thiD,0.023186220328690575
asnC,folE,0.035634868062298104
asnC,nuoH,0.03231223683663572
asnC,nuoC,0.0411059471971515
asnC,nuoB,0.01682671297382203
asnC,purF,0.02503449097024148
asnC,guaA,0.0037067597046505788
asnC,era,-0.02170805887729974
asnC,cysI,0.06197542987304857
asnC,eno,0.027318676828490818
asnC,gcvP,0.03703504332027647
asnC,gcvT,0.016628329978071434
asnC,tsaD,-0.06210640803549242
asnC,ftsH,0.024687469413288008
asnC,gltB,0.11299412857424349
asnC,rtcB,0.037560421679460304
asnC,glmS,0.09254860085686575
asnC,fdhD,0.014602516897645754
asnC,tpiA,0.054969251891494174
asnC,radA,0.0703920266431765
asnC,glpG,-0.005401222302205685
asnC,ilvD,0.0926761064857282
asnC,ysgA,0.04980872649224756
asnC,ileS,-0.06653925664123189
asnC,carA,0.008989193796355745
asnC,carB,0.02684942439663151
asnC,nadC,-0.07565206780602214
asnC,hemL,-0.0134183871647264
asnC,rpsB,-0.026198144338411732
asnC,pyrH,0.0008864519437216625
asnC,rnhB,-0.016727985784942577
asnC,proS,-0.08910301178918055
asnC,prpD,0.05037895535135485
asnC,hemB,-0.02810095549890069
asnC,ribD,-0.16084011477354052
asnC,ribE,-0.04565708181714374
asnC,amtB,0.03244585210895428
asnC,apt,0.004191386558854365
asnC,adk,-0.020799754739466172
asnC,purK,-0.012175303597462966
asnC,purE,-0.01667957835307802
asnC,cysS,-0.0622593500437581
asnC,lipA,-0.014931222945029281
asnC,miaB,-0.015092827438163682
asnC,sucC,-0.040118861943653314
asnC,sucD,-0.0007761181772646952
asnC,nadA,0.05271192850002312
asnC,rarA,0.01971178832416799
asnC,serS,-0.10431158238681817
asnC,yccX,0.0136651260653619
asnC,rutF,0.0134941164886342
asnC,ymdB,-0.022449597056977036
asnC,prs,-0.0029009649123787895
asnC,hemA,-0.10513613233981901
asnC,trpB,0.052129540205739296
asnC,trpC,0.018330264065190782
asnC,trpD,0.01733397720763733
asnC,acnA,0.057959493367692384
asnC,pheT,0.024313557684580454
asnC,pheS,-0.012445835533684316
asnC,thrS,-0.07017218787142034
asnC,nadE,-0.0514091870149341
asnC,yoaA,-0.021625836450257455
asnC,argS,-0.04061543807610349
asnC,hisG,0.05167894209384995
asnC,hisD,-0.003332610365480246
asnC,hisB,0.02739793687816154
asnC,hisF,0.018201305560472097
asnC,hisI,0.00115245620314445
asnC,rfbC,-0.037678795007792545
asnC,mrp,-0.0907314825450103
asnC,metG,-0.06899524902153395
asnC,yfcH,-0.024418959177590228
asnC,aroC,-0.008161992512509545
asnC,purC,0.005658219683390496
asnC,upp,-0.04800356678971589
asnC,purM,-0.009503280983774174
asnC,hisS,-0.1123005342794168
asnC,ndk,-0.020381168190718064
asnC,suhB,-0.03565167126394146
asnC,nadB,0.06507277735750037
asnC,pheA,0.06636830683257532
asnC,ffh,-0.05569008525037185
asnC,cysD,0.03658474888682787
asnC,cysH,0.032287094772995885
asnC,pyrG,-0.07787859891650162
asnC,fau,0.015009734706271486
asnC,pgk,-0.04355598469420139
asnC,rdgB,-0.05764275234072525
asnC,truB,-0.023948385729259832
asnC,nusA,-0.011575313468965476
asnC,argG,0.08257068421136686
asnC,glmM,-0.01752679259800465
asnC,rpsI,-0.02480293304773136
asnC,rplM,-0.0595677257755448
asnC,rpsD,0.024213273948072232
asnC,rpsK,0.03128954682744617
asnC,rpsM,0.04155928143851849
asnC,secY,0.014791720824890123
asnC,rpsE,0.009589213984878
asnC,rplF,0.03716651403667282
asnC,rpsH,0.047009037223136346
asnC,rplE,0.031474657884621095
asnC,rplN,0.009248845737686346
asnC,rpsC,0.0274714174939872
asnC,rpsS,0.022765055451201003
asnC,rplB,0.025584520515361652
asnC,rplW,-0.004804022665688439
asnC,rplC,-0.02012891519341471
asnC,rpsJ,0.002615676701710044
asnC,rpsG,-0.0154471789330755
asnC,pabA,-0.04719746030741365
asnC,aroB,-0.02875673122877617
asnC,ftsY,-0.09604837952710062
asnC,dfp,-0.08039895758769958
asnC,pyrE,-0.06367775639403551
asnC,recF,-0.08013926160537854
asnC,atpD,-0.013629939482262767
asnC,ilvC,0.1368544288786422
asnC,rfe,-0.03250273091177717
asnC,metE,0.06806046157330531
asnC,tatC,-0.06341276476537834
asnC,glnA,0.06953236814269
asnC,argC,0.07581942047977513
asnC,argB,0.08858977357303896
asnC,argH,0.10529108079497927
asnC,birA,-0.04901429094963031
asnC,rplK,-0.04935059829808926
asnC,rplJ,-0.04257209065000958
asnC,rpoB,-0.07245867101399266
asnC,rpoC,-0.034149482059174154
asnC,thiC,0.01987433108118258
asnC,purD,-0.022345035294436395
asnC,yjbQ,-0.06259486254183358
asnC,nnr,-0.020448406659687265
asnC,hflX,-0.06483897867428996
asnC,purA,-0.06197295262234449
asnC,msrA,-0.020074514484524766
asnC,ppa,-0.07960219368662452
asnC,pyrB,-0.013008376703440705
asnC,valS,-0.06849157808877852
asnC,rph,-0.020200154740636796
asnC,purL,0.02062663253832898
asnC,hemC,-0.08347493480900853
caiC,hxpA,0.18268631425586274
caiC,yadG,0.3775034806664822
caiC,wbbK,0.24147231231550925
caiC,dkgB,0.23119743867099576
caiC,srmB,0.22469481288240842
caiC,ugpE,0.1540012113349238
caiC,yhjE,0.2591428450519863
caiC,ugpA,0.15832565518853933
caiC,copA,0.210471343837052
caiC,oppC,0.12872097851017159
caiC,lgoD,0.26846812800829856
caiC,rutD,0.3582513638498134
caiC,cnoX,0.20434110615432843
caiC,garR,0.12949172528971878
caiC,nikB,0.102411796842351
caiC,aes,0.465748642510883
caiC,hisC,0.17619962860761795
caiC,degQ,0.15534460972700898
caiC,nanA,0.09465433323241444
caiC,tauB,0.12430993570548543
caiC,ispA,0.30588870842860955
caiC,msbA,0.16172061717534877
caiC,gloC,0.23032077316678304
caiC,sufS,0.15212080503560205
caiC,sucB,0.23213886933258204
caiC,yafP,0.12522637650839685
caiC,acs,0.22752631850758576
caiC,cysK,0.16335553985966617
caiC,kefC,0.08904407086129512
caiC,yafV,0.09596037569083327
caiC,frmA,0.36193938962400307
caiC,rutC,0.045623221574272066
caiC,ygfT,0.11259374608686348
caiC,glpA,0.1863300633885645
caiC,ugpQ,0.14937799905540988
caiC,waaH,0.1052510541950059
caiC,mutT,0.19363793137123636
caiC,yafE,0.11990611217837194
caiC,pabB,0.09025550405174723
caiC,dgoD,0.11893755742690917
caiC,nemA,0.10480441554599557
caiC,ppsA,0.11748919119201204
caiC,yfdH,0.083610682320774
caiC,accC,0.35418181691254624
caiC,ydiQ,0.14116520059179694
caiC,lpd,0.2130714536490365
caiC,citE,0.18263605956355516
caiC,thiF,0.10535587427888929
caiC,ycgM,0.11233698705536543
caiC,dadA,0.05926858183876697
caiC,paaJ,0.1910195006725555
caiC,bcp,0.19523439805501158
caiC,sseA,0.12746347955198423
caiC,norW,0.29485005516975854
caiC,gcvH,0.09356746782906526
caiC,ghrB,0.12287715699762325
caiC,mog,0.08942694365145312
caiC,yrdA,0.06170185216377095
caiC,ydiR,0.13214602676467377
caiC,map,0.08568545685083286
caiC,ybdL,0.16357334064593013
caiC,tatE,0.13830045606060595
caiC,galE,0.03586193964894777
caiC,cysU,0.10291242982300809
caiC,moaA,0.0983552142279244
caiC,fabH,0.06046703171106992
caiC,hinT,0.07407023497099668
caiC,ribB,0.0629433995295515
caiC,aspA,0.06849605263349368
caiC,aroE,0.10062687546520427
caiC,nuoN,0.015407315929586185
caiC,glpK,0.14385097801647542
caiC,tufA,0.05904148011746478
caiC,ggt,0.06439755088863017
caiC,rbsK,0.03077132788720535
caiC,dinB,0.05978532311953425
caiC,argI,0.056775463660000226
caiC,cyoB,0.08430950654231804
caiC,frdA,0.060737652640407654
caiC,moaE,0.09726262092280999
caiC,moeA,0.10608586609778324
caiC,cobB,0.06419769991790476
caiC,purB,0.02046797944607011
caiC,tsaC,-0.019985173595671327
caiC,sodB,0.07397567898006273
caiC,xthA,0.045186730258972685
caiC,yqeF,0.1391359741222405
caiC,usg,0.12774456110986662
caiC,glyA,0.11832963362296717
caiC,nrdE,0.09608053955994106
caiC,tdcB,0.033828589184293954
caiC,fusA,0.0860925787182018
caiC,cysG,0.034864326254654875
caiC,ilvI,0.08016256823834998
caiC,qorA,0.14513915477376316
caiC,aidB,0.23706411606456235
caiC,thrA,0.005402202255740063
caiC,ispU,0.05985260323909152
caiC,dxs,0.08072297021642305
caiC,umpH,0.00952579951602094
caiC,moaC,0.11314518733267252
caiC,pepN,0.005155111362809208
caiC,tmk,0.08169521442465703
caiC,ogt,0.004564599205276024
caiC,astC,0.06833333286102716
caiC,htpX,0.0968211917870498
caiC,rffH,0.06666525585639982
caiC,rffG,0.058783614451531546
caiC,hyfD,0.017087318813898047
caiC,hyfH,0.012995365873190732
caiC,nudF,-0.011681412481146174
caiC,gpp,-0.0340577055228659
caiC,alaS,0.06097456197603657
caiC,infB,-0.07826549541379815
caiC,rsmB,0.03520171459516478
caiC,trpS,0.0691890170708705
caiC,glgX,0.045536586593507
caiC,xylB,0.1485924970100998
caiC,yidA,0.01739452815506671
caiC,metB,0.027008233512374795
caiC,aceA,0.21091755315089353
caiC,yjjG,0.05700277898021895
caiC,ubiE,0.06331398002112695
caiC,rsmA,0.06890825848196183
caiC,leuD,0.06528730396796427
caiC,leuC,0.03581258713063594
caiC,dmlA,0.03555319530548796
caiC,speE,0.006449464267676222
caiC,panB,0.09694058604367378
caiC,folK,0.10591086620393567
caiC,pgaC,0.05328614735540117
caiC,sbcD,0.051056850770199454
caiC,cyoE,0.012137639020990909
caiC,cyoA,0.0440772021843909
caiC,dnaX,-0.05007833693878893
caiC,qmcA,0.06311872883101897
caiC,fur,-0.0560673499720978
caiC,trxB,0.0630989339420786
caiC,rpsA,-0.03980878286833561
caiC,ndh,0.03913199732539907
caiC,ychF,-0.018890937115325853
caiC,trpA,0.040669314379261544
caiC,topA,0.04942721721188466
caiC,puuE,-0.015431041154701593
caiC,nth,-0.0010436250311630496
caiC,tyrS,0.03386275515600083
caiC,pykF,-0.012820404013848785
caiC,yeaO,0.12928580339663234
caiC,hisH,0.03251093930892727
caiC,dcd,-0.0347509380484322
caiC,thiD,-0.009516895058079145
caiC,folE,-0.02315737223151199
caiC,nuoH,0.01369857809826226
caiC,nuoC,0.011652422486139739
caiC,nuoB,0.023552305606603978
caiC,purF,0.019748349655856347
caiC,guaA,0.010504993582656132
caiC,era,0.016198514054778873
caiC,cysI,-0.009809847113273408
caiC,eno,0.012870503745303684
caiC,gcvP,0.04547265157530179
caiC,gcvT,0.014373012758792875
caiC,tsaD,-0.02892447453808395
caiC,ftsH,-0.026061057065307463
caiC,gltB,0.07993491667590248
caiC,rtcB,-0.008378541268425119
caiC,glmS,0.013446387043370495
caiC,fdhD,0.05972097887514218
caiC,tpiA,0.06699329003641002
caiC,radA,0.055926942953308266
caiC,glpG,-0.021087860499889918
caiC,ilvD,0.039702380412347235
caiC,ysgA,0.1053462158912676
caiC,ileS,0.01939714338766766
caiC,carA,-0.002678893242014734
caiC,carB,0.011572173630389898
caiC,nadC,-0.0617460049324156
caiC,hemL,0.04032280926461981
caiC,rpsB,-0.07235181520185732
caiC,pyrH,-0.06003766351494403
caiC,rnhB,-0.030142791865858717
caiC,proS,-0.1325316958191909
caiC,prpD,0.04559908798300196
caiC,hemB,-0.023503067049030078
caiC,ribD,-0.043068937571034326
caiC,ribE,-0.027960225801406405
caiC,amtB,0.010739203673153857
caiC,apt,-0.07034577920617599
caiC,adk,-0.01958187707944548
caiC,purK,-0.014761138391188576
caiC,purE,-0.03933160526820587
caiC,cysS,-0.06355839775796371
caiC,lipA,-0.07595434716638592
caiC,miaB,-0.06607081694846988
caiC,sucC,0.020000763011911296
caiC,sucD,0.005700342587330994
caiC,nadA,0.0682127113505776
caiC,rarA,-0.08735064673255066
caiC,serS,-0.07477474176806888
caiC,yccX,-0.027937600101967847
caiC,rutF,0.027485339999938782
caiC,ymdB,-0.08516660791126657
caiC,prs,-0.07547013043384353
caiC,hemA,-0.07401884811891458
caiC,trpB,0.011134351739006954
caiC,trpC,-0.02147617064820704
caiC,trpD,0.007917678227161717
caiC,acnA,-0.022928059611429352
caiC,pheT,-0.013909931021267238
caiC,pheS,-0.0503510575481729
caiC,thrS,-0.04776551986002255
caiC,nadE,-0.046241096523561204
caiC,yoaA,-0.013652767729247051
caiC,argS,-0.05483542855546218
caiC,hisG,0.008137032074306005
caiC,hisD,-0.0009715305673827779
caiC,hisB,0.026204938055609774
caiC,hisF,0.007304455171375117
caiC,hisI,-0.02168838062442319
caiC,rfbC,0.002160348812807952
caiC,mrp,-0.09685847628244566
caiC,metG,-0.05441443087726922
caiC,yfcH,-0.016943830160334402
caiC,aroC,0.060525802501705236
caiC,purC,-0.03512497390915124
caiC,upp,-0.09033156521274528
caiC,purM,-0.04054213905783476
caiC,hisS,-0.03856876323371909
caiC,ndk,-0.04580751350887066
caiC,suhB,-0.012336018213653412
caiC,nadB,0.036641984263160496
caiC,pheA,-0.031191824476185893
caiC,ffh,-0.05829389996667235
caiC,cysD,0.0474786090280318
caiC,cysH,-0.01969530729425139
caiC,pyrG,-0.07913589934336832
caiC,fau,-0.014729115133388393
caiC,pgk,-0.00629320526532727
caiC,rdgB,-0.04342485434613453
caiC,truB,-0.0588736646838223
caiC,nusA,-0.05210663572030635
caiC,argG,0.02598750017288764
caiC,glmM,-0.02764041780731325
caiC,rpsI,-0.05682281347534951
caiC,rplM,-0.06247492332712815
caiC,rpsD,0.0088704374508846
caiC,rpsK,-0.02175900923476971
caiC,rpsM,-0.010153678263985513
caiC,secY,-0.020435527960951015
caiC,rpsE,0.007764531103993368
caiC,rplF,0.010962550399324424
caiC,rpsH,0.03142543620514247
caiC,rplE,0.01879367317328567
caiC,rplN,-0.020651657134909334
caiC,rpsC,0.03629392102758806
caiC,rpsS,0.015356512196989507
caiC,rplB,0.012811871508129529
caiC,rplW,-0.00036274493557664477
caiC,rplC,-0.039601370266060185
caiC,rpsJ,-0.06224000769049091
caiC,rpsG,-0.030058543836721158
caiC,pabA,-0.016932441407036945
caiC,aroB,0.007594580438086492
caiC,ftsY,-0.08473636948736599
caiC,dfp,-0.11105546101407626
caiC,pyrE,-0.06803588436088014
caiC,recF,-0.0009274554114906947
caiC,atpD,-0.011013534218107208
caiC,ilvC,0.03632663383393639
caiC,rfe,-0.09463479645395063
caiC,metE,0.017457013153231896
caiC,tatC,-0.018057893564195418
caiC,glnA,0.0061583795484962504
caiC,argC,0.0086119664124416
caiC,argB,0.02863551925120857
caiC,argH,0.039748356329738214
caiC,birA,-0.0087090642068826
caiC,rplK,-0.05621288905578435
caiC,rplJ,-0.041937560925367316
caiC,rpoB,-0.0563175655485385
caiC,rpoC,0.013677455889646103
caiC,thiC,-0.008735386553821528
caiC,purD,-0.04177963753355512
caiC,yjbQ,-0.08265313993472022
caiC,nnr,-0.06310167860779023
caiC,hflX,-0.10176142984626657
caiC,purA,-0.03003605738072231
caiC,msrA,-0.05658482869618465
caiC,ppa,-0.02362782129584679
caiC,pyrB,-0.024606299908898902
caiC,valS,-0.05412337256376795
caiC,rph,-0.0331357539678635
caiC,purL,0.007526235044201239
caiC,hemC,-0.02870173193555859
hxpA,yadG,0.2892505239156758
hxpA,wbbK,0.2325974687514529
hxpA,dkgB,0.4126336755099418
hxpA,srmB,0.36572383704022365
hxpA,ugpE,0.3719747238651412
hxpA,yhjE,0.2960826220482796
hxpA,ugpA,0.38847374380323696
hxpA,copA,0.26870707670194954
hxpA,oppC,0.19009490082314898
hxpA,lgoD,0.21767481337615435
hxpA,rutD,0.21488354319573738
hxpA,cnoX,0.20874271588343046
hxpA,garR,0.18309203038241972
hxpA,nikB,0.19775942240329872
hxpA,aes,0.1668975497402787
hxpA,hisC,0.1720094232688517
hxpA,degQ,0.2535419698739789
hxpA,nanA,0.18807981361071982
hxpA,tauB,0.15021510397179033
hxpA,ispA,0.2681230928325466
hxpA,msbA,0.16533950284994572
hxpA,gloC,0.13418594479939383
hxpA,sufS,0.19849354639407293
hxpA,sucB,0.27887543846036694
hxpA,yafP,0.22969684893174247
hxpA,acs,0.16904855624308385
hxpA,cysK,0.23542524374770207
hxpA,kefC,0.19627171216650705
hxpA,yafV,0.18772052732095038
hxpA,frmA,0.08932493610879656
hxpA,rutC,0.164384786446996
hxpA,ygfT,0.23682119261408283
hxpA,glpA,0.17817962776428906
hxpA,ugpQ,0.17176033258831036
hxpA,waaH,0.10752950832344309
hxpA,mutT,0.17122892107579651
hxpA,yafE,0.08439176901355257
hxpA,pabB,0.14744792957284092
hxpA,dgoD,0.13044423492413906
hxpA,nemA,0.1912966447372549
hxpA,ppsA,0.1892374457556431
hxpA,yfdH,0.11690139490598658
hxpA,accC,0.18679170581568558
hxpA,ydiQ,0.23399909479573885
hxpA,lpd,0.2726136319429107
hxpA,citE,0.15032831251667558
hxpA,thiF,0.13462702317861416
hxpA,ycgM,0.13457244680187622
hxpA,dadA,0.06883162219440572
hxpA,paaJ,0.19494449845422432
hxpA,bcp,0.036155200081929566
hxpA,sseA,0.03842229465325059
hxpA,norW,0.08959882654967721
hxpA,gcvH,0.12928843159765652
hxpA,ghrB,0.19409916788117096
hxpA,mog,0.13875820282140475
hxpA,yrdA,0.15194791548832665
hxpA,ydiR,0.14900693122433623
hxpA,map,0.1204901352083198
hxpA,ybdL,0.05795602017129613
hxpA,tatE,0.21610184869261964
hxpA,galE,0.09853946706793797
hxpA,cysU,0.1265785372783455
hxpA,moaA,0.10577186028281288
hxpA,fabH,0.10108470291534918
hxpA,hinT,0.206315951340974
hxpA,ribB,0.1525073049649908
hxpA,aspA,0.18046272759388896
hxpA,aroE,0.15257418907599987
hxpA,nuoN,0.12155716308428323
hxpA,glpK,0.15062860146076582
hxpA,tufA,0.2121015332390963
hxpA,ggt,0.10769325203680288
hxpA,rbsK,0.13747011990686034
hxpA,dinB,0.061146113504908436
hxpA,argI,0.11275915190019958
hxpA,cyoB,0.1286144671231034
hxpA,frdA,0.08776790121332852
hxpA,moaE,0.03377665840025168
hxpA,moeA,0.035349879561391545
hxpA,cobB,0.07815779757459246
hxpA,purB,0.17941829407557333
hxpA,tsaC,0.09967407429647838
hxpA,sodB,0.1671317876994067
hxpA,xthA,0.14336751337351178
hxpA,yqeF,0.18589020323826685
hxpA,usg,0.0279974211372165
hxpA,glyA,0.14816228441426119
hxpA,nrdE,0.10995738191191469
hxpA,tdcB,0.10139210869620292
hxpA,fusA,0.06155234850652259
hxpA,cysG,0.02820456785236215
hxpA,ilvI,0.13516853441549048
hxpA,qorA,0.019931452069617155
hxpA,aidB,0.059889922634828924
hxpA,thrA,0.07088618673779463
hxpA,ispU,0.03518046399124761
hxpA,dxs,0.022943983365870717
hxpA,umpH,-0.012373398751225208
hxpA,moaC,-0.029765280965520034
hxpA,pepN,0.03455725907697535
hxpA,tmk,-0.048371472840890765
hxpA,ogt,-0.0003406927021464326
hxpA,astC,0.08891787070039729
hxpA,htpX,0.05170820717454285
hxpA,rffH,0.11638427100639132
hxpA,rffG,0.13030195856544208
hxpA,hyfD,0.145778566786129
hxpA,hyfH,0.1366972836219776
hxpA,nudF,0.08450375416716632
hxpA,gpp,0.08982337432999782
hxpA,alaS,-0.023382788294949844
hxpA,infB,0.001287880089782359
hxpA,rsmB,-0.13014445319959833
hxpA,trpS,0.16122327424563773
hxpA,glgX,0.09763811405104636
hxpA,xylB,0.10142119754865765
hxpA,yidA,0.07044054361413747
hxpA,metB,0.04806375874921916
hxpA,aceA,0.03144428735873919
hxpA,yjjG,-0.02167156450138483
hxpA,ubiE,-0.05478071260811582
hxpA,rsmA,-0.01968861296255063
hxpA,leuD,0.053464891357536876
hxpA,leuC,0.035415882909758806
hxpA,dmlA,0.08718732528010618
hxpA,speE,0.04400036979881493
hxpA,panB,0.10769274149570648
hxpA,folK,0.035890770343190076
hxpA,pgaC,0.0765703058721983
hxpA,sbcD,-0.014246273542500198
hxpA,cyoE,0.06698355597214388
hxpA,cyoA,0.06532278149325911
hxpA,dnaX,-0.12432270128785472
hxpA,qmcA,0.07899669048575991
hxpA,fur,-0.048697772297274164
hxpA,trxB,0.07558543447462453
hxpA,rpsA,0.10633715775556228
hxpA,ndh,0.014660526589726549
hxpA,ychF,-0.0159553620417554
hxpA,trpA,0.10076079244840014
hxpA,topA,-0.08506798451244883
hxpA,puuE,0.034782815318425336
hxpA,nth,0.002966964904546182
hxpA,tyrS,-0.04417604994311908
hxpA,pykF,0.08299966751815793
hxpA,yeaO,-0.02531395877728349
hxpA,hisH,0.06178206295191293
hxpA,dcd,-0.08279944487821812
hxpA,thiD,-0.009081515284798924
hxpA,folE,-0.0032255700760342883
hxpA,nuoH,0.0812905209066621
hxpA,nuoC,0.04667154679724647
hxpA,nuoB,0.0581228329129597
hxpA,purF,0.14192647911487488
hxpA,guaA,0.03539594583541569
hxpA,era,-0.10946376613912097
hxpA,cysI,0.047981394685387584
hxpA,eno,0.14772015222253052
hxpA,gcvP,0.09139150404640649
hxpA,gcvT,0.06458247881905439
hxpA,tsaD,0.031149497065004875
hxpA,ftsH,0.0835026997730638
hxpA,gltB,0.11502042481054925
hxpA,rtcB,0.030549770907714643
hxpA,glmS,-0.0128868694245708
hxpA,fdhD,0.03448054478041185
hxpA,tpiA,-0.0011428269340836028
hxpA,radA,-0.005568310047088424
hxpA,glpG,0.09008137809070477
hxpA,ilvD,0.0778026659319786
hxpA,ysgA,0.02470899298234414
hxpA,ileS,-0.03445265624083862
hxpA,carA,0.004757621356011294
hxpA,carB,0.00850575919053679
hxpA,nadC,-0.06962905674343195
hxpA,hemL,-0.0275581453020424
hxpA,rpsB,-0.026301997181997442
hxpA,pyrH,-0.0023101494458923114
hxpA,rnhB,-0.03569445346296103
hxpA,proS,-0.023512146348938154
hxpA,prpD,0.004941469159064262
hxpA,hemB,-0.0703447600147534
hxpA,ribD,-0.0753144901459148
hxpA,ribE,-0.021789065174958096
hxpA,amtB,0.03987285359812858
hxpA,apt,-0.013395657872477913
hxpA,adk,-0.02322253798928041
hxpA,purK,0.15233904413102137
hxpA,purE,0.11949758714174201
hxpA,cysS,-0.09621088170789006
hxpA,lipA,-0.03116308497134616
hxpA,miaB,-0.037963312825126425
hxpA,sucC,0.039433316065169755
hxpA,sucD,0.04545484183487472
hxpA,nadA,0.02562129277934415
hxpA,rarA,-0.008821982160939205
hxpA,serS,-0.08057878715529967
hxpA,yccX,0.02847189271066754
hxpA,rutF,-0.01462008000508901
hxpA,ymdB,-0.0749087660275046
hxpA,prs,-0.01200129802059382
hxpA,hemA,-0.1027812922610811
hxpA,trpB,0.05166195211847085
hxpA,trpC,0.01624499111830103
hxpA,trpD,-0.004268784077458057
hxpA,acnA,-0.006136891008323553
hxpA,pheT,0.029587175480837877
hxpA,pheS,-0.03327652157478733
hxpA,thrS,-0.004642570547775788
hxpA,nadE,-0.0871133614163389
hxpA,yoaA,-0.042755466850504555
hxpA,argS,-0.00973720996001064
hxpA,hisG,0.03464188005937133
hxpA,hisD,0.04324371002034033
hxpA,hisB,0.050506113793555046
hxpA,hisF,0.012117412592211625
hxpA,hisI,0.03319171570757673
hxpA,rfbC,0.032413671205228464
hxpA,mrp,-0.02601255048481058
hxpA,metG,-0.01899520611752154
hxpA,yfcH,-0.030788391069375226
hxpA,aroC,-0.046858218032443
hxpA,purC,0.13528079979902483
hxpA,upp,-0.08202700452237678
hxpA,purM,0.15935124131795134
hxpA,hisS,-0.04566639899761542
hxpA,ndk,-0.006626279400780544
hxpA,suhB,0.005986496947803948
hxpA,nadB,0.016601452550645875
hxpA,pheA,-0.007148364367592153
hxpA,ffh,-0.07542602856347491
hxpA,cysD,0.021944825732396422
hxpA,cysH,-0.009631236231635977
hxpA,pyrG,-0.05335328874738922
hxpA,fau,-0.021265358447432284
hxpA,pgk,0.0072130005292408705
hxpA,rdgB,-0.057036039803583564
hxpA,truB,0.024079109043346373
hxpA,nusA,-0.014563841965040762
hxpA,argG,0.027231740769350168
hxpA,glmM,-0.03850458548998211
hxpA,rpsI,-0.017390842639283803
hxpA,rplM,-0.020508122497113188
hxpA,rpsD,0.0362687350756867
hxpA,rpsK,0.014844084961413413
hxpA,rpsM,0.026838201449327956
hxpA,secY,0.028670062994110516
hxpA,rpsE,0.03668622726065812
hxpA,rplF,0.0460843006724766
hxpA,rpsH,0.03809064858542704
hxpA,rplE,0.04534170576983329
hxpA,rplN,0.08271403447020427
hxpA,rpsC,0.049780892854933034
hxpA,rpsS,0.0681672073064372
hxpA,rplB,0.03911847728397362
hxpA,rplW,0.024536335898747187
hxpA,rplC,0.03891637631549312
hxpA,rpsJ,0.028515380654366103
hxpA,rpsG,0.013746241830100469
hxpA,pabA,0.016302498804846396
hxpA,aroB,-0.030544581511090414
hxpA,ftsY,-0.009990200690550309
hxpA,dfp,-0.019048636527824396
hxpA,pyrE,-0.03705703491631345
hxpA,recF,-0.063666920349598
hxpA,atpD,0.009155461168886981
hxpA,ilvC,0.0049499320594601545
hxpA,rfe,-0.06527615074575797
hxpA,metE,0.055527834593465636
hxpA,tatC,-0.05997458686382697
hxpA,glnA,0.06626356168370136
hxpA,argC,0.0022448774759901862
hxpA,argB,0.03430774504567091
hxpA,argH,0.0317526731801182
hxpA,birA,-0.07067391718492838
hxpA,rplK,-0.0028249539476597743
hxpA,rplJ,-0.0037970746217752907
hxpA,rpoB,-0.004215115084246076
hxpA,rpoC,0.032806731268482575
hxpA,thiC,-0.011777727772595923
hxpA,purD,0.1306602362599491
hxpA,yjbQ,-0.05019240085286254
hxpA,nnr,-0.006474125438891506
hxpA,hflX,0.03143217226470131
hxpA,purA,0.006010270903069467
hxpA,msrA,-0.016540050959109896
hxpA,ppa,-0.0004301627803059665
